season,seas_id,player_id,player,birth_year,pos,age,lg,tm,experience
1998,16159,2553,Tim Legler,NA,SG,31,NBA,WAS,8
1998,16160,3093,Tim Thomas,NA,SF,20,NBA,PHI,1
1998,16161,2754,Todd Day,NA,SG,28,NBA,MIA,6
1998,16162,3030,Todd Fuller,NA,C,23,NBA,GSW,2
1998,16163,2038,Tom Chambers,NA,PF,38,NBA,PHI,16
1998,16164,2755,Tom Gugliotta,NA,SF,28,NBA,MIN,6
1998,16165,2555,Tom Hammonds,NA,PF,30,NBA,MIN,9
1998,16166,2829,Toni Kukoč,NA,SF,29,NBA,CHI,5
1998,16167,3094,Tony Battie,NA,PF,21,NBA,DEN,1
1998,16168,3031,Tony Delk,NA,PG,24,NBA,TOT,2
1998,16169,3031,Tony Delk,NA,PG,24,NBA,CHH,2
1998,16170,3031,Tony Delk,NA,PG,24,NBA,GSW,2
1998,16171,2887,Tony Dumas,NA,SG,25,NBA,CLE,4
1998,16172,3095,Tony Farmer,NA,C,28,NBA,CHH,1
1998,16173,2626,Tony Massenburg,NA,C,30,NBA,VAN,6
1998,16174,2627,Tony Smith,NA,PG,29,NBA,MIL,8
1998,16175,3096,Tracy McGrady,NA,SF,18,NBA,TOR,1
1998,16176,2757,Tracy Murray,NA,SF,26,NBA,WAS,6
1998,16177,2962,Travis Best,NA,PG,25,NBA,IND,3
1998,16178,3032,Travis Knight,NA,C,23,NBA,BOS,2
1998,16179,3097,Travis Williams,NA,SF,28,NBA,CHH,1
1998,16180,3098,Troy Hudson,NA,PG,21,NBA,UTA,1
1998,16181,2274,Tyrone Corbin,NA,SF,35,NBA,ATL,13
1998,16182,2630,Tyrone Hill,NA,PF,29,NBA,MIL,8
1998,16183,2963,Tyus Edney,NA,PG,24,NBA,BOS,3
1998,16184,2474,Vernon Maxwell,NA,SG,32,NBA,TOT,10
1998,16185,2474,Vernon Maxwell,NA,SG,32,NBA,ORL,10
1998,16186,2474,Vernon Maxwell,NA,SG,32,NBA,CHH,10
1998,16187,2830,Vin Baker,NA,C,26,NBA,SEA,5
1998,16188,2399,Vincent Askew,NA,SG,31,NBA,POR,9
1998,16189,2475,Vinny Del Negro,NA,SG,31,NBA,SAS,8
1998,16190,3033,Vitaly Potapenko,NA,C,22,NBA,CLE,2
1998,16191,2557,Vlade Divac,NA,C,29,NBA,CHH,9
1998,16192,2965,Voshon Lenard,NA,SG,24,NBA,MIA,3
1998,16193,2758,Walt Williams,NA,SF,27,NBA,TOT,6
1998,16194,2758,Walt Williams,NA,SF,27,NBA,TOR,6
1998,16195,2758,Walt Williams,NA,SF,27,NBA,POR,6
1998,16196,3034,Walter McCarty,NA,SF,23,NBA,BOS,2
1998,16197,2889,Wesley Person,NA,SG,26,NBA,CLE,4
1998,16198,2477,Will Perdue,NA,C,32,NBA,SAS,10
1998,16199,3099,William Cunningham,NA,C,23,NBA,TOT,1
1998,16200,3099,William Cunningham,NA,C,23,NBA,UTA,1
1998,16201,3099,William Cunningham,NA,C,23,NBA,PHI,1
1998,16202,2632,Willie Burton,NA,SF,29,NBA,SAS,7
1998,16203,2278,Xavier McDaniel,NA,SF,34,NBA,NJN,12
1998,16204,2890,Yinka Dare,NA,C,25,NBA,NJN,4
1998,16205,2891,Žan Tabak,NA,C,27,NBA,TOT,4
1998,16206,2891,Žan Tabak,NA,C,27,NBA,TOR,4
1998,16207,2891,Žan Tabak,NA,C,27,NBA,BOS,4
1998,16208,3100,Zydrunas Ilgauskas,NA,C,22,NBA,CLE,1
1999,16209,2218,A.C. Green,NA,PF,35,NBA,DAL,14
1999,16210,2832,Aaron McKie,NA,SG,26,NBA,PHI,5
1999,16211,2760,Aaron Williams,NA,PF,27,NBA,SEA,5
1999,16212,2694,Adam Keefe,NA,PF,28,NBA,UTA,7
1999,16213,3035,Adonal Foyle,NA,C,23,NBA,GSW,2
1999,16214,2762,Adonis Jordan,NA,PG,28,NBA,MIL,2
1999,16215,3101,Al Harrington,NA,PF,18,NBA,IND,1
1999,16216,2892,Alan Henderson,NA,SF,26,NBA,ATL,4
1999,16217,2763,Allan Houston,NA,SG,27,NBA,NYK,6
1999,16218,2967,Allen Iverson,NA,SG,23,NBA,PHI,3
1999,16219,2696,Alonzo Mourning,NA,C,28,NBA,MIA,7
1999,16220,3102,Alvin Sims,NA,SG,24,NBA,PHO,1
1999,16221,3036,Alvin Williams,NA,PG,24,NBA,TOR,2
1999,16222,3103,Andrae Patterson,NA,PF,23,NBA,MIN,1
1999,16223,2894,Andrew DeClercq,NA,C,25,NBA,TOT,4
1999,16224,2894,Andrew DeClercq,NA,C,25,NBA,BOS,4
1999,16225,2894,Andrew DeClercq,NA,C,25,NBA,CLE,4
1999,16226,2766,Andrew Gaze,NA,SG,33,NBA,SAS,2
1999,16227,2402,Andrew Lang,NA,C,32,NBA,CHI,11
1999,16228,2767,Anfernee Hardaway,NA,SG,27,NBA,ORL,6
1999,16229,3104,Antawn Jamison,NA,SF,22,NBA,GSW,1
1999,16230,2698,Anthony Avent,NA,PF,29,NBA,UTA,5
1999,16231,3037,Anthony Johnson,NA,PG,24,NBA,ATL,2
1999,16232,2834,Anthony Miller,NA,PF,27,NBA,HOU,5
1999,16233,3038,Anthony Parker,NA,SG,23,NBA,PHI,2
1999,16234,2699,Anthony Peeler,NA,SG,29,NBA,MIN,7
1999,16235,2159,Antoine Carr,NA,PF,37,NBA,HOU,15
1999,16236,2969,Antoine Walker,NA,PF,22,NBA,BOS,3
1999,16237,3039,Antonio Daniels,NA,PG,23,NBA,SAS,2
1999,16238,2768,Antonio Davis,NA,PF,30,NBA,IND,6
1999,16239,2836,Antonio Lang,NA,PF,26,NBA,CLE,5
1999,16240,2896,Antonio McDyess,NA,C,24,NBA,DEN,4
1999,16241,2344,Armen Gilliam,NA,PF,34,NBA,MIL,12
1999,16242,2897,Arvydas Sabonis,NA,C,34,NBA,POR,4
1999,16243,3040,Austin Croshere,NA,PF,23,NBA,IND,2
1999,16244,2406,Avery Johnson,NA,PG,33,NBA,SAS,11
1999,16245,2482,B.J. Armstrong,NA,PG,31,NBA,TOT,10
1999,16246,2482,B.J. Armstrong,NA,PG,31,NBA,CHH,10
1999,16247,2482,B.J. Armstrong,NA,PG,31,NBA,ORL,10
1999,16248,2970,Ben Davis,NA,PF,26,NBA,NYK,3
1999,16249,2971,Ben Wallace,NA,C,24,NBA,WAS,3
1999,16250,2222,Benoit Benjamin,NA,C,34,NBA,PHI,14
1999,16251,2839,Bill Curley,NA,PF,26,NBA,MIN,3
1999,16252,2224,Bill Wennington,NA,C,35,NBA,CHI,12
1999,16253,2633,Billy Owens,NA,SF,29,NBA,SEA,8
1999,16254,2568,Bimbo Coles,NA,PG,30,NBA,GSW,9
1999,16255,2634,Bison Dele,NA,C,29,NBA,DET,8
1999,16256,2483,Blue Edwards,NA,SF,33,NBA,MIA,10
1999,16257,2771,Bo Outlaw,NA,PF,27,NBA,ORL,6
1999,16258,2899,Bob Sura,NA,PG,25,NBA,CLE,4
1999,16259,3041,Bobby Jackson,NA,PG,25,NBA,MIN,2
1999,16260,2635,Bobby Phills,NA,SG,29,NBA,CHH,8
1999,16261,3105,Bonzi Wells,NA,SF,22,NBA,POR,1
1999,16262,3106,Brad Miller,NA,C,22,NBA,CHH,1
1999,16263,3042,Brandon Williams,NA,SG,23,NBA,SAS,2
1999,16264,2900,Brent Barry,NA,SG,27,NBA,CHI,4
1999,16265,2702,Brent Price,NA,PG,30,NBA,HOU,6
1999,16266,3043,Brevin Knight,NA,PG,23,NBA,CLE,2
1999,16267,2974,Brian Evans,NA,SF,25,NBA,TOT,3
1999,16268,2974,Brian Evans,NA,SF,25,NBA,NJN,3
1999,16269,2974,Brian Evans,NA,SF,25,NBA,MIN,3
1999,16270,2840,Brian Grant,NA,PF,26,NBA,POR,5
1999,16271,2410,Brian Shaw,NA,PG,32,NBA,POR,10
1999,16272,3107,Brian Skinner,NA,PF,22,NBA,LAC,1
1999,16273,2975,Bruce Bowen,NA,SF,27,NBA,BOS,3
1999,16274,3108,Bruno Šundov,NA,C,18,NBA,DAL,1
1999,16275,2901,Bryant Reeves,NA,C,25,NBA,VAN,4
1999,16276,2703,Bryant Stith,NA,SG,28,NBA,DEN,7
1999,16277,3109,Bryce Drew,NA,PG,24,NBA,HOU,1
1999,16278,2775,Bryon Russell,NA,SF,28,NBA,UTA,6
1999,16279,2776,Calbert Cheaney,NA,SG,27,NBA,WAS,6
1999,16280,2637,Carl Herrera,NA,PF,32,NBA,TOT,8
1999,16281,2637,Carl Herrera,NA,PF,32,NBA,VAN,8
1999,16282,2637,Carl Herrera,NA,PF,32,NBA,DEN,8
1999,16283,2842,Carlos Rogers,NA,PF,27,NBA,POR,5
1999,16284,3110,Casey Shaw,NA,C,23,NBA,PHI,1
1999,16285,2572,Cedric Ceballos,NA,SF,29,NBA,DAL,9
1999,16286,3045,Cedric Henderson,1975,SF,23,NBA,CLE,2
1999,16287,2162,Charles Barkley,NA,PF,35,NBA,HOU,15
1999,16288,3111,Charles Jones,1975,SG,23,NBA,CHI,1
1999,16289,3046,Charles O'Bannon,NA,SG,23,NBA,DET,2
1999,16290,2230,Charles Oakley,NA,PF,35,NBA,TOR,14
1999,16291,2411,Charles Shackleford,NA,C,32,NBA,CHH,6
1999,16292,3047,Charles Smith,1975,SG,23,NBA,LAC,2
1999,16293,2843,Charlie Ward,NA,PG,28,NBA,NYK,5
1999,16294,3048,Chauncey Billups,NA,SG,22,NBA,DEN,2
1999,16295,2904,Cherokee Parks,NA,C,26,NBA,VAN,4
1999,16296,3049,Chris Anstey,NA,C,24,NBA,DAL,2
1999,16297,2905,Chris Carr,NA,SG,24,NBA,TOT,4
1999,16298,2905,Chris Carr,NA,SG,24,NBA,MIN,4
1999,16299,2905,Chris Carr,NA,SG,24,NBA,NJN,4
1999,16300,2844,Chris Childs,NA,PG,31,NBA,NYK,5
1999,16301,3050,Chris Crawford,NA,PF,23,NBA,ATL,2
1999,16302,2349,Chris Dudley,NA,C,33,NBA,NYK,12
1999,16303,2642,Chris Gatling,NA,C,31,NBA,TOT,8
1999,16304,2642,Chris Gatling,NA,C,31,NBA,NJN,8
1999,16305,2642,Chris Gatling,NA,C,31,NBA,MIL,8
1999,16306,2779,Chris King,NA,SF,29,NBA,UTA,3
1999,16307,2780,Chris Mills,NA,SF,29,NBA,GSW,6
1999,16308,2413,Chris Morris,NA,SF,33,NBA,PHO,11
1999,16309,2232,Chris Mullin,NA,SF,35,NBA,IND,14
1999,16310,2781,Chris Webber,NA,PF,25,NBA,SAC,6
1999,16311,2782,Chris Whitney,NA,PG,27,NBA,WAS,6
1999,16312,2706,Christian Laettner,NA,PF,29,NBA,DET,7
1999,16313,2292,Chuck Person,NA,SF,34,NBA,CHH,12
1999,16314,2490,Chucky Brown,NA,PF,30,NBA,CHH,10
1999,16315,2707,Clarence Weatherspoon,NA,SF,28,NBA,MIA,7
1999,16316,2492,Clifford Robinson,NA,SF,32,NBA,PHO,10
1999,16317,2907,Corey Beck,NA,PG,27,NBA,TOT,3
1999,16318,2907,Corey Beck,NA,PG,27,NBA,DET,3
1999,16319,2907,Corey Beck,NA,PG,27,NBA,CHH,3
1999,16320,3112,Corey Benjamin,NA,PG,20,NBA,CHI,1
1999,16321,2783,Corie Blount,NA,PF,30,NBA,TOT,6
1999,16322,2783,Corie Blount,NA,PF,30,NBA,LAL,6
1999,16323,2783,Corie Blount,NA,PF,30,NBA,CLE,6
1999,16324,2908,Corliss Williamson,NA,SF,25,NBA,SAC,4
1999,16325,2909,Cory Alexander,NA,PG,25,NBA,DEN,4
1999,16326,3113,Cory Carr,NA,SG,23,NBA,CHI,1
1999,16327,3114,Cuttino Mobley,NA,PG,23,NBA,HOU,1
1999,16328,2644,Dale Davis,NA,PF,29,NBA,IND,8
1999,16329,2112,Dale Ellis,NA,SF,38,NBA,SEA,16
1999,16330,3115,Damon Jones,NA,PG,22,NBA,TOT,1
1999,16331,3115,Damon Jones,NA,PG,22,NBA,NJN,1
1999,16332,3115,Damon Jones,NA,PG,22,NBA,BOS,1
1999,16333,2911,Damon Stoudamire,NA,PG,25,NBA,POR,4
1999,16334,2416,Dan Majerle,NA,SG,33,NBA,MIA,11
1999,16335,2493,Dana Barros,NA,PG,31,NBA,BOS,10
1999,16336,2576,Danny Ferry,NA,PF,32,NBA,CLE,9
1999,16337,3052,Danny Fortson,NA,PF,22,NBA,DEN,2
1999,16338,2417,Danny Manning,NA,PF,32,NBA,PHO,11
1999,16339,1988,Danny Schayes,NA,C,39,NBA,ORL,18
1999,16340,2846,Darrell Armstrong,NA,PG,30,NBA,ORL,5
1999,16341,2847,Darrick Martin,NA,PG,27,NBA,LAC,5
1999,16342,2494,David Robinson,NA,C,33,NBA,SAS,10
1999,16343,2913,David Vaughn,1973,PF,25,NBA,NJN,4
1999,16344,2786,David Wesley,NA,PG,28,NBA,CHH,6
1999,16345,2298,David Wingate,NA,SG,35,NBA,NYK,13
1999,16346,2978,Dean Garrett,NA,C,32,NBA,MIN,3
1999,16347,2578,Dee Brown,1968,PG,30,NBA,TOR,9
1999,16348,3053,DeJuan Wheat,NA,PG,25,NBA,VAN,2
1999,16349,2299,Dell Curry,NA,SG,34,NBA,MIL,13
1999,16350,2301,Dennis Rodman,NA,PF,37,NBA,LAL,13
1999,16351,2579,Dennis Scott,NA,SF,30,NBA,TOT,9
1999,16352,2579,Dennis Scott,NA,SF,30,NBA,NYK,9
1999,16353,2579,Dennis Scott,NA,SF,30,NBA,MIN,9
1999,16354,3054,Derek Anderson,NA,SG,24,NBA,CLE,2
1999,16355,2979,Derek Fisher,NA,PG,24,NBA,LAL,3
1999,16356,2117,Derek Harper,NA,PG,37,NBA,LAL,16
1999,16357,2647,Derek Strong,NA,PF,30,NBA,ORL,8
1999,16358,2580,Derrick Coleman,NA,PF,31,NBA,CHH,9
1999,16359,2356,Derrick McKey,NA,SF,32,NBA,IND,12
1999,16360,2236,Detlef Schrempf,NA,SF,36,NBA,SEA,14
1999,16361,2851,Dickey Simpkins,NA,C,26,NBA,CHI,5
1999,16362,2648,Dikembe Mutombo,NA,C,32,NBA,ATL,8
1999,16363,3116,Dirk Nowitzki,NA,PF,20,NBA,DAL,1
1999,16364,2058,Dominique Wilkins,NA,SF,39,NBA,ORL,15
1999,16365,2711,Don MacLean,NA,PF,29,NBA,SEA,7
1999,16366,2914,Don Reid,NA,PF,25,NBA,DET,4
1999,16367,2853,Donyell Marshall,NA,SF,25,NBA,GSW,5
1999,16368,2712,Doug Christie,NA,SG,28,NBA,TOR,7
1999,16369,2713,Doug Overton,NA,PG,29,NBA,TOT,7
1999,16370,2713,Doug Overton,NA,PG,29,NBA,ORL,7
1999,16371,2713,Doug Overton,NA,PG,29,NBA,NJN,7
1999,16372,2713,Doug Overton,NA,PG,29,NBA,PHI,7
1999,16373,2500,Doug West,NA,SG,31,NBA,VAN,10
1999,16374,3057,Drew Barry,NA,SG,25,NBA,SEA,2
1999,16375,2581,Duane Causwell,NA,C,30,NBA,MIA,9
1999,16376,2423,Duane Ferrell,NA,SF,33,NBA,GSW,11
1999,16377,2582,Dwayne Schintzius,NA,C,30,NBA,BOS,8
1999,16378,3117,Earl Boykins,NA,PG,22,NBA,TOT,1
1999,16379,3117,Earl Boykins,NA,PG,22,NBA,NJN,1
1999,16380,3117,Earl Boykins,NA,PG,22,NBA,CLE,1
1999,16381,3058,Ed Gray,NA,SG,23,NBA,ATL,2
1999,16382,1993,Eddie Johnson,1959,SF,39,NBA,HOU,17
1999,16383,2855,Eddie Jones,NA,SF-SG,27,NBA,TOT,5
1999,16384,2855,Eddie Jones,NA,SG,27,NBA,LAL,5
1999,16385,2855,Eddie Jones,NA,SF,27,NBA,CHH,5
1999,16386,2583,Elden Campbell,NA,C,30,NBA,TOT,9
1999,16387,2583,Elden Campbell,NA,C,30,NBA,LAL,9
1999,16388,2583,Elden Campbell,NA,C,30,NBA,CHH,9
1999,16389,2856,Eldridge Recasner,NA,PG,31,NBA,CHH,5
1999,16390,2652,Elliot Perry,NA,PG,29,NBA,TOT,7
1999,16391,2652,Elliot Perry,NA,PG,29,NBA,MIL,7
1999,16392,2652,Elliot Perry,NA,PG,29,NBA,NJN,7
1999,16393,2859,Eric Montross,NA,C,27,NBA,DET,5
1999,16394,2653,Eric Murdock,NA,PG,30,NBA,NJN,8
1999,16395,2860,Eric Piatkowski,NA,SG,28,NBA,LAC,5
1999,16396,2790,Eric Riley,NA,C,28,NBA,BOS,5
1999,16397,2919,Eric Snow,NA,PG,25,NBA,PHI,4
1999,16398,3060,Eric Washington,NA,SG,24,NBA,DEN,2
1999,16399,2920,Eric Williams,NA,SF,26,NBA,DEN,4
1999,16400,2984,Erick Dampier,NA,C,23,NBA,GSW,3
1999,16401,2985,Erick Strickland,NA,SG,25,NBA,DAL,3
1999,16402,2791,Ervin Johnson,NA,C,31,NBA,MIL,6
1999,16403,3061,Etdrick Bohannon,NA,SF,25,NBA,WAS,2
1999,16404,3118,Felipe López,NA,SG,24,NBA,VAN,1
1999,16405,2584,Felton Spencer,NA,C,31,NBA,GSW,9
1999,16406,2922,Fred Hoiberg,NA,SG,26,NBA,IND,4
1999,16407,2427,Gary Grant,NA,PG,33,NBA,POR,11
1999,16408,2585,Gary Payton,NA,PG,30,NBA,SEA,9
1999,16409,2923,Gary Trent,NA,PF,24,NBA,DAL,4
1999,16410,2795,George Lynch,NA,SF,28,NBA,PHI,6
1999,16411,2508,George McCloud,NA,SF,31,NBA,PHO,9
1999,16412,3119,Gerald Brown,NA,SG,23,NBA,PHO,1
1999,16413,2242,Gerald Wilkins,NA,SG,35,NBA,ORL,13
1999,16414,3120,Gerard King,NA,SF,26,NBA,SAS,1
1999,16415,2797,Gheorghe Mureșan,NA,C,27,NBA,NJN,5
1999,16416,2509,Glen Rice,NA,SF,31,NBA,LAL,10
1999,16417,2862,Glenn Robinson,NA,SF,26,NBA,MIL,5
1999,16418,2863,Grant Hill,NA,SF,26,NBA,DET,5
1999,16419,2428,Grant Long,NA,PF,32,NBA,ATL,11
1999,16420,2654,Greg Anthony,NA,PG,31,NBA,POR,8
1999,16421,2588,Greg Foster,NA,PF,30,NBA,UTA,9
1999,16422,2864,Greg Minor,NA,SG,27,NBA,BOS,5
1999,16423,2925,Greg Ostertag,NA,C,25,NBA,UTA,4
1999,16424,2176,Hakeem Olajuwon,NA,C,36,NBA,HOU,15
1999,16425,2430,Harvey Grant,NA,PF,33,NBA,PHI,11
1999,16426,2511,Haywoode Workman,NA,PG,33,NBA,MIL,7
1999,16427,2001,Herb Williams,NA,C,40,NBA,NYK,18
1999,16428,2431,Hersey Hawkins,NA,SG,32,NBA,SEA,11
1999,16429,2361,Horace Grant,NA,PF,33,NBA,ORL,12
1999,16430,2308,Hot Rod Williams,NA,C,36,NBA,DAL,13
1999,16431,2865,Howard Eisley,NA,PG,26,NBA,UTA,5
1999,16432,2719,Hubert Davis,NA,SG,28,NBA,DAL,7
1999,16433,2656,Isaac Austin,NA,C,29,NBA,ORL,6
1999,16434,2800,Isaiah Rider,NA,SG,27,NBA,POR,6
1999,16435,3121,J.R. Henderson,NA,SF,22,NBA,VAN,1
1999,16436,2513,J.R. Reid,NA,PF,30,NBA,TOT,9
1999,16437,2513,J.R. Reid,NA,PF,30,NBA,CHH,9
1999,16438,2513,J.R. Reid,NA,PF,30,NBA,LAL,9
1999,16439,3063,Jacque Vaughn,NA,PG,23,NBA,UTA,2
1999,16440,3122,Jahidi White,NA,PF,22,NBA,WAS,1
1999,16441,2867,Jalen Rose,NA,SF,26,NBA,IND,5
1999,16442,2801,Jamal Mashburn,NA,SF,26,NBA,MIA,6
1999,16443,3065,James Cotton,NA,SG,23,NBA,SEA,2
1999,16444,2802,James Robinson,NA,PG,28,NBA,TOT,6
1999,16445,2802,James Robinson,NA,PG,28,NBA,LAC,6
1999,16446,2802,James Robinson,NA,PG,28,NBA,MIN,6
1999,16447,2990,Jamie Feick,NA,PF-C,24,NBA,TOT,3
1999,16448,2990,Jamie Feick,NA,C,24,NBA,MIL,3
1999,16449,2990,Jamie Feick,NA,PF,24,NBA,NJN,3
1999,16450,2869,Jamie Watson,NA,SF,26,NBA,MIA,4
1999,16451,2514,Jaren Jackson,NA,SG,31,NBA,SAS,9
1999,16452,2927,Jason Caffey,NA,PF,25,NBA,GSW,4
1999,16453,2870,Jason Kidd,NA,PG,25,NBA,PHO,5
1999,16454,2991,Jason Sasser,NA,SF,25,NBA,VAN,2
1999,16455,3123,Jason Williams,NA,PG,23,NBA,SAC,1
1999,16456,2593,Jayson Williams,NA,C,30,NBA,NJN,9
1999,16457,2309,Jeff Hornacek,NA,SG,35,NBA,UTA,13
1999,16458,2992,Jeff McInnis,NA,PG,24,NBA,WAS,2
1999,16459,3124,Jeff Sheppard,NA,SG,24,NBA,ATL,1
1999,16460,3125,Jelani McCoy,NA,C,21,NBA,SEA,1
1999,16461,3068,Jerald Honeycutt,NA,PF,24,NBA,TOT,2
1999,16462,3068,Jerald Honeycutt,NA,PF,24,NBA,MIL,2
1999,16463,3068,Jerald Honeycutt,NA,PF,24,NBA,PHI,2
1999,16464,2993,Jermaine O'Neal,NA,PF,20,NBA,POR,3
1999,16465,3126,Jerome James,NA,C,23,NBA,SAC,1
1999,16466,2180,Jerome Kersey,NA,SF,36,NBA,SAS,15
1999,16467,2994,Jerome Williams,NA,PF,25,NBA,DET,3
1999,16468,2930,Jerry Stackhouse,NA,SG,24,NBA,DET,4
1999,16469,2722,Jim Jackson,NA,SG,28,NBA,POR,7
1999,16470,2872,Jim McIlvaine,NA,C,26,NBA,NJN,5
1999,16471,2657,Jimmy Oliver,NA,SG,29,NBA,PHO,5
1999,16472,2248,Joe Dumars,NA,SG,35,NBA,DET,14
1999,16473,2249,Joe Kleine,NA,C,37,NBA,PHO,14
1999,16474,2932,Joe Smith,NA,C,23,NBA,MIN,4
1999,16475,2365,Joe Wolf,NA,PF,34,NBA,CHH,11
1999,16476,2934,John Coker,NA,C,27,NBA,WAS,2
1999,16477,2725,John Crotty,NA,PG,29,NBA,TOT,7
1999,16478,2725,John Crotty,NA,PG,29,NBA,POR,7
1999,16479,2725,John Crotty,NA,PG,29,NBA,SEA,7
1999,16480,2438,John Starks,NA,SG,33,NBA,GSW,10
1999,16481,2183,John Stockton,NA,PG,36,NBA,UTA,15
1999,16482,3069,John Thomas,NA,C,23,NBA,TOR,2
1999,16483,2997,John Wallace,NA,SF,24,NBA,TOR,3
1999,16484,2315,Johnny Newman,NA,SF,35,NBA,CLE,13
1999,16485,3070,Johnny Taylor,NA,SF,24,NBA,DEN,2
1999,16486,2726,Jon Barry,NA,SG,29,NBA,SAC,7
1999,16487,3127,Jonathan Kerner,NA,C,24,NBA,ORL,1
1999,16488,2596,Jud Buechler,NA,SF,30,NBA,DET,9
1999,16489,2874,Juwan Howard,NA,SF,25,NBA,WAS,5
1999,16490,2252,Karl Malone,NA,PF,35,NBA,UTA,14
1999,16491,2597,Keith Askins,NA,SF,31,NBA,MIA,9
1999,16492,3072,Keith Booth,NA,SF,24,NBA,CHI,2
1999,16493,3073,Keith Closs,NA,C,22,NBA,LAC,2
1999,16494,3074,Keith Van Horn,NA,PF,23,NBA,NJN,2
1999,16495,3128,Kelly McCarty,NA,SG,23,NBA,DEN,1
1999,16496,3075,Kelvin Cato,NA,C,24,NBA,POR,2
1999,16497,2598,Kendall Gill,NA,SF,30,NBA,NJN,9
1999,16498,2661,Kenny Anderson,NA,PG,28,NBA,BOS,8
1999,16499,3129,Keon Clark,NA,C,23,NBA,DEN,1
1999,16500,2998,Kerry Kittles,NA,SG,24,NBA,NJN,3
1999,16501,2936,Kevin Garnett,NA,PF,22,NBA,MIN,4
1999,16502,3076,Kevin Ollie,NA,PG,26,NBA,TOT,2
1999,16503,3076,Kevin Ollie,NA,PG,26,NBA,SAC,2
1999,16504,3076,Kevin Ollie,NA,PG,26,NBA,ORL,2
1999,16505,2187,Kevin Willis,NA,C,36,NBA,TOR,14
1999,16506,2875,Khalid Reeves,NA,PG,26,NBA,DET,5
1999,16507,3000,Kobe Bryant,NA,SG,20,NBA,LAL,3
1999,16508,3130,Korleone Young,NA,SF,20,NBA,DET,1
1999,16509,3131,Kornél Dávid,NA,SF,27,NBA,CHI,1
1999,16510,2937,Kurt Thomas,NA,PF,26,NBA,NYK,4
1999,16511,2876,Lamond Murray,NA,SF,25,NBA,LAC,5
1999,16512,2728,LaPhonso Ellis,NA,PF,28,NBA,ATL,7
1999,16513,3132,Larry Hughes,NA,PG,20,NBA,PHI,1
1999,16514,2666,Larry Johnson,1969,PF,29,NBA,NYK,8
1999,16515,2729,Latrell Sprewell,NA,SF,28,NBA,NYK,7
1999,16516,3078,Lawrence Funderburke,NA,PF,28,NBA,SAC,2
1999,16517,2730,Lee Mayberry,NA,PG,28,NBA,VAN,7
1999,16518,2806,Lindsey Hunter,NA,PG,28,NBA,DET,6
1999,16519,2731,Litterial Green,NA,PG,28,NBA,CLE,5
1999,16520,2941,Loren Meyer,NA,C,26,NBA,DEN,3
1999,16521,3001,Lorenzen Wright,NA,C,23,NBA,LAC,3
1999,16522,2607,Loy Vaught,NA,PF,30,NBA,DET,9
1999,16523,2669,Luc Longley,NA,C,30,NBA,PHO,8
1999,16524,2807,Lucious Harris,NA,SG,28,NBA,NJN,6
1999,16525,3133,Makhtar N'Diaye,NA,PF,25,NBA,VAN,1
1999,16526,3002,Malik Rose,NA,PF,24,NBA,SAS,3
1999,16527,2734,Malik Sealy,NA,SF,28,NBA,MIN,7
1999,16528,3004,Marcus Camby,NA,C,24,NBA,NYK,3
1999,16529,2943,Mario Bennett,NA,PF,25,NBA,CHI,3
1999,16530,2610,Mario Elie,NA,SG,35,NBA,SAS,9
1999,16531,3134,Mark Baker,NA,PG,29,NBA,TOR,1
1999,16532,2444,Mark Bryant,NA,PF,33,NBA,CHI,11
1999,16533,2944,Mark Davis,1973,SF,25,NBA,MIA,4
1999,16534,3006,Mark Hendrickson,NA,PF,24,NBA,NJN,3
1999,16535,2373,Mark Jackson,NA,PG,33,NBA,IND,12
1999,16536,2670,Mark Macon,NA,SG,29,NBA,DET,6
1999,16537,3079,Mark Pope,NA,SF,26,NBA,IND,2
1999,16538,2877,Mark Strickland,NA,PF,28,NBA,MIA,4
1999,16539,2136,Mark West,NA,C,38,NBA,ATL,16
1999,16540,3080,Marko Milič,NA,SG,21,NBA,PHO,2
1999,16541,3135,Marlon Garnett,NA,PG,23,NBA,BOS,1
1999,16542,2672,Marty Conlon,NA,C,31,NBA,MIA,8
1999,16543,2611,Matt Bullard,NA,PF,31,NBA,HOU,8
1999,16544,2737,Matt Geiger,NA,C,29,NBA,PHI,7
1999,16545,3136,Matt Harpring,NA,SF,22,NBA,ORL,1
1999,16546,3008,Matt Maloney,NA,PG,27,NBA,HOU,3
1999,16547,3081,Maurice Taylor,NA,PF,22,NBA,LAC,2
1999,16548,2811,Michael Curry,NA,SF,30,NBA,MIL,5
1999,16549,3137,Michael Dickerson,NA,SG,23,NBA,HOU,1
1999,16550,3138,Michael Doleac,NA,C,21,NBA,ORL,1
1999,16551,2948,Michael Finley,NA,SF,25,NBA,DAL,4
1999,16552,3010,Michael Hawkins,NA,PG,26,NBA,SAC,2
1999,16553,3139,Michael Olowokandi,NA,C,23,NBA,LAC,1
1999,16554,2879,Michael Smith,1972,PF,26,NBA,VAN,5
1999,16555,3083,Michael Stewart,NA,C,23,NBA,TOR,2
1999,16556,2447,Micheal Williams,NA,PG,32,NBA,TOR,10
1999,16557,3140,Mike Bibby,NA,PG,20,NBA,VAN,1
1999,16558,3141,Mikki Moore,NA,C,23,NBA,DET,1
1999,16559,3142,Miles Simon,NA,SG,23,NBA,ORL,1
