season,award,seas_id,player_id,player,birth_year,pos,age,experience,tm,first,pts_won,pts_max,share,winner
2002,mip,17799,2900,Brent Barry,NA,SG,30,7,SEA,6,6,126,0.048,FALSE
2002,mip,18238,3225,Wally Szczerbiak,NA,SF,24,3,MIN,5,5,126,0.04,FALSE
2002,mip,18222,3098,Troy Hudson,NA,PG,25,5,ORL,4,4,126,0.032,FALSE
2002,mip,18079,3139,Michael Olowokandi,NA,C,26,4,LAC,4,4,126,0.032,FALSE
2002,mip,18023,3264,Kenyon Martin,NA,PF,24,2,NJN,3,3,126,0.024,FALSE
2002,mip,17763,3171,Andre Miller,NA,PG,25,3,CLE,3,3,126,0.024,FALSE
2002,mip,18080,3275,Michael Redd,NA,SG,22,2,MIL,3,3,126,0.024,FALSE
2002,mip,17881,3243,Desmond Mason,NA,SF,24,2,SEA,2,2,126,0.016,FALSE
2002,mip,17925,2585,Gary Payton,NA,PG,33,12,SEA,2,2,126,0.016,FALSE
2002,mip,18022,3200,Kenny Thomas,NA,PF,24,3,HOU,2,2,126,0.016,FALSE
2002,mip,17944,3252,Hedo Türkoğlu,NA,SF,22,2,SAC,2,2,126,0.016,FALSE
2002,mip,18140,3153,Ricky Davis,NA,SF,22,4,CLE,1,1,126,0.008,FALSE
2002,mip,17791,3041,Bobby Jackson,NA,PG,28,5,SAC,1,1,126,0.008,FALSE
2002,mip,18204,3222,Todd MacCulloch,NA,C,26,3,NJN,1,1,126,0.008,FALSE
2002,mip,18044,3268,Lee Nailon,NA,SF,26,2,CHH,1,1,126,0.008,FALSE
2002,mip,18242,2889,Wesley Person,NA,SG,30,8,CLE,1,1,126,0.008,FALSE
2002,mip,17977,3194,Jason Terry,NA,SG,24,3,ATL,1,1,126,0.008,FALSE
2002,nba mvp,18198,3092,Tim Duncan,NA,PF,25,5,SAS,57,954,1260,0.757,TRUE
2002,nba mvp,17975,2870,Jason Kidd,NA,PG,28,8,NJN,45,897,1260,0.712,FALSE
2002,nba mvp,18171,2751,Shaquille O'Neal,NA,C,29,10,LAL,15,696,1260,0.552,FALSE
2002,nba mvp,18213,3096,Tracy McGrady,NA,SG,22,5,ORL,7,390,1260,0.31,FALSE
2002,nba mvp,18033,3000,Kobe Bryant,NA,SG,23,6,LAL,1,98,1260,0.078,FALSE
2002,nba mvp,17925,2585,Gary Payton,NA,PG,33,12,SEA,1,54,1260,0.043,FALSE
2002,nba mvp,17835,2781,Chris Webber,NA,PF,28,9,SAC,0,37,1260,0.029,FALSE
2002,nba mvp,17886,3116,Dirk Nowitzki,NA,C,23,4,DAL,0,31,1260,0.025,FALSE
2002,nba mvp,17757,2967,Allen Iverson,NA,SG,26,6,PHI,0,29,1260,0.023,FALSE
2002,nba mvp,17785,2971,Ben Wallace,NA,C,27,6,DET,0,24,1260,0.019,FALSE
2002,nba mvp,18113,3146,Paul Pierce,NA,SG,24,4,BOS,0,22,1260,0.017,FALSE
2002,nba mvp,18026,2936,Kevin Garnett,NA,PF,25,7,MIN,0,17,1260,0.013,FALSE
2002,nba mvp,18078,2193,Michael Jordan,NA,SF,38,14,WAS,0,16,1260,0.013,FALSE
2002,nba mvp,18185,3028,Steve Nash,NA,PG,27,6,DAL,0,5,1260,0.004,FALSE
2002,nba mvp,17988,2930,Jerry Stackhouse,NA,SF,27,7,DET,0,3,1260,0.002,FALSE
2002,nba mvp,18083,3140,Mike Bibby,NA,PG,23,4,SAC,0,1,1260,0.001,FALSE
2002,nba mvp,17909,3186,Elton Brand,NA,PF,22,3,LAC,0,1,1260,0.001,FALSE
2002,nba mvp,18114,3147,Peja Stojaković,NA,SF,24,4,SAC,0,1,1260,0.001,FALSE
2002,nba roy,18112,3342,Pau Gasol,NA,PF,21,1,MEM,117,117,126,0.929,TRUE
2002,nba roy,18137,3346,Richard Jefferson,NA,SF,21,1,NJN,3,3,126,0.024,FALSE
2002,nba roy,17764,3298,Andrei Kirilenko,NA,SF,20,1,UTA,2,2,126,0.016,FALSE
2002,nba roy,17976,3323,Jason Richardson,NA,SG,21,1,GSW,2,2,126,0.016,FALSE
2002,nba roy,17964,3319,Jamaal Tinsley,NA,PG,23,1,IND,2,2,126,0.016,FALSE
2002,smoy,17844,2908,Corliss Williamson,NA,SF,28,7,DET,56,56,125,0.448,TRUE
2002,smoy,17791,3041,Bobby Jackson,NA,PG,28,5,SAC,30,30,125,0.24,FALSE
2002,smoy,18118,3283,Quentin Richardson,NA,SG,21,2,LAC,20,20,125,0.16,FALSE
2002,smoy,18051,3002,Malik Rose,NA,PF,27,6,SAS,8,8,125,0.064,FALSE
2002,smoy,18222,3098,Troy Hudson,NA,PG,25,5,ORL,3,3,125,0.024,FALSE
2002,smoy,17881,3243,Desmond Mason,NA,SF,24,2,SEA,3,3,125,0.024,FALSE
2002,smoy,17944,3252,Hedo Türkoğlu,NA,SF,22,2,SAC,2,2,125,0.016,FALSE
2002,smoy,18140,3153,Ricky Davis,NA,SF,22,4,CLE,1,1,125,0.008,FALSE
2002,smoy,18141,2747,Robert Horry,NA,PF,31,10,LAL,1,1,125,0.008,FALSE
2002,smoy,17956,3063,Jacque Vaughn,NA,PG,26,5,ATL,1,1,125,0.008,FALSE
2001,dpoy,17365,2648,Dikembe Mutombo,NA,C,34,10,TOT,48,48,123,0.39,TRUE
2001,dpoy,17507,2936,Kevin Garnett,NA,PF,24,6,MIN,26,26,123,0.211,FALSE
2001,dpoy,17695,3092,Tim Duncan,NA,PF,24,4,SAS,14,14,123,0.114,FALSE
2001,dpoy,17374,2712,Doug Christie,NA,SG,30,9,SAC,9,9,123,0.073,FALSE
2001,dpoy,17347,2494,David Robinson,NA,C,35,12,SAS,6,6,123,0.049,FALSE
2001,dpoy,17251,2971,Ben Wallace,NA,C,26,5,DET,6,6,123,0.049,FALSE
2001,dpoy,17694,2959,Theo Ratliff,NA,C,27,6,PHI,4,4,123,0.033,FALSE
2001,dpoy,17271,2975,Bruce Bowen,NA,SF,29,5,MIA,2,2,123,0.016,FALSE
2001,dpoy,17235,2481,Anthony Mason,NA,PF,34,11,MIA,2,2,123,0.016,FALSE
2001,dpoy,17670,2751,Shaquille O'Neal,NA,C,28,9,LAL,2,2,123,0.016,FALSE
2001,dpoy,17516,3000,Kobe Bryant,NA,SG,22,5,LAL,1,1,123,0.008,FALSE
2001,dpoy,17222,2967,Allen Iverson,NA,SG,25,5,PHI,1,1,123,0.008,FALSE
2001,dpoy,17463,2870,Jason Kidd,NA,PG,27,7,PHO,1,1,123,0.008,FALSE
2001,dpoy,17674,3218,Shawn Marion,NA,SF,22,2,PHO,1,1,123,0.008,FALSE
2001,mip,17711,3096,Tracy McGrady,NA,SG,21,4,ORL,74,74,124,0.597,TRUE
2001,mip,17609,3147,Peja Stojaković,NA,SF,23,3,SAC,14,14,124,0.113,FALSE
2001,mip,17685,3028,Steve Nash,NA,PG,26,5,DAL,12,12,124,0.097,FALSE
2001,mip,17674,3218,Shawn Marion,NA,SF,22,2,PHO,6,6,124,0.048,FALSE
2001,mip,17250,3173,Baron Davis,NA,PG,21,2,CHH,4,4,124,0.032,FALSE
2001,mip,17369,3116,Dirk Nowitzki,NA,PF,22,3,DAL,4,4,124,0.032,FALSE
2001,mip,17716,2962,Travis Best,NA,PG,28,6,IND,2,2,124,0.016,FALSE
2001,mip,17464,3194,Jason Terry,NA,SG,23,2,ATL,2,2,124,0.016,FALSE
2001,mip,17628,3212,Richard Hamilton,NA,SF,22,2,WAS,1,1,124,0.008,FALSE
2001,mip,17373,2853,Donyell Marshall,NA,SF,27,7,UTA,1,1,124,0.008,FALSE
2001,mip,17467,2992,Jeff McInnis,NA,PG,26,4,LAC,1,1,124,0.008,FALSE
2001,mip,17251,2971,Ben Wallace,NA,C,26,5,DET,1,1,124,0.008,FALSE
2001,mip,17260,3105,Bonzi Wells,NA,SF,24,3,POR,1,1,124,0.008,FALSE
2001,mip,17224,3036,Alvin Williams,NA,SG,26,4,TOR,1,1,124,0.008,FALSE
2001,nba mvp,17222,2967,Allen Iverson,NA,SG,25,5,PHI,93,1121,1240,0.904,TRUE
2001,nba mvp,17695,3092,Tim Duncan,NA,PF,24,4,SAS,18,706,1240,0.569,FALSE
2001,nba mvp,17670,2751,Shaquille O'Neal,NA,C,28,9,LAL,7,578,1240,0.466,FALSE
2001,nba mvp,17306,2781,Chris Webber,NA,PF,27,8,SAC,5,521,1240,0.42,FALSE
2001,nba mvp,17507,2936,Kevin Garnett,NA,PF,24,6,MIN,1,151,1240,0.122,FALSE
2001,nba mvp,17711,3096,Tracy McGrady,NA,SG,21,4,ORL,0,64,1240,0.052,FALSE
2001,nba mvp,17496,2252,Karl Malone,NA,PF,37,16,UTA,0,21,1240,0.017,FALSE
2001,nba mvp,17463,2870,Jason Kidd,NA,PG,27,7,PHO,0,18,1240,0.015,FALSE
2001,nba mvp,17516,3000,Kobe Bryant,NA,SG,22,5,LAL,0,11,1240,0.009,FALSE
2001,nba mvp,17347,2494,David Robinson,NA,C,35,12,SAS,0,8,1240,0.006,FALSE
2001,nba mvp,17625,3016,Ray Allen,NA,SG,25,5,MIL,0,7,1240,0.006,FALSE
2001,nba mvp,17730,3166,Vince Carter,NA,SF,24,3,TOR,0,7,1240,0.006,FALSE
2001,nba mvp,17608,3146,Paul Pierce,NA,SF,23,3,BOS,0,5,1240,0.004,FALSE
2001,nba mvp,17475,2930,Jerry Stackhouse,NA,SG,26,6,DET,0,3,1240,0.002,FALSE
2001,nba mvp,17569,2948,Michael Finley,NA,SF,27,6,DAL,0,1,1240,0.001,FALSE
2001,nba mvp,17235,2481,Anthony Mason,NA,PF,34,11,MIA,0,1,1240,0.001,FALSE
2001,nba mvp,17486,2183,John Stockton,NA,PG,38,17,UTA,0,1,1240,0.001,FALSE
2001,nba roy,17577,3276,Mike Miller,NA,SF,20,1,ORL,75,75,124,0.605,TRUE
2001,nba roy,17502,3264,Kenyon Martin,NA,PF,23,1,NJN,36,36,124,0.29,FALSE
2001,nba roy,17545,3270,Marc Jackson,NA,C,26,1,GSW,7,7,124,0.056,FALSE
2001,nba roy,17342,3239,Darius Miles,NA,SF,19,1,LAC,3,3,124,0.024,FALSE
2001,nba roy,17586,3279,Morris Peterson,NA,SG,23,1,TOR,3,3,124,0.024,FALSE
2001,smoy,17214,2832,Aaron McKie,NA,SG,28,7,PHI,57,57,124,0.46,TRUE
2001,smoy,17698,3093,Tim Thomas,NA,PF,23,4,MIL,27,27,124,0.218,FALSE
2001,smoy,17523,2728,LaPhonso Ellis,NA,PF,30,9,MIN,10,10,124,0.081,FALSE
2001,smoy,17259,3041,Bobby Jackson,NA,PG,27,4,SAC,9,9,124,0.073,FALSE
2001,smoy,17716,2962,Travis Best,NA,PG,28,6,IND,5,5,124,0.04,FALSE
2001,smoy,17650,3156,Ruben Patterson,NA,SF,25,3,SEA,4,4,124,0.032,FALSE
2001,smoy,17641,2821,Rodney Rogers,NA,SF,29,8,PHO,4,4,124,0.032,FALSE
2001,smoy,17686,2688,Steve Smith,NA,SG,31,10,POR,4,4,124,0.032,FALSE
2001,smoy,17373,2853,Donyell Marshall,NA,SF,27,7,UTA,2,2,124,0.016,FALSE
2001,smoy,17248,3040,Austin Croshere,NA,PF,25,4,IND,1,1,124,0.008,FALSE
2001,smoy,17708,3031,Tony Delk,NA,SG,27,5,PHO,1,1,124,0.008,FALSE
2000,dpoy,16728,2696,Alonzo Mourning,NA,C,29,8,MIA,62,62,121,0.512,TRUE
2000,dpoy,17144,2751,Shaquille O'Neal,NA,C,27,8,LAL,21,21,121,0.174,FALSE
2000,dpoy,16888,2855,Eddie Jones,NA,SG,28,6,CHH,11,11,121,0.091,FALSE
2000,dpoy,16869,2648,Dikembe Mutombo,NA,C,33,9,ATL,11,11,121,0.091,FALSE
2000,dpoy,17002,3000,Kobe Bryant,NA,SG,21,4,LAL,4,4,121,0.033,FALSE
2000,dpoy,16912,2585,Gary Payton,NA,PG,31,10,SEA,4,4,121,0.033,FALSE
2000,dpoy,16996,2936,Kevin Garnett,NA,PF,23,5,MIN,2,2,121,0.017,FALSE
2000,dpoy,16991,2598,Kendall Gill,NA,SF,31,10,NJN,1,1,121,0.008,FALSE
2000,dpoy,16950,2870,Jason Kidd,NA,PG,26,6,PHO,1,1,121,0.008,FALSE
2000,dpoy,16741,2481,Anthony Mason,NA,SF,33,10,CHH,1,1,121,0.008,FALSE
2000,dpoy,16771,2771,Bo Outlaw,NA,PF,28,7,ORL,1,1,121,0.008,FALSE
2000,dpoy,17138,2394,Scottie Pippen,NA,SF,34,13,POR,1,1,121,0.008,FALSE
2000,dpoy,16825,2492,Clifford Robinson,NA,SF,33,11,PHO,1,1,121,0.008,FALSE
2000,mip,16941,2867,Jalen Rose,NA,SF,27,6,IND,32,32,121,0.264,TRUE
2000,mip,16871,3116,Dirk Nowitzki,NA,PF,21,2,DAL,25,25,121,0.207,FALSE
2000,mip,16962,2930,Jerry Stackhouse,NA,SG,25,5,DET,19,19,121,0.157,FALSE
2000,mip,16756,3040,Austin Croshere,NA,PF,24,3,IND,17,17,121,0.14,FALSE
2000,mip,17185,3096,Tracy McGrady,NA,SF,20,3,TOR,7,7,121,0.058,FALSE
2000,mip,16968,2933,John Amaechi,NA,C,29,2,ORL,4,4,121,0.033,FALSE
2000,mip,17121,3156,Ruben Patterson,NA,SF,24,2,SEA,4,4,121,0.033,FALSE
2000,mip,17050,3137,Michael Dickerson,NA,SG,24,2,VAN,3,3,121,0.025,FALSE
2000,mip,17113,2821,Rodney Rogers,NA,PF,28,7,PHO,3,3,121,0.025,FALSE
2000,mip,17144,2751,Shaquille O'Neal,NA,C,27,8,LAL,2,2,121,0.017,FALSE
2000,mip,17002,3000,Kobe Bryant,NA,SG,21,4,LAL,1,1,121,0.008,FALSE
2000,mip,16862,2580,Derrick Coleman,NA,PF,32,10,CHH,1,1,121,0.008,FALSE
2000,mip,17139,2543,Sean Elliott,NA,SF,31,11,SAS,1,1,121,0.008,FALSE
2000,mip,17094,3151,Rashard Lewis,NA,SF,20,2,SEA,1,1,121,0.008,FALSE
2000,mip,16772,2899,Bob Sura,NA,SG,26,5,CLE,1,1,121,0.008,FALSE
2000,nba mvp,17144,2751,Shaquille O'Neal,NA,C,27,8,LAL,120,1207,1210,0.998,TRUE
2000,nba mvp,16996,2936,Kevin Garnett,NA,PF,23,5,MIN,0,408,1210,0.337,FALSE
2000,nba mvp,16728,2696,Alonzo Mourning,NA,C,29,8,MIA,0,367,1210,0.303,FALSE
2000,nba mvp,16987,2252,Karl Malone,NA,PF,36,15,UTA,0,312,1210,0.258,FALSE
2000,nba mvp,17166,3092,Tim Duncan,NA,PF,23,3,SAS,0,248,1210,0.205,FALSE
2000,nba mvp,16912,2585,Gary Payton,NA,PG,31,10,SEA,0,180,1210,0.149,FALSE
2000,nba mvp,16727,2967,Allen Iverson,NA,SG,24,4,PHI,1,132,1210,0.109,FALSE
2000,nba mvp,16920,2863,Grant Hill,NA,SF,27,6,DET,0,113,1210,0.093,FALSE
2000,nba mvp,16816,2781,Chris Webber,NA,PF,26,7,SAC,0,96,1210,0.079,FALSE
2000,nba mvp,17197,3166,Vince Carter,NA,SF,23,2,TOR,0,51,1210,0.042,FALSE
2000,nba mvp,16950,2870,Jason Kidd,NA,PG,26,6,PHO,0,25,1210,0.021,FALSE
2000,nba mvp,17002,3000,Kobe Bryant,NA,SG,21,4,LAL,0,3,1210,0.002,FALSE
2000,nba mvp,16845,2846,Darrell Armstrong,NA,PG,31,6,ORL,0,1,1210,0.001,FALSE
2000,nba mvp,17052,2948,Michael Finley,NA,SF,26,5,DAL,0,1,1210,0.001,FALSE
2000,nba mvp,17099,2386,Reggie Miller,NA,SG,34,13,IND,0,1,1210,0.001,FALSE
2000,nba mvp,16941,2867,Jalen Rose,NA,SF,27,6,IND,0,1,1210,0.001,FALSE
2000,nba roy,16893,3186,Elton Brand,NA,PF,20,1,CHI,58,58,121,0.479,TRUE
2000,nba roy,17153,3219,Steve Francis,NA,PG,22,1,HOU,58,58,121,0.479,TRUE
2000,nba roy,17007,3201,Lamar Odom,NA,SF,20,1,LAC,3,3,121,0.025,FALSE
2000,nba roy,16731,3171,Andre Miller,NA,PG,23,1,CLE,2,2,121,0.017,FALSE
2000,smoy,17113,2821,Rodney Rogers,NA,PF,28,7,PHO,104,104,121,0.86,TRUE
2000,smoy,16831,3114,Cuttino Mobley,NA,SG,24,2,HOU,7,7,121,0.058,FALSE
2000,smoy,16795,2572,Cedric Ceballos,NA,SF,30,10,DAL,3,3,121,0.025,FALSE
2000,smoy,17185,3096,Tracy McGrady,NA,SF,20,3,TOR,3,3,121,0.025,FALSE
2000,smoy,16961,2994,Jerome Williams,NA,PF,26,4,DET,2,2,121,0.017,FALSE
2000,smoy,17030,3004,Marcus Camby,NA,C,25,4,NYK,1,1,121,0.008,FALSE
2000,smoy,17081,3147,Peja Stojaković,NA,SF,22,2,SAC,1,1,121,0.008,FALSE
1999,dpoy,16219,2696,Alonzo Mourning,NA,C,28,7,MIA,89,89,118,0.754,TRUE
1999,dpoy,16362,2648,Dikembe Mutombo,NA,C,32,8,ATL,10,10,118,0.085,FALSE
1999,dpoy,16408,2585,Gary Payton,NA,PG,30,9,SEA,6,6,118,0.051,FALSE
1999,dpoy,16342,2494,David Robinson,NA,C,33,10,SAS,3,3,118,0.025,FALSE
1999,dpoy,16669,3092,Tim Duncan,NA,PF,22,2,SAS,2,2,118,0.017,FALSE
1999,dpoy,16667,2959,Theo Ratliff,NA,PF,25,4,PHI,2,2,118,0.017,FALSE
1999,dpoy,16548,2811,Michael Curry,NA,SF,30,5,MIL,1,1,118,0.008,FALSE
1999,dpoy,16501,2936,Kevin Garnett,NA,PF,22,4,MIN,1,1,118,0.008,FALSE
1999,dpoy,16383,2855,Eddie Jones,NA,SF-SG,27,5,TOT,1,1,118,0.008,FALSE
1999,dpoy,16424,2176,Hakeem Olajuwon,NA,C,36,15,HOU,1,1,118,0.008,FALSE
1999,dpoy,16634,2394,Scottie Pippen,NA,SF,33,12,HOU,1,1,118,0.008,FALSE
1999,dpoy,16316,2492,Clifford Robinson,NA,SF,32,10,PHO,1,1,118,0.008,FALSE
1999,mip,16340,2846,Darrell Armstrong,NA,PG,30,5,ORL,54,54,118,0.458,TRUE
1999,mip,16397,2919,Eric Snow,NA,PG,25,4,PHI,15,15,118,0.127,FALSE
1999,mip,16409,2923,Gary Trent,NA,PF,24,4,DAL,14,14,118,0.119,FALSE
1999,mip,16474,2932,Joe Smith,NA,C,23,4,MIN,8,8,118,0.068,FALSE
1999,mip,16337,3052,Danny Fortson,NA,PF,22,2,DEN,7,7,118,0.059,FALSE
1999,mip,16667,2959,Theo Ratliff,NA,PF,25,4,PHI,4,4,118,0.034,FALSE
1999,mip,16547,3081,Maurice Taylor,NA,PF,22,2,LAC,3,3,118,0.025,FALSE
1999,mip,16270,2840,Brian Grant,NA,PF,26,5,POR,2,2,118,0.017,FALSE
1999,mip,16683,3096,Tracy McGrady,NA,SF,19,2,TOR,2,2,118,0.017,FALSE
1999,mip,16347,2578,Dee Brown,1968,PG,30,9,TOR,1,1,118,0.008,FALSE
1999,mip,16588,2678,Randy Brown,NA,PG,30,8,CHI,1,1,118,0.008,FALSE
1999,mip,16572,3013,Othella Harrington,NA,PF,25,3,HOU,1,1,118,0.008,FALSE
1999,mip,16240,2896,Antonio McDyess,NA,C,24,4,DEN,1,1,118,0.008,FALSE
1999,mip,16423,2925,Greg Ostertag,NA,C,25,4,UTA,1,1,118,0.008,FALSE
1999,mip,16316,2492,Clifford Robinson,NA,SF,32,10,PHO,1,1,118,0.008,FALSE
1999,mip,16278,2775,Bryon Russell,NA,SF,28,6,UTA,1,1,118,0.008,FALSE
1999,mip,16515,2729,Latrell Sprewell,NA,SF,28,7,NYK,1,1,118,0.008,FALSE
1999,mip,16426,2511,Haywoode Workman,NA,PG,33,7,MIL,1,1,118,0.008,FALSE
1999,nba mvp,16490,2252,Karl Malone,NA,PF,35,14,UTA,44,827,1180,0.701,TRUE
1999,nba mvp,16219,2696,Alonzo Mourning,NA,C,28,7,MIA,36,773,1180,0.655,FALSE
1999,nba mvp,16669,3092,Tim Duncan,NA,PF,22,2,SAS,30,740,1180,0.627,FALSE
1999,nba mvp,16218,2967,Allen Iverson,NA,SG,23,3,PHI,5,319,1180,0.27,FALSE
1999,nba mvp,16453,2870,Jason Kidd,NA,PG,25,5,PHO,2,159,1180,0.135,FALSE
1999,nba mvp,16640,2751,Shaquille O'Neal,NA,C,26,7,LAL,1,89,1180,0.075,FALSE
1999,nba mvp,16310,2781,Chris Webber,NA,PF,25,6,SAC,0,51,1180,0.043,FALSE
1999,nba mvp,16418,2863,Grant Hill,NA,SF,26,5,DET,0,39,1180,0.033,FALSE
1999,nba mvp,16408,2585,Gary Payton,NA,PG,30,9,SEA,0,35,1180,0.03,FALSE
1999,nba mvp,16501,2936,Kevin Garnett,NA,PF,22,4,MIN,0,9,1180,0.008,FALSE
1999,nba mvp,16643,2544,Shawn Kemp,NA,PF,29,10,CLE,0,7,1180,0.006,FALSE
1999,nba mvp,16342,2494,David Robinson,NA,C,33,10,SAS,0,6,1180,0.005,FALSE
1999,nba mvp,16424,2176,Hakeem Olajuwon,NA,C,36,15,HOU,0,3,1180,0.003,FALSE
1999,nba mvp,16242,2897,Arvydas Sabonis,NA,C,34,4,POR,0,3,1180,0.003,FALSE
1999,nba mvp,16340,2846,Darrell Armstrong,NA,PG,30,5,ORL,0,2,1180,0.002,FALSE
1999,nba mvp,16699,3166,Vince Carter,NA,SF,22,1,TOR,0,1,1180,0.001,FALSE
1999,nba mvp,16228,2767,Anfernee Hardaway,NA,SG,27,6,ORL,0,1,1180,0.001,FALSE
1999,nba mvp,16535,2373,Mark Jackson,NA,PG,33,12,IND,0,1,1180,0.001,FALSE
1999,nba mvp,16417,2862,Glenn Robinson,NA,SF,26,5,MIL,0,1,1180,0.001,FALSE
1999,nba mvp,16654,2688,Steve Smith,NA,SG,29,8,ATL,0,1,1180,0.001,FALSE
1999,nba mvp,16591,2950,Rasheed Wallace,NA,PF,24,4,POR,0,1,1180,0.001,FALSE
1999,nba roy,16699,3166,Vince Carter,NA,SF,22,1,TOR,113,113,118,0.958,TRUE
1999,nba roy,16455,3123,Jason Williams,NA,PG,23,1,SAC,3,3,118,0.025,FALSE
1999,nba roy,16580,3146,Paul Pierce,NA,SF,21,1,BOS,2,2,118,0.017,FALSE
1999,smoy,16340,2846,Darrell Armstrong,NA,PG,30,5,ORL,85,85,118,0.72,TRUE
1999,smoy,16591,2950,Rasheed Wallace,NA,PF,24,4,POR,16,16,118,0.136,FALSE
1999,smoy,16238,2768,Antonio Davis,NA,PF,30,6,IND,5,5,118,0.042,FALSE
1999,smoy,16441,2867,Jalen Rose,NA,SF,26,5,IND,5,5,118,0.042,FALSE
1999,smoy,16347,2578,Dee Brown,1968,PG,30,9,TOR,2,2,118,0.017,FALSE
1999,smoy,16349,2299,Dell Curry,NA,SG,34,13,MIL,2,2,118,0.017,FALSE
1999,smoy,16666,2273,Terry Porter,NA,PG,35,14,MIA,2,2,118,0.017,FALSE
1999,smoy,16431,2865,Howard Eisley,NA,PG,26,5,UTA,1,1,118,0.008,FALSE
1998,dpoy,15844,2648,Dikembe Mutombo,NA,C,31,7,ATL,39,39,116,0.336,TRUE
1998,dpoy,15886,2585,Gary Payton,NA,PG,29,8,SEA,37,37,116,0.319,FALSE
1998,dpoy,15816,2494,David Robinson,NA,C,32,9,SAS,10,10,116,0.086,FALSE
1998,dpoy,16043,2193,Michael Jordan,NA,SG,34,13,CHI,6,6,116,0.052,FALSE
1998,dpoy,16053,2531,Mookie Blaylock,NA,PG,30,9,ATL,4,4,116,0.034,FALSE
1998,dpoy,16154,3092,Tim Duncan,NA,PF,21,1,SAS,4,4,116,0.034,FALSE
1998,dpoy,15712,2771,Bo Outlaw,NA,PF,26,5,ORL,4,4,116,0.034,FALSE
1998,dpoy,15829,2301,Dennis Rodman,NA,PF,36,12,CHI,4,4,116,0.034,FALSE
1998,dpoy,15684,2481,Anthony Mason,NA,PF,31,9,CHH,2,2,116,0.017,FALSE
1998,dpoy,16115,2394,Scottie Pippen,NA,SF,32,11,CHI,2,2,116,0.017,FALSE
1998,dpoy,15991,2936,Kevin Garnett,NA,PF,21,3,MIN,1,1,116,0.009,FALSE
1998,dpoy,15983,2598,Kendall Gill,NA,SF,29,8,NJN,1,1,116,0.009,FALSE
1998,dpoy,15914,2361,Horace Grant,NA,C,32,11,ORL,1,1,116,0.009,FALSE
1998,dpoy,15726,3043,Brevin Knight,NA,PG,22,1,CLE,1,1,116,0.009,FALSE
1998,mip,15670,2892,Alan Henderson,NA,PF,25,3,ATL,33,33,116,0.284,TRUE
1998,mip,15795,2908,Corliss Williamson,NA,SF,24,3,SAC,25,25,116,0.216,FALSE
1998,mip,15853,2853,Donyell Marshall,NA,SF,24,4,GSW,24,24,116,0.207,FALSE
1998,mip,16058,2533,Nick Anderson,NA,SF,30,9,ORL,6,6,116,0.052,FALSE
1998,mip,16042,2948,Michael Finley,NA,SF,24,3,DAL,6,6,116,0.052,FALSE
1998,mip,16150,2959,Theo Ratliff,NA,C,24,3,TOT,5,5,116,0.043,FALSE
1998,mip,16000,3000,Kobe Bryant,NA,SF,19,2,LAL,3,3,116,0.026,FALSE
1998,mip,16187,2830,Vin Baker,NA,C,26,5,SEA,2,2,116,0.017,FALSE
1998,mip,16002,2876,Lamond Murray,NA,SF,24,4,LAC,2,2,116,0.017,FALSE
1998,mip,15712,2771,Bo Outlaw,NA,PF,26,5,ORL,2,2,116,0.017,FALSE
1998,mip,15691,2969,Antoine Walker,NA,PF,21,2,BOS,2,2,116,0.017,FALSE
1998,mip,15970,2997,John Wallace,NA,SF,23,2,TOR,2,2,116,0.017,FALSE
1998,mip,16037,2737,Matt Geiger,NA,C,28,6,CHH,1,1,116,0.009,FALSE
1998,mip,15976,2252,Karl Malone,NA,PF,34,13,UTA,1,1,116,0.009,FALSE
1998,mip,15927,2867,Jalen Rose,NA,SF,25,4,IND,1,1,116,0.009,FALSE
1998,mip,16094,2461,Rod Strickland,NA,PG,31,10,WAS,1,1,116,0.009,FALSE
1998,nba mvp,16043,2193,Michael Jordan,NA,SG,34,13,CHI,92,1084,1160,0.934,TRUE
1998,nba mvp,15976,2252,Karl Malone,NA,PF,34,13,UTA,20,842,1160,0.726,FALSE
1998,nba mvp,15886,2585,Gary Payton,NA,PG,29,8,SEA,3,431,1160,0.372,FALSE
1998,nba mvp,16120,2751,Shaquille O'Neal,NA,C,25,6,LAL,1,311,1160,0.268,FALSE
1998,nba mvp,16154,3092,Tim Duncan,NA,PF,21,1,SAS,0,148,1160,0.128,FALSE
1998,nba mvp,16155,2552,Tim Hardaway,NA,PG,31,8,MIA,0,71,1160,0.061,FALSE
1998,nba mvp,15816,2494,David Robinson,NA,C,32,9,SAS,0,36,1160,0.031,FALSE
1998,nba mvp,16187,2830,Vin Baker,NA,C,26,5,SEA,0,24,1160,0.021,FALSE
1998,nba mvp,15900,2863,Grant Hill,NA,SF,25,4,DET,0,23,1160,0.02,FALSE
1998,nba mvp,16115,2394,Scottie Pippen,NA,SF,32,11,CHI,0,14,1160,0.012,FALSE
1998,nba mvp,15897,2509,Glen Rice,NA,SF,30,9,CHH,0,7,1160,0.006,FALSE
1998,nba mvp,15691,2969,Antoine Walker,NA,PF,21,2,BOS,0,6,1160,0.005,FALSE
1998,nba mvp,15937,2870,Jason Kidd,NA,PG,24,4,PHO,0,5,1160,0.004,FALSE
1998,nba mvp,15966,2183,John Stockton,NA,PG,35,14,UTA,0,5,1160,0.004,FALSE
1998,nba mvp,16050,2449,Mitch Richmond,NA,SG,32,10,SAC,0,3,1160,0.003,FALSE
