season,award,seas_id,player_id,player,birth_year,pos,age,experience,tm,first,pts_won,pts_max,share,winner
2010,dpoy,22191,3573,Andrew Bogut,NA,C,25,5,MIL,1,23,610,0.038,FALSE
2010,dpoy,22689,3723,Thabo Sefolosha,NA,SG,25,4,OKC,2,20,610,0.033,FALSE
2010,dpoy,22184,3497,Anderson Varejão,NA,PF,27,6,CLE,0,18,610,0.03,FALSE
2010,dpoy,22523,3004,Marcus Camby,NA,PF-C,35,14,TOT,0,13,610,0.021,FALSE
2010,dpoy,22331,3445,Dwyane Wade,NA,SG,28,7,MIA,0,13,610,0.021,FALSE
2010,dpoy,22485,3000,Kobe Bryant,NA,SG,31,14,LAL,0,9,610,0.015,FALSE
2010,dpoy,22667,3218,Shawn Marion,NA,SF,31,11,DAL,0,8,610,0.013,FALSE
2010,dpoy,22694,3092,Tim Duncan,NA,C,33,13,SAS,0,7,610,0.011,FALSE
2010,dpoy,22658,3350,Shane Battier,NA,SG,31,9,HOU,0,5,610,0.008,FALSE
2010,dpoy,22189,3298,Andrei Kirilenko,NA,SF,28,9,UTA,0,4,610,0.007,FALSE
2010,dpoy,22208,3737,Arron Afflalo,NA,SG,24,3,DEN,0,1,610,0.002,FALSE
2010,dpoy,22539,3470,Matt Barnes,NA,SF,29,7,ORL,0,1,610,0.002,FALSE
2010,dpoy,22224,3303,Brendan Haywood,NA,C,30,9,TOT,0,1,610,0.002,FALSE
2010,dpoy,22299,3590,David Lee,1983,C,26,5,NYK,0,1,610,0.002,FALSE
2010,dpoy,22475,3264,Kenyon Martin,NA,PF,32,10,DEN,0,1,610,0.002,FALSE
2010,dpoy,22510,3833,Luc Mbah a Moute,NA,PF,23,2,MIL,0,1,610,0.002,FALSE
2010,dpoy,22473,3458,Kendrick Perkins,NA,C,25,7,BOS,0,1,610,0.002,FALSE
2010,dpoy,22212,2971,Ben Wallace,NA,C,35,14,DET,0,1,610,0.002,FALSE
2010,mip,22159,3731,Aaron Brooks,NA,PG,25,3,HOU,62,403,615,0.655,TRUE
2010,mip,22476,3770,Kevin Durant,NA,SF,21,3,OKC,17,101,615,0.164,FALSE
2010,mip,22519,3835,Marc Gasol,NA,C,25,2,MEM,9,101,615,0.164,FALSE
2010,mip,22361,3816,George Hill,NA,PG,23,2,SAS,7,101,615,0.164,FALSE
2010,mip,22191,3573,Andrew Bogut,NA,C,25,5,MIL,7,93,615,0.151,FALSE
2010,mip,22639,3849,Russell Westbrook,NA,PG,21,2,OKC,5,67,615,0.109,FALSE
2010,mip,22434,3763,Joakim Noah,NA,C,24,3,CHI,7,64,615,0.104,FALSE
2010,mip,22363,3316,Gerald Wallace,NA,SF,27,9,CHA,3,29,615,0.047,FALSE
2010,mip,22231,3801,Brook Lopez,NA,C,21,2,NJN,1,19,615,0.031,FALSE
2010,mip,22272,3745,Corey Brewer,NA,SG,23,3,MIN,0,19,615,0.031,FALSE
2010,mip,22235,3741,Carl Landry,NA,PF,26,3,TOT,0,18,615,0.029,FALSE
2010,mip,22603,3704,Rajon Rondo,NA,PG,23,4,BOS,2,12,615,0.02,FALSE
2010,mip,22185,3571,Andray Blatche,NA,PF,23,5,WAS,1,12,615,0.02,FALSE
2010,mip,22252,3583,Channing Frye,NA,C,26,5,PHO,1,10,615,0.016,FALSE
2010,mip,22285,3807,Danilo Gallinari,NA,SF,21,2,NYK,0,10,615,0.016,FALSE
2010,mip,22466,3535,Josh Smith,NA,PF,24,6,ATL,0,8,615,0.013,FALSE
2010,mip,22299,3590,David Lee,1983,C,26,5,NYK,0,7,615,0.011,FALSE
2010,mip,22330,3520,Dwight Howard,NA,C,24,6,ORL,1,5,615,0.008,FALSE
2010,mip,22350,3669,Ersan İlyasova,NA,PF,22,2,MIL,0,4,615,0.007,FALSE
2010,mip,22262,3437,Chris Kaman,NA,C,27,7,LAC,0,4,615,0.007,FALSE
2010,mip,22386,3674,J.J. Redick,NA,SG,25,4,ORL,0,4,615,0.007,FALSE
2010,mip,22259,3803,Chris Douglas-Roberts,NA,SF,23,2,NJN,0,3,615,0.005,FALSE
2010,mip,22570,3410,Nenê,NA,C,27,8,DEN,0,3,615,0.005,FALSE
2010,mip,22584,3701,Paul Millsap,NA,PF,24,4,UTA,0,3,615,0.005,FALSE
2010,mip,22619,3845,Robin Lopez,NA,C,21,2,PHO,0,2,615,0.003,FALSE
2010,mip,22562,3627,Monta Ellis,NA,SG,24,5,GSW,0,1,615,0.002,FALSE
2010,mip,22385,3821,J.J. Hickson,NA,PF,21,2,CLE,0,1,615,0.002,FALSE
2010,mip,22733,3363,Zach Randolph,NA,PF,28,9,MEM,0,1,615,0.002,FALSE
2010,mip,22448,3393,John Salmons,NA,SG,30,8,TOT,0,1,615,0.002,FALSE
2010,mip,22212,2971,Ben Wallace,NA,C,35,14,DET,0,1,615,0.002,FALSE
2010,nba mvp,22502,3463,LeBron James,NA,SF,25,7,CLE,116,1205,1230,0.98,TRUE
2010,nba mvp,22476,3770,Kevin Durant,NA,SF,21,3,OKC,4,609,1230,0.495,FALSE
2010,nba mvp,22485,3000,Kobe Bryant,NA,SG,31,14,LAL,0,599,1230,0.487,FALSE
2010,nba mvp,22330,3520,Dwight Howard,NA,C,24,6,ORL,3,478,1230,0.389,FALSE
2010,nba mvp,22331,3445,Dwyane Wade,NA,SG,28,7,MIA,0,119,1230,0.097,FALSE
2010,nba mvp,22241,3435,Carmelo Anthony,NA,SF,25,7,DEN,0,65,1230,0.053,FALSE
2010,nba mvp,22320,3116,Dirk Nowitzki,NA,PF,31,12,DAL,0,55,1230,0.045,FALSE
2010,nba mvp,22680,3028,Steve Nash,NA,PG,35,14,PHO,0,49,1230,0.04,FALSE
2010,nba mvp,22307,3592,Deron Williams,NA,PG,25,5,UTA,0,7,1230,0.006,FALSE
2010,nba mvp,22182,3366,Amar'e Stoudemire,NA,PF,27,8,PHO,0,5,1230,0.004,FALSE
2010,nba mvp,22518,3401,Manu Ginóbili,NA,SG,32,8,SAS,0,3,1230,0.002,FALSE
2010,nba mvp,22256,3048,Chauncey Billups,NA,PG,33,13,DEN,0,1,1230,0.001,FALSE
2010,nba mvp,22258,3436,Chris Bosh,NA,C,25,7,TOR,0,1,1230,0.001,FALSE
2010,nba mvp,22674,3290,Stephen Jackson,NA,SG-PF,31,10,TOT,0,1,1230,0.001,FALSE
2010,nba mvp,22439,3327,Joe Johnson,NA,SG,28,9,ATL,0,1,1230,0.001,FALSE
2010,nba roy,22715,3912,Tyreke Evans,NA,SG,20,1,SAC,67,491,615,0.798,TRUE
2010,nba roy,22672,3903,Stephen Curry,NA,PG,21,1,GSW,43,391,615,0.636,FALSE
2010,nba roy,22221,3861,Brandon Jennings,NA,PG,20,1,MIL,12,204,615,0.332,FALSE
2010,nba roy,22297,3869,Darren Collison,NA,PG,22,1,NOH,1,17,615,0.028,FALSE
2010,nba roy,22454,3889,Jonny Flynn,NA,PG,20,1,MIN,0,2,615,0.003,FALSE
2010,nba roy,22685,3905,Taj Gibson,NA,PF,24,1,CHI,0,2,615,0.003,FALSE
2010,smoy,22393,3258,Jamal Crawford,NA,SG,29,10,ATL,110,580,610,0.951,TRUE
2010,smoy,22421,3194,Jason Terry,NA,SG,32,11,DAL,6,220,610,0.361,FALSE
2010,smoy,22184,3497,Anderson Varejão,NA,PF,27,6,CLE,2,126,610,0.207,FALSE
2010,smoy,22518,3401,Manu Ginóbili,NA,SG,32,8,SAS,2,75,610,0.123,FALSE
2010,smoy,22390,3527,J.R. Smith,NA,SG,24,6,DEN,0,33,610,0.054,FALSE
2010,smoy,22496,3201,Lamar Odom,NA,PF,30,11,LAL,1,25,610,0.041,FALSE
2010,smoy,22584,3701,Paul Millsap,NA,PF,24,4,UTA,1,15,610,0.025,FALSE
2010,smoy,22235,3741,Carl Landry,NA,PF,26,3,TOT,0,12,610,0.02,FALSE
2010,smoy,22720,3491,Udonis Haslem,NA,PF,29,7,MIA,0,5,610,0.008,FALSE
2010,smoy,22530,3894,Marcus Thornton,NA,SG,22,1,NOH,0,3,610,0.005,FALSE
2010,smoy,22405,3758,Jared Dudley,NA,SF,24,3,PHO,0,1,610,0.002,FALSE
2010,smoy,22168,3101,Al Harrington,NA,PF,29,12,NYK,0,1,610,0.002,FALSE
2010,smoy,22478,3830,Kevin Love,NA,PF,21,2,MIN,0,1,610,0.002,FALSE
2010,smoy,22493,3685,Kyle Lowry,NA,PG,23,4,HOU,0,1,610,0.002,FALSE
2009,dpoy,21761,3520,Dwight Howard,NA,C,23,5,ORL,105,542,595,0.911,TRUE
2009,dpoy,21911,3463,LeBron James,NA,SF,24,6,CLE,4,148,595,0.249,FALSE
2009,dpoy,21762,3445,Dwyane Wade,NA,SG,27,6,MIA,3,90,595,0.151,FALSE
2009,dpoy,22075,3350,Shane Battier,NA,SG,30,8,HOU,2,71,595,0.119,FALSE
2009,dpoy,21967,3205,Metta World Peace,NA,SF,29,10,HOU,1,54,595,0.091,FALSE
2009,dpoy,21693,3585,Chris Paul,NA,PG,23,4,NOH,1,49,595,0.082,FALSE
2009,dpoy,21894,3000,Kobe Bryant,NA,SG,30,13,LAL,2,43,595,0.072,FALSE
2009,dpoy,21888,2936,Kevin Garnett,NA,PF,32,14,BOS,1,31,595,0.052,FALSE
2009,dpoy,21687,3307,Chris Andersen,NA,C,30,7,DEN,0,10,595,0.017,FALSE
2009,dpoy,22024,3704,Rajon Rondo,NA,PG,22,3,BOS,0,8,595,0.013,FALSE
2009,dpoy,22115,3092,Tim Duncan,NA,C,32,12,SAS,0,7,595,0.012,FALSE
2009,dpoy,22021,3284,Raja Bell,NA,SG,32,9,TOT,0,4,595,0.007,FALSE
2009,dpoy,21604,3500,Andre Iguodala,NA,SF,25,5,PHI,0,3,595,0.005,FALSE
2009,dpoy,21601,3497,Anderson Varejão,NA,PF,26,5,CLE,0,3,595,0.005,FALSE
2009,dpoy,22052,3637,Ronny Turiaf,NA,C,26,4,GSW,0,2,595,0.003,FALSE
2009,dpoy,22127,3563,Trevor Ariza,NA,SF,23,5,LAL,0,1,595,0.002,FALSE
2009,dpoy,21942,3004,Marcus Camby,NA,C,34,13,LAC,0,1,595,0.002,FALSE
2009,dpoy,21784,2863,Grant Hill,NA,SF,36,14,PHO,0,1,595,0.002,FALSE
2009,dpoy,21858,3263,Joel Przybilla,NA,C,29,9,POR,0,1,595,0.002,FALSE
2009,dpoy,21873,3535,Josh Smith,NA,PF,23,5,ATL,0,1,595,0.002,FALSE
2009,dpoy,21790,3252,Hedo Türkoğlu,NA,SF,29,9,ORL,0,1,595,0.002,FALSE
2009,mip,21720,3589,Danny Granger,NA,SF,25,4,IND,48,364,605,0.602,TRUE
2009,mip,21748,3517,Devin Harris,NA,PG,25,5,NJN,43,339,605,0.56,FALSE
2009,mip,21887,3770,Kevin Durant,NA,SF,20,2,OKC,6,83,605,0.137,FALSE
2009,mip,22007,3701,Paul Millsap,NA,PF,23,3,UTA,3,77,605,0.127,FALSE
2009,mip,21995,3410,Nenê,NA,C,26,7,DEN,7,58,605,0.096,FALSE
2009,mip,22024,3704,Rajon Rondo,NA,PG,22,3,BOS,2,29,605,0.048,FALSE
2009,mip,21726,3590,David Lee,1983,C,25,4,NYK,1,25,605,0.041,FALSE
2009,mip,21864,3393,John Salmons,NA,SF,29,7,TOT,2,17,605,0.028,FALSE
2009,mip,22112,3791,Thaddeus Young,NA,PF,20,2,PHI,1,16,605,0.026,FALSE
2009,mip,22140,3647,Von Wafer,NA,SG,23,4,HOU,2,12,605,0.02,FALSE
2009,mip,21651,3658,Brandon Roy,NA,SG,24,3,POR,1,8,605,0.013,FALSE
2009,mip,21687,3307,Chris Andersen,NA,C,30,7,DEN,1,6,605,0.01,FALSE
2009,mip,21801,3527,J.R. Smith,NA,SG,23,5,DEN,1,6,605,0.01,FALSE
2009,mip,22149,3793,Wilson Chandler,NA,SF,21,2,NYK,1,5,605,0.008,FALSE
2009,mip,21782,3754,Glen Davis,NA,C,23,2,BOS,1,5,605,0.008,FALSE
2009,mip,21833,3194,Jason Terry,NA,SG,31,10,DAL,1,5,605,0.008,FALSE
2009,mip,21576,3731,Aaron Brooks,NA,PG,24,2,HOU,0,4,605,0.007,FALSE
2009,mip,21811,3530,Jameer Nelson,NA,PG,26,5,ORL,0,4,605,0.007,FALSE
2009,mip,21906,3686,LaMarcus Aldridge,NA,PF,23,3,POR,0,3,605,0.005,FALSE
2009,mip,21883,3683,Kelenna Azubuike,NA,SF,25,3,GSW,0,3,605,0.005,FALSE
2009,mip,22047,3419,Roger Mason,NA,SG,28,5,SAS,0,3,605,0.005,FALSE
2009,mip,21762,3445,Dwyane Wade,NA,SG,27,6,MIA,0,3,605,0.005,FALSE
2009,mip,22050,3712,Ronnie Brewer,NA,SF,23,3,UTA,0,2,605,0.003,FALSE
2009,mip,21922,3774,Luis Scola,NA,PF,28,2,HOU,0,2,605,0.003,FALSE
2009,mip,21797,3673,J.J. Barea,NA,SG,24,3,DAL,0,1,605,0.002,FALSE
2009,mip,21606,3655,Andrea Bargnani,NA,PF,23,3,TOR,0,1,605,0.002,FALSE
2009,mip,22034,3416,Rasual Butler,NA,SF,29,7,NOH,0,1,605,0.002,FALSE
2009,mip,21974,3779,Mike Conley,NA,PG,21,2,MEM,0,1,605,0.002,FALSE
2009,mip,21841,3761,Jeff Green,NA,PF,22,2,OKC,0,1,605,0.002,FALSE
2009,mip,21769,3521,Emeka Okafor,NA,C,26,5,CHA,0,1,605,0.002,FALSE
2009,mip,21884,3458,Kendrick Perkins,NA,C,24,6,BOS,0,1,605,0.002,FALSE
2009,mip,22133,3724,Tyrus Thomas,NA,PF,22,3,CHI,0,1,605,0.002,FALSE
2009,mip,21780,3316,Gerald Wallace,NA,SF,26,8,CHA,0,1,605,0.002,FALSE
2009,mip,21984,3475,Mo Williams,NA,PG,26,6,CLE,0,1,605,0.002,FALSE
2009,nba mvp,21911,3463,LeBron James,NA,SF,24,6,CLE,109,1172,1210,0.969,TRUE
2009,nba mvp,21894,3000,Kobe Bryant,NA,SG,30,13,LAL,2,698,1210,0.577,FALSE
2009,nba mvp,21762,3445,Dwyane Wade,NA,SG,27,6,MIA,7,680,1210,0.562,FALSE
2009,nba mvp,21761,3520,Dwight Howard,NA,C,23,5,ORL,1,328,1210,0.271,FALSE
2009,nba mvp,21693,3585,Chris Paul,NA,PG,23,4,NOH,2,192,1210,0.159,FALSE
2009,nba mvp,21680,3048,Chauncey Billups,NA,PG,32,12,TOT,0,33,1210,0.027,FALSE
2009,nba mvp,22008,3146,Paul Pierce,NA,SF,31,11,BOS,0,21,1210,0.017,FALSE
2009,nba mvp,22122,3356,Tony Parker,NA,PG,26,8,SAS,0,9,1210,0.007,FALSE
2009,nba mvp,21651,3658,Brandon Roy,NA,SG,24,3,POR,0,7,1210,0.006,FALSE
2009,nba mvp,21750,3116,Dirk Nowitzki,NA,PF,30,11,DAL,0,3,1210,0.002,FALSE
2009,nba mvp,22115,3092,Tim Duncan,NA,C,32,12,SAS,0,2,1210,0.002,FALSE
2009,nba mvp,22151,3428,Yao Ming,NA,C,28,7,HOU,0,1,1210,0.001,FALSE
2009,nba roy,21739,3812,Derrick Rose,NA,PG,20,1,CHI,111,574,600,0.957,TRUE
2009,nba roy,21999,3842,O.J. Mayo,NA,SG,21,1,MEM,5,246,600,0.41,FALSE
2009,nba roy,21662,3801,Brook Lopez,NA,C,20,1,NJN,2,127,600,0.212,FALSE
2009,nba roy,22057,3849,Russell Westbrook,NA,PG,20,1,OKC,2,73,600,0.122,FALSE
2009,nba roy,21770,3815,Eric Gordon,NA,SG,20,1,LAC,0,22,600,0.037,FALSE
2009,nba roy,21889,3830,Kevin Love,NA,C,20,1,MIN,0,16,600,0.027,FALSE
2009,nba roy,21968,3838,Michael Beasley,NA,PF,20,1,MIA,0,7,600,0.012,FALSE
2009,nba roy,21936,3835,Marc Gasol,NA,C,24,1,MEM,0,4,600,0.007,FALSE
2009,nba roy,22055,3848,Rudy Fernández,NA,SG,23,1,POR,0,3,600,0.005,FALSE
2009,nba roy,22044,3845,Robin Lopez,NA,C,20,1,PHO,0,3,600,0.005,FALSE
2009,nba roy,21948,3836,Mario Chalmers,NA,PG,22,1,MIA,0,2,600,0.003,FALSE
2009,nba roy,21704,3804,Courtney Lee,NA,SG,23,1,ORL,0,2,600,0.003,FALSE
2009,nba roy,21998,3841,Nicolas Batum,NA,SF,20,1,POR,0,1,600,0.002,FALSE
2009,smoy,21833,3194,Jason Terry,NA,SG,31,10,DAL,111,576,605,0.952,TRUE
2009,smoy,21801,3527,J.R. Smith,NA,SG,23,5,DEN,3,155,605,0.256,FALSE
2009,smoy,21991,3628,Nate Robinson,NA,PG,24,4,NYK,2,113,605,0.187,FALSE
2009,smoy,21905,3201,Lamar Odom,NA,PF,29,10,LAL,2,78,605,0.129,FALSE
2009,smoy,22125,3489,Travis Outlaw,NA,SF,24,6,POR,1,75,605,0.124,FALSE
2009,smoy,21935,3401,Manu Ginóbili,NA,SG,31,7,SAS,1,17,605,0.028,FALSE
2009,smoy,22049,3420,Ronald Murray,NA,SG,29,7,ATL,1,16,605,0.026,FALSE
2009,smoy,21687,3307,Chris Andersen,NA,C,30,7,DEN,0,13,605,0.021,FALSE
2009,smoy,21607,3298,Andrei Kirilenko,NA,PF,27,8,UTA,0,7,605,0.012,FALSE
2009,smoy,21910,3462,Leandro Barbosa,NA,SG,26,6,PHO,0,6,605,0.01,FALSE
2009,smoy,21703,3178,Corey Maggette,NA,PF,29,10,GSW,0,6,605,0.01,FALSE
2009,smoy,21920,3619,Lou Williams,NA,SG,22,4,PHI,0,6,605,0.01,FALSE
2009,smoy,21765,3247,Eddie House,NA,PG,30,9,BOS,0,5,605,0.008,FALSE
2009,smoy,21893,3459,Kirk Hinrich,NA,SG,28,6,CHI,0,4,605,0.007,FALSE
2009,smoy,21827,3451,Jason Kapono,NA,SG,27,6,TOR,0,3,605,0.005,FALSE
2009,smoy,21813,3192,James Posey,NA,SG,32,10,NOH,0,2,605,0.003,FALSE
2009,smoy,22127,3563,Trevor Ariza,NA,SF,23,5,LAL,0,1,605,0.002,FALSE
2009,smoy,21968,3838,Michael Beasley,NA,PF,20,1,MIA,0,1,605,0.002,FALSE
2009,smoy,22007,3701,Paul Millsap,NA,PF,23,3,UTA,0,1,605,0.002,FALSE
2009,smoy,21787,3605,Hakim Warrick,NA,PF,26,4,MEM,0,1,605,0.002,FALSE
2008,dpoy,21293,2936,Kevin Garnett,NA,PF,31,13,BOS,90,493,620,0.795,TRUE
2008,dpoy,21352,3004,Marcus Camby,NA,C,33,12,DEN,12,178,620,0.287,FALSE
2008,dpoy,21488,3350,Shane Battier,NA,SF,29,7,HOU,11,175,620,0.282,FALSE
2008,dpoy,21067,2975,Bruce Bowen,NA,SF,36,12,SAS,7,80,620,0.129,FALSE
2008,dpoy,21301,3000,Kobe Bryant,NA,SG,29,12,LAL,0,40,620,0.065,FALSE
2008,dpoy,21273,3535,Josh Smith,NA,PF,22,4,ATL,1,34,620,0.055,FALSE
2008,dpoy,21159,3520,Dwight Howard,NA,C,22,4,ORL,1,24,620,0.039,FALSE
2008,dpoy,21091,3585,Chris Paul,NA,PG,22,3,NOH,1,24,620,0.039,FALSE
2008,dpoy,21535,3092,Tim Duncan,NA,C,31,11,SAS,0,22,620,0.035,FALSE
2008,dpoy,21528,3425,Tayshaun Prince,NA,SF,27,6,DET,0,13,620,0.021,FALSE
2008,dpoy,21554,3360,Tyson Chandler,NA,C,25,7,NOH,1,10,620,0.016,FALSE
2008,dpoy,21445,2950,Rasheed Wallace,NA,C,33,13,DET,0,9,620,0.015,FALSE
2008,dpoy,21438,3284,Raja Bell,NA,SG,31,8,PHO,0,3,620,0.005,FALSE
2008,dpoy,21480,3349,Samuel Dalembert,NA,C,26,6,PHI,0,3,620,0.005,FALSE
2008,dpoy,21452,3212,Richard Hamilton,NA,SG,29,9,DET,0,3,620,0.005,FALSE
2008,dpoy,21084,3048,Chauncey Billups,NA,PG,31,11,DET,0,1,620,0.002,FALSE
2008,dpoy,21007,3298,Andrei Kirilenko,NA,SF,26,7,UTA,0,1,620,0.002,FALSE
2008,dpoy,21313,3685,Kyle Lowry,NA,PG,21,2,MEM,0,1,620,0.002,FALSE
2008,dpoy,21439,3704,Rajon Rondo,NA,PG,21,2,BOS,0,1,620,0.002,FALSE
2008,dpoy,21378,3205,Metta World Peace,NA,SF,28,9,SAC,0,1,620,0.002,FALSE
2008,mip,21197,3252,Hedo Türkoğlu,NA,SF,28,8,ORL,61,380,625,0.608,TRUE
2008,mip,21472,3713,Rudy Gay,NA,SF,21,2,MEM,23,167,625,0.267,FALSE
2008,mip,21316,3686,LaMarcus Aldridge,NA,PF,22,2,POR,9,128,625,0.205,FALSE
2008,mip,20991,3496,Al Jefferson,NA,C,23,4,MIN,6,100,625,0.16,FALSE
2008,mip,21439,3704,Rajon Rondo,NA,PG,21,2,BOS,6,77,625,0.123,FALSE
2008,mip,21389,3407,Mike Dunleavy,1980,SG,27,6,IND,3,51,625,0.082,FALSE
2008,mip,21267,3613,José Calderón,NA,PG,26,3,TOR,2,45,625,0.072,FALSE
2008,mip,21091,3585,Chris Paul,NA,PG,22,3,NOH,5,41,625,0.066,FALSE
2008,mip,21033,3506,Beno Udrih,NA,PG,25,4,SAC,1,17,625,0.027,FALSE
2008,mip,21127,3442,David West,NA,PF,27,5,NOH,1,15,625,0.024,FALSE
2008,mip,21467,3712,Ronnie Brewer,NA,SG,22,2,UTA,1,12,625,0.019,FALSE
2008,mip,21010,3574,Andrew Bynum,NA,C,20,3,LAL,1,11,625,0.018,FALSE
2008,mip,21089,3437,Chris Kaman,NA,C,25,5,LAC,1,9,625,0.014,FALSE
2008,mip,21334,3619,Lou Williams,NA,PG,21,3,PHI,1,8,625,0.013,FALSE
2008,mip,21009,3573,Andrew Bogut,NA,C,23,3,MIL,0,7,625,0.011,FALSE
2008,mip,21401,3627,Monta Ellis,NA,SG,22,3,GSW,0,7,625,0.011,FALSE
2008,mip,21437,3211,Rafer Alston,NA,PG,31,9,HOU,1,6,625,0.01,FALSE
2008,mip,21003,3500,Andre Iguodala,NA,SF,24,4,PHI,1,5,625,0.008,FALSE
2008,mip,21322,3463,LeBron James,NA,SF,23,5,CLE,1,5,625,0.008,FALSE
2008,mip,21541,3489,Travis Outlaw,NA,PF,23,5,POR,1,5,625,0.008,FALSE
2008,mip,21056,3581,Brandon Bass,NA,C,22,3,DAL,0,4,625,0.006,FALSE
2008,mip,21137,3592,Deron Williams,NA,PG,23,3,UTA,0,4,625,0.006,FALSE
2008,mip,21554,3360,Tyson Chandler,NA,C,25,7,NOH,0,3,625,0.005,FALSE
2008,mip,21159,3520,Dwight Howard,NA,C,22,4,ORL,0,3,625,0.005,FALSE
2008,mip,21324,3618,Linas Kleiza,NA,SF,23,3,DEN,0,3,625,0.005,FALSE
2008,mip,21235,3609,Jason Maxiell,NA,C,24,3,DET,0,3,625,0.005,FALSE
2008,mip,21492,2751,Shaquille O'Neal,NA,C,35,16,TOT,0,3,625,0.005,FALSE
2008,mip,21118,3589,Danny Granger,NA,SF,24,3,IND,0,2,625,0.003,FALSE
2008,mip,21057,3658,Brandon Roy,NA,SG,23,2,POR,0,2,625,0.003,FALSE
2008,mip,21460,3419,Roger Mason,NA,PG,27,4,WAS,0,1,625,0.002,FALSE
2008,mip,21208,3527,J.R. Smith,NA,SG,22,4,DEN,0,1,625,0.002,FALSE
2008,nba mvp,21301,3000,Kobe Bryant,NA,SG,29,12,LAL,82,1100,1260,0.873,TRUE
2008,nba mvp,21091,3585,Chris Paul,NA,PG,22,3,NOH,28,894,1260,0.71,FALSE
2008,nba mvp,21293,2936,Kevin Garnett,NA,PF,31,13,BOS,15,670,1260,0.532,FALSE
2008,nba mvp,21322,3463,LeBron James,NA,SF,23,5,CLE,1,438,1260,0.348,FALSE
2008,nba mvp,21159,3520,Dwight Howard,NA,C,22,4,ORL,0,60,1260,0.048,FALSE
2008,nba mvp,20997,3366,Amar'e Stoudemire,NA,C,25,6,PHO,0,27,1260,0.021,FALSE
2008,nba mvp,21535,3092,Tim Duncan,NA,C,31,11,SAS,0,25,1260,0.02,FALSE
2008,nba mvp,21539,3096,Tracy McGrady,NA,SG,28,11,HOU,0,19,1260,0.015,FALSE
2008,nba mvp,21517,3028,Steve Nash,NA,PG,33,12,PHO,0,18,1260,0.014,FALSE
2008,nba mvp,21346,3401,Manu Ginóbili,NA,SG,30,6,SAS,0,9,1260,0.007,FALSE
2008,nba mvp,21149,3116,Dirk Nowitzki,NA,PF,29,10,DAL,0,5,1260,0.004,FALSE
2008,nba mvp,21137,3592,Deron Williams,NA,PG,23,3,UTA,0,4,1260,0.003,FALSE
2008,nba mvp,21075,3435,Carmelo Anthony,NA,SF,23,5,DEN,0,3,1260,0.002,FALSE
2008,nba mvp,21073,3369,Carlos Boozer,NA,PF,26,6,UTA,0,1,1260,0.001,FALSE
2008,nba mvp,21013,3104,Antawn Jamison,NA,PF,31,10,WAS,0,1,1260,0.001,FALSE
2008,nba mvp,21427,3146,Paul Pierce,NA,SF,30,10,BOS,0,1,1260,0.001,FALSE
2008,nba mvp,21445,2950,Rasheed Wallace,NA,C,33,13,DET,0,1,1260,0.001,FALSE
2008,nba roy,21292,3770,Kevin Durant,NA,SG,19,1,SEA,90,545,625,0.872,TRUE
2008,nba roy,20990,3734,Al Horford,NA,C,21,1,ATL,30,390,625,0.624,FALSE
2008,nba roy,21335,3774,Luis Scola,NA,PF,27,1,HOU,5,146,625,0.234,FALSE
2008,nba roy,20992,3735,Al Thornton,NA,PF,24,1,LAC,0,30,625,0.048,FALSE
2008,nba roy,21216,3757,Jamario Moon,NA,SF,27,1,TOR,0,7,625,0.011,FALSE
2008,nba roy,21274,3766,Juan Carlos Navarro,NA,SG,27,1,MEM,0,3,625,0.005,FALSE
2008,nba roy,21530,3791,Thaddeus Young,NA,PF,19,1,PHI,0,2,625,0.003,FALSE
2008,nba roy,21388,3779,Mike Conley,NA,PG,20,1,MEM,0,1,625,0.002,FALSE
2008,nba roy,21071,3741,Carl Landry,NA,PF,24,1,HOU,0,1,625,0.002,FALSE
2008,smoy,21346,3401,Manu Ginóbili,NA,SG,30,6,SAS,123,615,620,0.992,TRUE
2008,smoy,21321,3462,Leandro Barbosa,NA,SG,25,5,PHO,1,283,620,0.456,FALSE
2008,smoy,21238,3194,Jason Terry,NA,SG,30,9,DAL,0,44,620,0.071,FALSE
2008,smoy,21310,3461,Kyle Korver,NA,SG-PF,26,5,TOT,0,34,620,0.055,FALSE
2008,smoy,21029,3505,Ben Gordon,NA,SG,24,4,CHI,0,27,620,0.044,FALSE
2008,smoy,21269,3534,Josh Childress,NA,SF,24,4,ATL,0,23,620,0.037,FALSE
2008,smoy,21208,3527,J.R. Smith,NA,SG,22,4,DEN,0,22,620,0.035,FALSE
2008,smoy,21220,3192,James Posey,NA,PF,31,9,BOS,0,19,620,0.031,FALSE
2008,smoy,21235,3609,Jason Maxiell,NA,C,24,3,DET,0,11,620,0.018,FALSE
2008,smoy,21541,3489,Travis Outlaw,NA,PF,23,5,POR,0,11,620,0.018,FALSE
2008,smoy,21265,3679,Jordan Farmar,NA,PG,21,2,LAL,0,5,620,0.008,FALSE
2008,smoy,21324,3618,Linas Kleiza,NA,SF,23,3,DEN,0,5,620,0.008,FALSE
2008,smoy,21254,2930,Jerry Stackhouse,NA,SG,33,13,DAL,0,4,620,0.006,FALSE
2008,smoy,21224,3608,Jarrett Jack,NA,SG,24,3,POR,0,3,620,0.005,FALSE
2008,smoy,21126,3590,David Lee,1983,PF,24,3,NYK,0,3,620,0.005,FALSE
2008,smoy,21443,3632,Rashad McCants,NA,SG,23,3,MIN,0,3,620,0.005,FALSE
