season,award,player,age,tm,first,pts_won,pts_max,share,winner,seas_id,player_id
2022,dpoy,Marcus Smart,27,BOS,37,257,500,0.514,TRUE,30185,4275
2022,dpoy,Mikal Bridges,25,PHO,22,202,500,0.404,FALSE,30207,4658
2022,dpoy,Rudy Gobert,29,UTA,12,136,500,0.272,FALSE,30315,4199
2022,dpoy,Bam Adebayo,24,MIA,13,128,500,0.256,FALSE,29691,4472
2022,dpoy,Jaren Jackson Jr.,22,MEM,10,99,500,0.198,FALSE,29993,4632
2022,dpoy,Giannis Antetokounmpo,27,MIL,5,58,500,0.116,FALSE,29920,4164
2022,dpoy,Robert Williams,24,BOS,1,8,500,0.016,FALSE,30303,4667
2022,dpoy,Jrue Holiday,31,MIL,0,6,500,0.012,FALSE,30063,3891
2022,dpoy,Al Horford,35,BOS,0,3,500,0.006,FALSE,29659,3734
2022,dpoy,Draymond Green,31,GSW,0,2,500,0.004,FALSE,29872,4085
2022,dpoy,Matisse Thybulle,24,PHI,0,1,500,0.002,FALSE,30196,4760
2022,mip,Ja Morant,22,MEM,38,221,500,0.442,TRUE,29961,4723
2022,mip,Dejounte Murray,25,SAS,20,183,500,0.366,FALSE,29830,4394
2022,mip,Darius Garland,22,CLE,11,178,500,0.356,FALSE,29806,4708
2022,mip,Jordan Poole,22,GSW,15,131,500,0.262,FALSE,30046,4737
2022,mip,Desmond Bane,23,MEM,7,74,500,0.148,FALSE,29851,4824
2022,mip,Tyrese Maxey,21,PHI,6,52,500,0.104,FALSE,30421,4893
2022,mip,Miles Bridges,23,CHO,3,38,500,0.076,FALSE,30210,4659
2022,mip,Anfernee Simons,22,POR,0,13,500,0.026,FALSE,29677,4586
2022,mip,Robert Williams,24,BOS,0,4,500,0.008,FALSE,30303,4667
2022,mip,Jaren Jackson Jr.,22,MEM,0,3,500,0.006,FALSE,29993,4632
2022,mip,Jalen Brunson,25,DAL,0,2,500,0.004,FALSE,29971,4630
2022,mip,Max Strus,25,MIA,0,1,500,0.002,FALSE,30201,4763
2022,nba mvp,Nikola Jokić,26,DEN,65,875,1000,0.875,TRUE,30249,4352
2022,nba mvp,Joel Embiid,27,PHI,26,706,1000,0.706,FALSE,30035,4417
2022,nba mvp,Giannis Antetokounmpo,27,MIL,9,595,1000,0.595,FALSE,29920,4164
2022,nba mvp,Devin Booker,25,PHO,0,216,1000,0.216,FALSE,29852,4321
2022,nba mvp,Luka Dončić,22,DAL,0,146,1000,0.146,FALSE,30160,4654
2022,nba mvp,Jayson Tatum,23,BOS,0,43,1000,0.043,FALSE,30012,4518
2022,nba mvp,Ja Morant,22,MEM,0,10,1000,0.01,FALSE,29961,4723
2022,nba mvp,Stephen Curry,33,GSW,0,4,1000,0.004,FALSE,30350,3903
2022,nba mvp,Chris Paul,36,PHO,0,2,1000,0.002,FALSE,29762,3585
2022,nba mvp,DeMar DeRozan,32,CHI,0,1,1000,0.001,FALSE,29832,3872
2022,nba mvp,Kevin Durant,33,BRK,0,1,1000,0.001,FALSE,30112,3770
2022,nba mvp,LeBron James,37,LAL,0,1,1000,0.001,FALSE,30152,3463
2022,nba roy,Scottie Barnes,20,TOR,48,378,500,0.756,TRUE,30326,5006
2022,nba roy,Evan Mobley,20,CLE,43,363,500,0.726,FALSE,29894,4931
2022,nba roy,Cade Cunningham,20,DET,9,153,500,0.306,FALSE,29727,4912
2022,nba roy,Jalen Green,19,HOU,0,3,500,0.006,FALSE,29972,4946
2022,nba roy,Franz Wagner,20,ORL,0,2,500,0.004,FALSE,29900,4933
2022,nba roy,Herbert Jones,23,NOP,0,1,500,0.002,FALSE,29940,4939
2022,smoy,Tyler Herro,22,MIA,96,488,500,0.976,TRUE,30413,4796
2022,smoy,Kevin Love,33,CLE,3,214,500,0.428,FALSE,30117,3830
2022,smoy,Cameron Johnson,25,PHO,1,128,500,0.256,FALSE,29733,4698
2022,smoy,Jordan Clarkson,29,UTA,0,27,500,0.054,FALSE,30042,4265
2022,smoy,Luke Kennard,25,LAC,0,12,500,0.024,FALSE,30162,4538
2022,smoy,Bogdan Bogdanović,29,ATL,0,10,500,0.02,FALSE,29697,4475
2022,smoy,Kelly Oubre Jr.,26,CHO,0,9,500,0.018,FALSE,30102,4341
2022,smoy,De'Anthony Melton,23,MEM,0,4,500,0.008,FALSE,29819,4602
2022,smoy,Montrezl Harrell,28,TOT,0,3,500,0.006,FALSE,30216,4349
2022,smoy,Immanuel Quickley,22,NYK,0,2,500,0.004,FALSE,29942,4837
2022,smoy,Brandon Clarke,25,MEM,0,1,500,0.002,FALSE,29706,4693
2022,smoy,Tyus Jones,25,MEM,0,1,500,0.002,FALSE,30423,4370
2022,smoy,Maxi Kleber,30,DAL,0,1,500,0.002,FALSE,30202,4547
2021,dpoy,Rudy Gobert,28,UTA,84,464,500,0.928,TRUE,29531,4199
2021,dpoy,Ben Simmons,24,PHI,15,287,500,0.574,FALSE,28993,4474
2021,dpoy,Draymond Green,30,GSW,0,76,500,0.152,FALSE,29141,4085
2021,dpoy,Bam Adebayo,23,MIA,1,31,500,0.062,FALSE,28989,4472
2021,dpoy,Giannis Antetokounmpo,26,MIL,0,12,500,0.024,FALSE,29189,4164
2021,dpoy,Clint Capela,26,ATL,0,10,500,0.02,FALSE,29052,4230
2021,dpoy,Joel Embiid,26,PHI,0,7,500,0.014,FALSE,29290,4417
2021,dpoy,Jrue Holiday,30,MIL,0,6,500,0.012,FALSE,29310,3891
2021,dpoy,Myles Turner,24,IND,0,3,500,0.006,FALSE,29439,4350
2021,dpoy,Jimmy Butler,31,MIA,0,2,500,0.004,FALSE,29287,4023
2021,dpoy,Kentavious Caldwell-Pope,27,LAL,0,1,500,0.002,FALSE,29339,4178
2021,dpoy,Matisse Thybulle,23,PHI,0,1,500,0.002,FALSE,29406,4760
2021,mip,Julius Randle,26,NYK,98,493,500,0.986,TRUE,29313,4266
2021,mip,Jerami Grant,26,DET,2,140,500,0.28,FALSE,29282,4257
2021,mip,Michael Porter Jr.,22,DEN,0,138,500,0.276,FALSE,29421,4766
2021,mip,Christian Wood,25,HOU,0,44,500,0.088,FALSE,29048,4313
2021,mip,Zach LaVine,25,CHI,0,20,500,0.04,FALSE,29645,4299
2021,mip,Chris Boucher,28,TOR,0,10,500,0.02,FALSE,29042,4481
2021,mip,Jaylen Brown,24,BOS,0,10,500,0.02,FALSE,29274,4415
2021,mip,Mikal Bridges,24,PHO,0,8,500,0.016,FALSE,29422,4658
2021,mip,Zion Williamson,20,NOP,0,6,500,0.012,FALSE,29647,4803
2021,mip,Clint Capela,26,ATL,0,3,500,0.006,FALSE,29052,4230
2021,mip,Jordan Clarkson,28,UTA,0,3,500,0.006,FALSE,29300,4265
2021,mip,Luguentz Dort,21,OKC,0,3,500,0.006,FALSE,29380,4754
2021,mip,Darius Garland,21,CLE,0,3,500,0.006,FALSE,29093,4708
2021,mip,Jordan Poole,21,GSW,0,3,500,0.006,FALSE,29303,4737
2021,mip,Nikola Vučević,30,TOT,0,3,500,0.006,FALSE,29459,4047
2021,mip,Kyle Anderson,27,MEM,0,2,500,0.004,FALSE,29358,4271
2021,mip,RJ Barrett,20,NYK,0,2,500,0.004,FALSE,29513,4782
2021,mip,Miles Bridges,22,CHO,0,2,500,0.004,FALSE,29427,4659
2021,mip,Lonzo Ball,23,NOP,0,1,500,0.002,FALSE,29375,4537
2021,mip,Bojan Bogdanović,31,UTA,0,1,500,0.002,FALSE,29001,4224
2021,mip,Shai Gilgeous-Alexander,22,OKC,0,1,500,0.002,FALSE,29543,4670
2021,mip,Richaun Holmes,27,SAC,0,1,500,0.002,FALSE,29511,4359
2021,mip,T.J. McConnell,28,IND,0,1,500,0.002,FALSE,29562,4365
2021,mip,Terry Rozier,26,CHO,0,1,500,0.002,FALSE,29576,4366
2021,mip,Andrew Wiggins,25,GSW,0,1,500,0.002,FALSE,28971,4223
2021,nba mvp,Nikola Jokić,25,DEN,91,971,1010,0.961,TRUE,29458,4352
2021,nba mvp,Joel Embiid,26,PHI,1,586,1010,0.58,FALSE,29290,4417
2021,nba mvp,Stephen Curry,32,GSW,5,453,1010,0.449,FALSE,29555,3903
2021,nba mvp,Giannis Antetokounmpo,26,MIL,1,348,1010,0.345,FALSE,29189,4164
2021,nba mvp,Chris Paul,35,PHO,2,139,1010,0.138,FALSE,29044,3585
2021,nba mvp,Luka Dončić,21,DAL,0,42,1010,0.042,FALSE,29381,4654
2021,nba mvp,Damian Lillard,30,POR,0,38,1010,0.038,FALSE,29074,4077
2021,nba mvp,Julius Randle,26,NYK,0,20,1010,0.02,FALSE,29313,4266
2021,nba mvp,Derrick Rose,32,TOT,1,10,1010,0.01,FALSE,29121,3812
2021,nba mvp,Rudy Gobert,28,UTA,0,8,1010,0.008,FALSE,29531,4199
2021,nba mvp,Russell Westbrook,32,WAS,0,5,1010,0.005,FALSE,29533,3849
2021,nba mvp,Ben Simmons,24,PHI,0,3,1010,0.003,FALSE,28993,4474
2021,nba mvp,James Harden,31,TOT,0,1,1010,0.001,FALSE,29247,3880
2021,nba mvp,LeBron James,36,LAL,0,1,1010,0.001,FALSE,29373,3463
2021,nba mvp,Kawhi Leonard,29,LAC,0,1,1010,0.001,FALSE,29326,4032
2021,nba roy,LaMelo Ball,19,CHO,84,465,495,0.939,TRUE,29368,4859
2021,nba roy,Anthony Edwards,19,MIN,15,309,495,0.624,FALSE,28974,4808
2021,nba roy,Tyrese Haliburton,20,SAC,0,114,495,0.23,FALSE,29615,4892
2021,nba roy,Saddiq Bey,21,DET,0,3,495,0.006,FALSE,29536,4882
2021,smoy,Jordan Clarkson,28,UTA,65,407,500,0.814,TRUE,29300,4265
2021,smoy,Joe Ingles,33,UTA,34,272,500,0.544,FALSE,29289,4261
2021,smoy,Derrick Rose,32,TOT,1,77,500,0.154,FALSE,29121,3812
2021,smoy,Jalen Brunson,24,DAL,0,67,500,0.134,FALSE,29240,4630
2021,smoy,Tim Hardaway Jr.,28,DAL,0,24,500,0.048,FALSE,29584,4209
2021,smoy,Montrezl Harrell,27,LAL,0,14,500,0.028,FALSE,29432,4349
2021,smoy,Carmelo Anthony,36,POR,0,8,500,0.016,FALSE,29031,3435
2021,smoy,Chris Boucher,28,TOR,0,7,500,0.014,FALSE,29042,4481
2021,smoy,Bobby Portis,25,MIL,0,6,500,0.012,FALSE,28999,4307
2021,smoy,Enes Freedom,28,POR,0,5,500,0.01,FALSE,NA,NA
2021,smoy,T.J. McConnell,28,IND,0,4,500,0.008,FALSE,29562,4365
2021,smoy,Miles Bridges,22,CHO,0,3,500,0.006,FALSE,29427,4659
2021,smoy,Shake Milton,24,PHI,0,3,500,0.006,FALSE,29544,4671
2021,smoy,Thaddeus Young,32,CHI,0,2,500,0.004,FALSE,29577,3791
2021,smoy,Facundo Campazzo,29,DEN,0,1,500,0.002,FALSE,29162,4832
2020,dpoy,Giannis Antetokounmpo,25,MIL,75,432,500,0.864,TRUE,28509,4164
2020,dpoy,Anthony Davis,26,LAL,14,200,500,0.4,FALSE,28325,4066
2020,dpoy,Rudy Gobert,27,UTA,6,187,500,0.374,FALSE,28828,4199
2020,dpoy,Ben Simmons,23,PHI,1,32,500,0.064,FALSE,28338,4474
2020,dpoy,Bam Adebayo,22,MIA,2,17,500,0.034,FALSE,28336,4472
2020,dpoy,Patrick Beverley,31,LAC,1,7,500,0.014,FALSE,28794,4124
2020,dpoy,Marcus Smart,25,BOS,0,7,500,0.014,FALSE,28722,4275
2020,dpoy,Andre Drummond,26,TOT,1,5,500,0.01,FALSE,28315,4064
2020,dpoy,Kawhi Leonard,28,LAC,0,5,500,0.01,FALSE,28656,4032
2020,dpoy,Brook Lopez,31,MIL,0,4,500,0.008,FALSE,28355,3801
2020,dpoy,Hassan Whiteside,30,POR,0,3,500,0.006,FALSE,28524,3945
2020,dpoy,Jarrett Allen,21,BRK,0,1,500,0.002,FALSE,28573,4515
2020,mip,Brandon Ingram,22,NOP,42,326,500,0.652,TRUE,28350,4379
2020,mip,Bam Adebayo,22,MIA,38,295,500,0.59,FALSE,28336,4472
2020,mip,Luka Dončić,20,DAL,12,101,500,0.202,FALSE,28706,4654
2020,mip,Jayson Tatum,21,BOS,3,57,500,0.114,FALSE,28584,4518
2020,mip,Devonte' Graham,24,CHO,2,50,500,0.1,FALSE,28450,4607
2020,mip,Shai Gilgeous-Alexander,21,OKC,0,21,500,0.042,FALSE,28841,4670
2020,mip,Pascal Siakam,25,TOR,1,13,500,0.026,FALSE,28792,4437
2020,mip,Christian Wood,24,DET,1,11,500,0.022,FALSE,28388,4313
2020,mip,Trae Young,21,ATL,0,10,500,0.02,FALSE,28884,4676
2020,mip,Fred VanVleet,25,TOR,1,6,500,0.012,FALSE,28496,4403
2020,mip,Dāvis Bertāns,27,WAS,0,3,500,0.006,FALSE,28422,4392
2020,mip,Jaylen Brown,23,BOS,0,3,500,0.006,FALSE,28581,4415
2020,mip,Markelle Fultz,21,ORL,0,2,500,0.004,FALSE,28725,4544
2020,mip,Spencer Dinwiddie,26,BRK,0,1,500,0.002,FALSE,28850,4291
2020,mip,Duncan Robinson,25,MIA,0,1,500,0.002,FALSE,28472,4611
2020,nba mvp,Giannis Antetokounmpo,25,MIL,85,962,1010,0.952,TRUE,28509,4164
2020,nba mvp,LeBron James,35,LAL,16,753,1010,0.746,FALSE,28699,3463
2020,nba mvp,James Harden,30,HOU,0,367,1010,0.363,FALSE,28561,3880
2020,nba mvp,Luka Dončić,20,DAL,0,200,1010,0.198,FALSE,28706,4654
2020,nba mvp,Kawhi Leonard,28,LAC,0,168,1010,0.166,FALSE,28656,4032
2020,nba mvp,Anthony Davis,26,LAL,0,82,1010,0.081,FALSE,28325,4066
2020,nba mvp,Chris Paul,34,OKC,0,26,1010,0.026,FALSE,28386,3585
2020,nba mvp,Damian Lillard,29,POR,0,23,1010,0.023,FALSE,28405,4077
2020,nba mvp,Nikola Jokić,24,DEN,0,18,1010,0.018,FALSE,28779,4352
2020,nba mvp,Pascal Siakam,25,TOR,0,17,1010,0.017,FALSE,28792,4437
2020,nba mvp,Jimmy Butler,30,MIA,0,9,1010,0.009,FALSE,28600,4023
2020,nba mvp,Jayson Tatum,21,BOS,0,1,1010,0.001,FALSE,28584,4518
2020,nba roy,Ja Morant,20,MEM,99,498,500,0.996,TRUE,28539,4723
2020,nba roy,Kendrick Nunn,24,MIA,0,204,500,0.408,FALSE,28665,4746
2020,nba roy,Zion Williamson,19,NOP,1,140,500,0.28,FALSE,28941,4803
2020,nba roy,Brandon Clarke,23,MEM,0,50,500,0.1,FALSE,28348,4693
2020,nba roy,Coby White,19,CHI,0,3,500,0.006,FALSE,28391,4703
2020,nba roy,Terence Davis,22,TOR,0,2,500,0.004,FALSE,28866,4792
2020,nba roy,Eric Paschall,23,GSW,0,2,500,0.004,FALSE,28488,4716
2020,nba roy,RJ Barrett,19,NYK,0,1,500,0.002,FALSE,28815,4782
2020,smoy,Montrezl Harrell,26,LAC,58,397,500,0.794,TRUE,28764,4349
2020,smoy,Dennis Schröder,26,OKC,35,328,500,0.656,FALSE,28436,4157
2020,smoy,Lou Williams,33,LAC,7,127,500,0.254,FALSE,28702,3619
2020,smoy,George Hill,33,MIL,0,17,500,0.034,FALSE,28507,3816
2020,smoy,Christian Wood,24,DET,0,17,500,0.034,FALSE,28388,4313
2020,smoy,Goran Dragić,33,MIA,0,6,500,0.012,FALSE,28514,3817
2020,smoy,Derrick Rose,31,DET,0,5,500,0.01,FALSE,28442,3812
2020,smoy,Dāvis Bertāns,27,WAS,0,2,500,0.004,FALSE,28422,4392
2020,smoy,Dwight Howard,34,LAL,0,1,500,0.002,FALSE,28475,3520
2019,dpoy,Rudy Gobert,26,UTA,65,411,500,0.822,TRUE,28149,4199
2019,dpoy,Giannis Antetokounmpo,24,MIL,26,280,500,0.56,FALSE,27811,4164
2019,dpoy,Paul George,28,OKC,6,150,500,0.3,FALSE,28113,3969
2019,dpoy,Joel Embiid,24,PHI,1,26,500,0.052,FALSE,27921,4417
2019,dpoy,Myles Turner,22,IND,0,15,500,0.03,FALSE,28077,4350
2019,dpoy,Draymond Green,28,GSW,1,6,500,0.012,FALSE,27762,4085
2019,dpoy,Kawhi Leonard,27,TOR,1,6,500,0.012,FALSE,27968,4032
2019,dpoy,Marcus Smart,24,BOS,0,4,500,0.008,FALSE,28033,4275
2019,dpoy,Jarrett Allen,20,BRK,0,1,500,0.002,FALSE,27887,4515
2019,dpoy,Patrick Beverley,30,LAC,0,1,500,0.002,FALSE,28104,4124
2019,mip,Pascal Siakam,24,TOR,86,469,500,0.938,TRUE,28102,4437
2019,mip,D'Angelo Russell,22,BRK,12,255,500,0.51,FALSE,27698,4317
2019,mip,De'Aaron Fox,21,SAC,1,77,500,0.154,FALSE,27720,4489
2019,mip,Buddy Hield,26,SAC,0,22,500,0.044,FALSE,27656,4382
2019,mip,Nikola Vučević,28,ORL,0,20,500,0.04,FALSE,28091,4047
2019,mip,Domantas Sabonis,22,IND,0,10,500,0.02,FALSE,27754,4400
2019,mip,Montrezl Harrell,25,LAC,0,9,500,0.018,FALSE,28075,4349
2019,mip,Derrick Rose,30,MIN,1,8,500,0.016,FALSE,27742,3812
2019,mip,John Collins,21,ATL,0,6,500,0.012,FALSE,27922,4519
2019,mip,Giannis Antetokounmpo,24,MIL,0,4,500,0.008,FALSE,27811,4164
2019,mip,Malik Beasley,22,DEN,0,3,500,0.006,FALSE,28024,4426
2019,mip,Danilo Gallinari,30,LAC,0,3,500,0.006,FALSE,27706,3807
2019,mip,Paul George,28,OKC,0,3,500,0.006,FALSE,28113,3969
2019,mip,Bojan Bogdanović,29,IND,0,2,500,0.004,FALSE,27642,4224
2019,mip,Thomas Bryant,21,WAS,0,2,500,0.004,FALSE,28200,4568
2019,mip,Willie Cauley-Stein,25,SAC,0,1,500,0.002,FALSE,28278,4371
2019,mip,Spencer Dinwiddie,25,BRK,0,1,500,0.002,FALSE,28177,4291
2019,mip,Bryn Forbes,25,SAS,0,1,500,0.002,FALSE,27655,4381
2019,mip,Jerami Grant,24,OKC,0,1,500,0.002,FALSE,27903,4257
2019,mip,Zach LaVine,23,CHI,0,1,500,0.002,FALSE,28287,4299
2019,mip,Josh Richardson,25,MIA,0,1,500,0.002,FALSE,27950,4336
2019,mip,Derrick White,24,SAS,0,1,500,0.002,FALSE,27743,4492
2019,nba mvp,Giannis Antetokounmpo,24,MIL,78,941,1010,0.932,TRUE,27811,4164
2019,nba mvp,James Harden,29,HOU,23,776,1010,0.768,FALSE,27873,3880
2019,nba mvp,Paul George,28,OKC,0,356,1010,0.352,FALSE,28113,3969
2019,nba mvp,Nikola Jokić,23,DEN,0,212,1010,0.21,FALSE,28087,4352
2019,nba mvp,Stephen Curry,30,GSW,0,175,1010,0.173,FALSE,28181,3903
2019,nba mvp,Damian Lillard,28,POR,0,69,1010,0.068,FALSE,27701,4077
2019,nba mvp,Joel Embiid,24,PHI,0,49,1010,0.049,FALSE,27921,4417
2019,nba mvp,Kevin Durant,30,GSW,0,25,1010,0.025,FALSE,27981,3770
2019,nba mvp,Kawhi Leonard,27,TOR,0,13,1010,0.013,FALSE,27968,4032
2019,nba mvp,Russell Westbrook,30,OKC,0,8,1010,0.008,FALSE,28150,3849
2019,nba mvp,Rudy Gobert,26,UTA,0,1,1010,0.001,FALSE,28149,4199
2019,nba mvp,LeBron James,34,LAL,0,1,1010,0.001,FALSE,28011,3463
2019,nba roy,Luka Dončić,19,DAL,98,496,500,0.992,TRUE,28017,4654
2019,nba roy,Trae Young,20,ATL,2,301,500,0.602,FALSE,28222,4676
2019,nba roy,Deandre Ayton,20,PHO,0,66,500,0.132,FALSE,27722,4603
2019,nba roy,Jaren Jackson Jr.,19,MEM,0,12,500,0.024,FALSE,27884,4632
2019,nba roy,Collin Sexton,20,CLE,0,10,500,0.02,FALSE,27686,4599
2019,nba roy,Shai Gilgeous-Alexander,20,LAC,0,7,500,0.014,FALSE,28165,4670
2019,nba roy,Marvin Bagley III,19,SAC,0,6,500,0.012,FALSE,28043,4656
2019,nba roy,Josh Okogie,20,MIN,0,1,500,0.002,FALSE,27949,4644
2019,nba roy,Mitchell Robinson,20,NYK,0,1,500,0.002,FALSE,28072,4661
2019,smoy,Lou Williams,32,LAC,96,489,500,0.978,TRUE,28015,3619
2019,smoy,Domantas Sabonis,22,IND,1,190,500,0.38,FALSE,27754,4400
2019,smoy,Montrezl Harrell,25,LAC,2,142,500,0.284,FALSE,28075,4349
2019,smoy,Spencer Dinwiddie,25,BRK,0,34,500,0.068,FALSE,28177,4291
2019,smoy,Terrence Ross,27,ORL,0,12,500,0.024,FALSE,28195,4131
2019,smoy,Derrick Rose,30,MIN,0,11,500,0.022,FALSE,27742,3812
2019,smoy,Dwyane Wade,37,MIA,0,8,500,0.016,FALSE,27769,3445
2019,smoy,Dennis Schröder,25,OKC,1,5,500,0.01,FALSE,27735,4157
2019,smoy,Monte Morris,23,DEN,0,3,500,0.006,FALSE,28074,4551
2019,smoy,Andre Iguodala,35,GSW,0,2,500,0.004,FALSE,27605,3500
2019,smoy,Malik Beasley,22,DEN,0,1,500,0.002,FALSE,28024,4426
2019,smoy,Dāvis Bertāns,26,SAS,0,1,500,0.002,FALSE,27718,4392
2019,smoy,Jae Crowder,28,UTA,0,1,500,0.002,FALSE,27861,4091
2019,smoy,Ed Davis,29,BRK,0,1,500,0.002,FALSE,27772,3932
2018,dpoy,Rudy Gobert,25,UTA,89,466,505,0.923,TRUE,27469,4199
2018,dpoy,Joel Embiid,23,PHI,2,163,505,0.323,FALSE,27243,4417
2018,dpoy,Anthony Davis,24,NOP,5,139,505,0.275,FALSE,26949,4066
2018,dpoy,Paul George,27,OKC,2,38,505,0.075,FALSE,27434,3969
2018,dpoy,Al Horford,31,BOS,1,37,505,0.073,FALSE,26926,3734
2018,dpoy,Draymond Green,27,GSW,1,20,505,0.04,FALSE,27094,4085
2018,dpoy,Jrue Holiday,27,NOP,1,11,505,0.022,FALSE,27272,3891
2018,dpoy,Robert Covington,27,PHI,0,8,505,0.016,FALSE,27458,4197
2018,dpoy,Kevin Durant,29,GSW,0,7,505,0.014,FALSE,27295,3770
2018,dpoy,Jaylen Brown,21,BOS,0,5,505,0.01,FALSE,27221,4415
2018,dpoy,Klay Thompson,27,GSW,0,4,505,0.008,FALSE,27300,4036
2018,dpoy,Steven Adams,24,OKC,0,3,505,0.006,FALSE,27498,4208
2018,dpoy,Jimmy Butler,28,MIN,0,3,505,0.006,FALSE,27233,4023
2018,dpoy,Clint Capela,23,HOU,0,2,505,0.004,FALSE,27013,4230
2018,dpoy,Andre Drummond,24,DET,0,1,505,0.002,FALSE,26939,4064
2018,dpoy,Jusuf Nurkić,23,POR,0,1,505,0.002,FALSE,27281,4267
2018,dpoy,Victor Oladipo,25,IND,0,1,505,0.002,FALSE,27556,4217
2018,mip,Victor Oladipo,25,IND,99,499,505,0.988,TRUE,27556,4217
2018,mip,Clint Capela,23,HOU,1,99,505,0.196,FALSE,27013,4230
2018,mip,Spencer Dinwiddie,24,BRK,1,50,505,0.099,FALSE,27494,4291
2018,mip,Andre Drummond,24,DET,0,46,505,0.091,FALSE,26939,4064
2018,mip,Julius Randle,23,LAL,0,36,505,0.071,FALSE,27274,4266
2018,mip,Steven Adams,24,OKC,0,34,505,0.067,FALSE,27498,4208
2018,mip,Jaylen Brown,21,BOS,0,32,505,0.063,FALSE,27221,4415
2018,mip,Jamal Murray,20,DEN,0,24,505,0.048,FALSE,27194,4413
2018,mip,DeMar DeRozan,28,TOR,0,9,505,0.018,FALSE,27058,3872
2018,mip,Terry Rozier,23,BOS,0,8,505,0.016,FALSE,27507,4366
2018,mip,Lou Williams,31,LAC,0,8,505,0.016,FALSE,27328,3619
2018,mip,Giannis Antetokounmpo,23,MIL,0,7,505,0.014,FALSE,27144,4164
2018,mip,Nikola Jokić,22,DEN,0,6,505,0.012,FALSE,27409,4352
2018,mip,E'Twaun Moore,28,NOP,0,6,505,0.012,FALSE,27102,4003
2018,mip,Domantas Sabonis,21,IND,0,6,505,0.012,FALSE,27087,4400
2018,mip,Fred VanVleet,23,TOR,0,6,505,0.012,FALSE,27128,4403
2018,mip,Tyreke Evans,28,MEM,0,4,505,0.008,FALSE,27550,3912
2018,mip,Brandon Ingram,20,LAL,0,4,505,0.008,FALSE,26980,4379
2018,mip,Dejounte Murray,21,SAS,0,4,505,0.008,FALSE,27056,4394
2018,mip,Tobias Harris,25,TOT,0,3,505,0.006,FALSE,27517,4055
2018,mip,Joe Ingles,30,UTA,0,3,505,0.006,FALSE,27237,4261
2018,mip,Dario Šarić,23,PHI,0,3,505,0.006,FALSE,27040,4390
2018,mip,Kris Dunn,23,CHI,0,2,505,0.004,FALSE,27303,4421
2018,mip,Aaron Gordon,22,ORL,0,2,505,0.004,FALSE,26921,4219
2018,mip,Montrezl Harrell,24,LAC,0,1,505,0.002,FALSE,27390,4349
2018,mip,Kristaps Porziņģis,22,NYK,0,1,505,0.002,FALSE,27304,4343
2018,mip,Taurean Prince,23,ATL,0,1,505,0.002,FALSE,27504,4450
2018,mip,Josh Richardson,24,MIA,0,1,505,0.002,FALSE,27270,4336
2018,mip,Ricky Rubio,27,UTA,0,1,505,0.002,FALSE,27457,4051
2018,mip,Pascal Siakam,23,TOR,0,1,505,0.002,FALSE,27427,4437
2018,mip,Karl-Anthony Towns,22,MIN,0,1,505,0.002,FALSE,27283,4339
2018,mip,T.J. Warren,24,PHO,0,1,505,0.002,FALSE,27501,4292
2018,nba mvp,James Harden,28,HOU,86,965,1010,0.955,TRUE,27203,3880
2018,nba mvp,LeBron James,33,CLE,15,738,1010,0.731,FALSE,27324,3463
2018,nba mvp,Anthony Davis,24,NOP,0,445,1010,0.441,FALSE,26949,4066
2018,nba mvp,Damian Lillard,27,POR,0,207,1010,0.205,FALSE,27027,4077
2018,nba mvp,Russell Westbrook,29,OKC,0,76,1010,0.075,FALSE,27470,3849
2018,nba mvp,Giannis Antetokounmpo,23,MIL,0,75,1010,0.074,FALSE,27144,4164
2018,nba mvp,Kevin Durant,29,GSW,0,66,1010,0.065,FALSE,27295,3770
2018,nba mvp,DeMar DeRozan,28,TOR,0,32,1010,0.032,FALSE,27058,3872
2018,nba mvp,LaMarcus Aldridge,32,SAS,0,6,1010,0.006,FALSE,27313,3686
2018,nba mvp,Jimmy Butler,28,MIN,0,5,1010,0.005,FALSE,27233,4023
2018,nba mvp,Stephen Curry,29,GSW,0,5,1010,0.005,FALSE,27496,3903
2018,nba mvp,Joel Embiid,23,PHI,0,4,1010,0.004,FALSE,27243,4417
2018,nba mvp,Victor Oladipo,25,IND,0,2,1010,0.002,FALSE,27556,4217
2018,nba roy,Ben Simmons,21,PHI,90,481,505,0.952,TRUE,26964,4474
2018,nba roy,Donovan Mitchell,21,UTA,11,323,505,0.64,FALSE,27088,4495
2018,nba roy,Jayson Tatum,19,BOS,0,101,505,0.2,FALSE,27223,4518
2018,nba roy,Kyle Kuzma,22,LAL,0,3,505,0.006,FALSE,27308,4534
2018,nba roy,Dennis Smith Jr.,20,DAL,0,1,505,0.002,FALSE,27065,4490
2018,smoy,Lou Williams,31,LAC,97,495,505,0.98,TRUE,27328,3619
2018,smoy,Eric Gordon,29,HOU,3,246,505,0.487,FALSE,27117,3815
2018,smoy,Fred VanVleet,23,TOR,1,64,505,0.127,FALSE,27128,4403
2018,smoy,Will Barton,27,DEN,0,62,505,0.123,FALSE,27566,4140
2018,smoy,Wayne Ellington,30,MIA,0,9,505,0.018,FALSE,27561,3913
2018,smoy,Kelly Olynyk,26,MIA,0,7,505,0.014,FALSE,27288,4177
2018,smoy,Jordan Clarkson,25,TOT,0,5,505,0.01,FALSE,27258,4265
