season,award,player,age,tm,first,pts_won,pts_max,share,winner,seas_id,player_id
1987,nba mvp,Fat Lever,26,DEN,0,11,780,0.014,FALSE,10684,2063
1987,nba mvp,Moses Malone,31,WSB,0,9,780,0.012,FALSE,10832,1605
1987,nba mvp,Steve Johnson,29,POR,0,4,780,0.005,FALSE,10903,2037
1987,nba mvp,Karl Malone,23,UTA,0,3,780,0.004,FALSE,10757,2252
1987,nba mvp,Robert Parish,33,BOS,0,3,780,0.004,FALSE,10871,1723
1987,nba mvp,Alex English,33,DEN,0,2,780,0.003,FALSE,10566,1693
1987,nba mvp,Mark Aguirre,27,DAL,0,1,780,0.001,FALSE,10796,2021
1987,nba mvp,Rolando Blackman,27,DAL,0,1,780,0.001,FALSE,10875,2033
1987,nba mvp,Joe Barry Carroll,28,GSW,0,1,780,0.001,FALSE,10735,1931
1987,nba roy,Chuck Person,22,IND,68,68,78,0.872,TRUE,10625,2292
1987,nba roy,Ron Harper,23,CLE,10,10,78,0.128,FALSE,10877,2335
1987,smoy,Ricky Pierce,27,MIL,41,41,78,0.526,TRUE,10870,2090
1987,smoy,Vinnie Johnson,30,DET,19,19,78,0.244,FALSE,10927,1896
1987,smoy,Michael Cooper,30,LAL,7,7,78,0.09,FALSE,10813,1823
1986,dpoy,Alvin Robertson,23,SAS,27,27,78,0.346,TRUE,10192,2158
1986,dpoy,Manute Bol,23,WSB,22,22,78,0.282,FALSE,10409,2258
1986,dpoy,Sidney Moncrief,28,MIL,8,8,78,0.103,FALSE,10519,1889
1986,mip,Alvin Robertson,23,SAS,30,30,78,0.385,TRUE,10192,2158
1986,mip,Charles Barkley,22,PHI,18.5,18.5,78,0.237,FALSE,10231,2162
1986,mip,Kevin Willis,23,ATL,8,8,78,0.103,FALSE,10386,2187
1986,mip,Dominique Wilkins,26,ATL,6.5,6.5,78,0.083,FALSE,10277,2058
1986,nba mvp,Larry Bird,29,BOS,73,765,780,0.981,TRUE,10394,1875
1986,nba mvp,Dominique Wilkins,26,ATL,5,407,780,0.522,FALSE,10277,2058
1986,nba mvp,Magic Johnson,26,LAL,0,205,780,0.263,FALSE,10408,1878
1986,nba mvp,Hakeem Olajuwon,23,HOU,0,193,780,0.247,FALSE,10315,2176
1986,nba mvp,Kareem Abdul-Jabbar,38,LAL,0,135,780,0.173,FALSE,10370,1204
1986,nba mvp,Charles Barkley,22,PHI,0,133,780,0.171,FALSE,10231,2162
1986,nba mvp,Sidney Moncrief,28,MIL,0,56,780,0.072,FALSE,10519,1889
1986,nba mvp,Alex English,32,DEN,0,55,780,0.071,FALSE,10186,1693
1986,nba mvp,Isiah Thomas,24,DET,0,28,780,0.036,FALSE,10319,2003
1986,nba mvp,Moses Malone,30,PHI,0,21,780,0.027,FALSE,10446,1605
1986,nba mvp,Terry Cummings,24,MIL,0,9,780,0.012,FALSE,10532,2098
1986,nba mvp,James Worthy,24,LAL,0,7,780,0.009,FALSE,10327,2067
1986,nba mvp,Kevin McHale,28,BOS,0,3,780,0.004,FALSE,10384,1938
1986,nba mvp,Paul Pressey,27,MIL,0,3,780,0.004,FALSE,10458,2086
1986,nba mvp,Alvin Robertson,23,SAS,0,3,780,0.004,FALSE,10192,2158
1986,nba mvp,Adrian Dantley,30,UTA,0,2,780,0.003,FALSE,10183,1692
1986,nba mvp,Buck Williams,25,NJN,0,2,780,0.003,FALSE,10221,1981
1986,nba mvp,Dennis Johnson,31,BOS,0,1,780,0.001,FALSE,10269,1701
1986,nba roy,Patrick Ewing,23,NYK,36,36,78,0.462,TRUE,10456,2264
1986,nba roy,Xavier McDaniel,22,SEA,16.5,16.5,78,0.212,FALSE,10559,2278
1986,nba roy,Karl Malone,22,UTA,14.5,14.5,78,0.186,FALSE,10371,2252
1986,nba roy,Spud Webb,22,ATL,4,4,78,0.051,FALSE,10522,2270
1986,nba roy,Manute Bol,23,WSB,3,3,78,0.038,FALSE,10409,2258
1986,nba roy,Charles Oakley,22,CHI,3,3,78,0.038,FALSE,10235,2230
1986,nba roy,Benoit Benjamin,21,LAC,1,1,78,0.013,FALSE,10198,2222
1986,smoy,Bill Walton,33,BOS,32,32,78,0.41,TRUE,10205,1556
1986,smoy,Ricky Pierce,26,MIL,11,11,78,0.141,FALSE,10484,2090
1986,smoy,Eddie Johnson,26,SAC,10,10,78,0.128,FALSE,10283,1993
1986,smoy,Michael Cooper,29,LAL,9,9,78,0.115,FALSE,10423,1823
1986,smoy,Thurl Bailey,24,UTA,5,5,78,0.064,FALSE,10536,2155
1985,dpoy,Mark Eaton,28,UTA,32,32,78,0.41,TRUE,10044,2081
1985,dpoy,Sidney Moncrief,27,MIL,13,13,78,0.167,FALSE,10142,1889
1985,dpoy,Paul Pressey,26,MIL,10,10,78,0.128,FALSE,10089,2086
1985,dpoy,Michael Cooper,28,LAL,9,9,78,0.115,FALSE,10057,1823
1985,dpoy,Maurice Cheeks,28,PHI,5,5,78,0.064,FALSE,10053,1822
1985,dpoy,Dennis Johnson,30,BOS,3,3,78,0.038,FALSE,9909,1701
1985,dpoy,T.R. Dunn,29,DEN,2,2,78,0.026,FALSE,10152,1782
1985,dpoy,Micheal Ray Richardson,29,NJN,2,2,78,0.026,FALSE,10064,1824
1985,dpoy,Danny Vranes,26,SEA,2,2,78,0.026,FALSE,9894,1989
1985,nba mvp,Larry Bird,28,BOS,73,763,780,0.978,TRUE,10017,1875
1985,nba mvp,Magic Johnson,25,LAL,1,264,780,0.338,FALSE,10038,1878
1985,nba mvp,Moses Malone,29,PHI,0,218,780,0.279,FALSE,10078,1605
1985,nba mvp,Kareem Abdul-Jabbar,37,LAL,0,206,780,0.264,FALSE,9996,1204
1985,nba mvp,Terry Cummings,23,MIL,2,138,780,0.177,FALSE,10154,2098
1985,nba mvp,Michael Jordan,21,CHI,2,134,780,0.172,FALSE,10059,2193
1985,nba mvp,Bernard King,28,NYK,0,70,780,0.09,FALSE,9834,1741
1985,nba mvp,Sidney Moncrief,27,MIL,0,65,780,0.083,FALSE,10142,1889
1985,nba mvp,Isiah Thomas,23,DET,0,63,780,0.081,FALSE,9955,2003
1985,nba mvp,Ralph Sampson,24,HOU,0,26,780,0.033,FALSE,10101,2142
1985,nba mvp,Calvin Natt,28,DEN,0,22,780,0.028,FALSE,9855,1853
1985,nba mvp,Alex English,31,DEN,0,12,780,0.015,FALSE,9823,1693
1985,nba mvp,Hakeem Olajuwon,22,HOU,0,12,780,0.015,FALSE,9950,2176
1985,nba mvp,Micheal Ray Richardson,29,NJN,0,11,780,0.014,FALSE,10064,1824
1985,nba mvp,Andrew Toney,27,PHI,0,5,780,0.006,FALSE,9829,1899
1985,nba mvp,Mark Eaton,28,UTA,0,4,780,0.005,FALSE,10044,2081
1985,nba mvp,Paul Pressey,26,MIL,0,3,780,0.004,FALSE,10089,2086
1985,nba mvp,Jack Sikma,29,SEA,0,3,780,0.004,FALSE,9957,1755
1985,nba mvp,Dominique Wilkins,25,ATL,0,3,780,0.004,FALSE,9914,2058
1985,nba mvp,World B. Free,31,CLE,0,2,780,0.003,FALSE,10181,1691
1985,nba mvp,Purvis Short,27,GSW,0,2,780,0.003,FALSE,10097,1829
1985,nba mvp,Clyde Drexler,22,POR,0,1,780,0.001,FALSE,9881,2110
1985,nba mvp,Julius Erving,34,PHI,0,1,780,0.001,FALSE,9994,1381
1985,nba roy,Michael Jordan,21,CHI,57.5,57.5,78,0.737,TRUE,10059,2193
1985,nba roy,Hakeem Olajuwon,22,HOU,20.5,20.5,78,0.263,FALSE,9950,2176
1985,smoy,Kevin McHale,27,BOS,57,57,78,0.731,TRUE,10008,1938
1985,smoy,Clyde Drexler,22,POR,5,5,78,0.064,FALSE,9881,2110
1985,smoy,Dan Issel,36,DEN,5,5,78,0.064,FALSE,9889,1259
1985,smoy,Michael Cooper,28,LAL,4,4,78,0.051,FALSE,10057,1823
1985,smoy,Jay Vincent,25,DAL,2,2,78,0.026,FALSE,9966,2004
1985,smoy,Quintin Dailey,24,CHI,1,1,78,0.013,FALSE,10099,2087
1985,smoy,Bobby Jones,33,PHI,1,1,78,0.013,FALSE,9846,1559
1985,smoy,Bob McAdoo,33,LAL,1,1,78,0.013,FALSE,9845,1424
1985,smoy,Terry Tyler,28,DET,1,1,78,0.013,FALSE,10158,1840
1985,smoy,Mike Woodson,26,KCK,1,1,78,0.013,FALSE,10075,1954
1984,dpoy,Sidney Moncrief,26,MIL,19,19,76,0.25,TRUE,9784,1889
1984,dpoy,Mark Eaton,27,UTA,14,14,76,0.184,FALSE,9690,2081
1984,dpoy,Dennis Johnson,29,BOS,7,7,76,0.092,FALSE,9563,1701
1984,dpoy,Maurice Cheeks,27,PHI,5,5,76,0.066,FALSE,9698,1822
1984,dpoy,Michael Cooper,27,LAL,5,5,76,0.066,FALSE,9701,1823
1984,dpoy,Bobby Jones,32,PHI,5,5,76,0.066,FALSE,9505,1559
1984,dpoy,T.R. Dunn,28,DEN,4,4,76,0.053,FALSE,9796,1782
1984,dpoy,Rickey Green,29,UTA,3,3,76,0.039,FALSE,9750,1776
1984,dpoy,Larry Nance,24,PHO,2,2,76,0.026,FALSE,9667,2018
1984,dpoy,Calvin Natt,27,POR,2,2,76,0.026,FALSE,9519,1853
1984,dpoy,Rory Sparrow,25,NYK,2,2,76,0.026,FALSE,9767,1965
1984,dpoy,Larry Bird,27,BOS,1,1,76,0.013,FALSE,9664,1875
1984,dpoy,Magic Johnson,24,LAL,1,1,76,0.013,FALSE,9686,1878
1984,dpoy,Bill Laimbeer,26,DET,1,1,76,0.013,FALSE,9495,1902
1984,dpoy,Moses Malone,28,PHI,1,1,76,0.013,FALSE,9718,1605
1984,dpoy,Tree Rollins,28,ATL,1,1,76,0.013,FALSE,9807,1787
1984,dpoy,Lonnie Shelton,28,CLE,1,1,76,0.013,FALSE,9680,1711
1984,dpoy,Mychal Thompson,29,POR,1,1,76,0.013,FALSE,9719,1826
1984,dpoy,Jamaal Wilkes,30,LAL,1,1,76,0.013,FALSE,9609,1587
1984,nba mvp,Larry Bird,27,BOS,52,652,760,0.858,TRUE,9664,1875
1984,nba mvp,Bernard King,27,NYK,11,373,760,0.491,FALSE,9491,1741
1984,nba mvp,Magic Johnson,24,LAL,5,305,760,0.401,FALSE,9686,1878
1984,nba mvp,Kareem Abdul-Jabbar,36,LAL,3,153,760,0.201,FALSE,9643,1204
1984,nba mvp,Isiah Thomas,22,DET,1,115,760,0.151,FALSE,9606,2003
1984,nba mvp,Julius Erving,33,PHI,1,98,760,0.129,FALSE,9641,1381
1984,nba mvp,Adrian Dantley,28,UTA,1,88,760,0.116,FALSE,9477,1692
1984,nba mvp,Sidney Moncrief,26,MIL,1,70,760,0.092,FALSE,9784,1889
1984,nba mvp,Jeff Ruland,25,WSB,1,38,760,0.05,FALSE,9619,2006
1984,nba mvp,Moses Malone,28,PHI,0,35,760,0.046,FALSE,9718,1605
1984,nba mvp,Mark Aguirre,24,DAL,0,28,760,0.037,FALSE,9689,2021
1984,nba mvp,Bill Laimbeer,26,DET,0,9,760,0.012,FALSE,9495,1902
1984,nba mvp,Rickey Green,29,UTA,0,8,760,0.011,FALSE,9750,1776
1984,nba mvp,World B. Free,30,CLE,0,1,760,0.001,FALSE,9819,1691
1984,nba mvp,Marques Johnson,27,MIL,0,1,760,0.001,FALSE,9696,1767
1984,nba roy,Ralph Sampson,23,HOU,76,76,76,1,TRUE,9735,2142
1984,smoy,Kevin McHale,26,BOS,59,59,76,0.776,TRUE,9657,1938
1984,smoy,John Drew,29,UTA,14,14,76,0.184,FALSE,9631,1591
1984,smoy,Kenny Carr,28,POR,1,1,76,0.013,FALSE,9650,1761
1984,smoy,Phil Hubbard,27,CLE,1,1,76,0.013,FALSE,9731,1885
1984,smoy,Bobby Jones,32,PHI,1,1,76,0.013,FALSE,9505,1559
1983,dpoy,Sidney Moncrief,25,MIL,14,14,75,0.187,TRUE,9437,1889
1983,dpoy,Tree Rollins,27,ATL,10,10,75,0.133,FALSE,9464,1787
1983,dpoy,Larry Bird,26,BOS,6,6,75,0.08,FALSE,9302,1875
1983,dpoy,Maurice Cheeks,26,PHI,6,6,75,0.08,FALSE,9335,1822
1983,dpoy,Michael Cooper,26,LAL,6,6,75,0.08,FALSE,9338,1823
1983,dpoy,Bobby Jones,31,PHI,6,6,75,0.08,FALSE,9121,1559
1983,nba mvp,Moses Malone,27,PHI,69,720,750,0.96,TRUE,9357,1605
1983,nba mvp,Larry Bird,26,BOS,1,364,750,0.485,FALSE,9302,1875
1983,nba mvp,Magic Johnson,23,LAL,2,304.5,750,0.406,FALSE,9323,1878
1983,nba mvp,Sidney Moncrief,25,MIL,0,226,750,0.301,FALSE,9437,1889
1983,nba mvp,Julius Erving,32,PHI,3,112,750,0.149,FALSE,9284,1381
1983,nba mvp,Alex English,29,DEN,0,42,750,0.056,FALSE,9089,1693
1983,nba mvp,Buck Williams,22,NJN,0,40,750,0.053,FALSE,9128,1981
1983,nba mvp,Artis Gilmore,33,SAS,0,33,750,0.044,FALSE,9097,1338
1983,nba mvp,George Gervin,30,SAS,0,30,750,0.04,FALSE,9210,1447
1983,nba mvp,Kareem Abdul-Jabbar,35,LAL,0,15,750,0.02,FALSE,9286,1204
1983,nba mvp,Jack Sikma,27,SEA,0,13,750,0.017,FALSE,9229,1755
1983,nba mvp,Jeff Ruland,24,WSB,0,12,750,0.016,FALSE,9249,2006
1983,nba mvp,Terry Cummings,21,SDC,0,10,750,0.013,FALSE,9454,2098
1983,nba mvp,Maurice Lucas,30,PHO,0,9,750,0.012,FALSE,9336,1602
1983,nba mvp,Alton Lister,24,MIL,0,5,750,0.007,FALSE,9092,1978
1983,nba mvp,Bernard King,26,NYK,0,4,750,0.005,FALSE,9100,1741
1983,nba mvp,Isiah Thomas,21,DET,0,4,750,0.005,FALSE,9225,2003
1983,nba mvp,Larry Drew,24,KCK,0,3,750,0.004,FALSE,9303,1941
1983,nba mvp,Gus Williams,29,SEA,0,3,750,0.004,FALSE,9217,1647
1983,nba mvp,Dan Roundfield,29,ATL,0,2,750,0.003,FALSE,9156,1634
1983,nba mvp,Marques Johnson,26,MIL,0,1.5,750,0.002,FALSE,9332,1767
1983,nba mvp,Norm Nixon,27,LAL,0,1,750,0.001,FALSE,9359,1770
1983,nba mvp,Kiki Vandeweghe,24,DEN,0,1,750,0.001,FALSE,9298,1939
1983,nba roy,Terry Cummings,21,SDC,60,60,74,0.811,TRUE,9454,2098
1983,nba roy,Clark Kellogg,21,IND,11,11,74,0.149,FALSE,9144,2049
1983,nba roy,James Worthy,21,LAL,3,3,74,0.041,FALSE,9240,2067
1983,smoy,Bobby Jones,31,PHI,NA,NA,NA,NA,TRUE,9121,1559
1982,nba mvp,Moses Malone,26,HOU,40,507,690,0.735,TRUE,8980,1605
1982,nba mvp,Larry Bird,25,BOS,20,406,690,0.588,FALSE,8924,1875
1982,nba mvp,Julius Erving,31,PHI,1,203,690,0.294,FALSE,8898,1381
1982,nba mvp,Robert Parish,28,BOS,4,131,690,0.19,FALSE,9026,1723
1982,nba mvp,Gus Williams,28,SEA,2,115,690,0.167,FALSE,8842,1647
1982,nba mvp,George Gervin,29,SAS,1,110,690,0.159,FALSE,8831,1447
1982,nba mvp,Sidney Moncrief,24,MIL,1,101,690,0.146,FALSE,9052,1889
1982,nba mvp,Magic Johnson,22,LAL,0,67,690,0.097,FALSE,8941,1878
1982,nba mvp,Jack Sikma,26,SEA,0,33,690,0.048,FALSE,8850,1755
1982,nba mvp,Kareem Abdul-Jabbar,34,LAL,0,31,690,0.045,FALSE,8900,1204
1982,nba mvp,Dan Roundfield,28,ATL,0,14,690,0.02,FALSE,8787,1634
1982,nba mvp,Kelly Tripucka,22,DET,0,14,690,0.02,FALSE,8902,2012
1982,nba mvp,Alex English,28,DEN,0,12,690,0.017,FALSE,8720,1693
1982,nba mvp,Bernard King,25,GSW,0,10,690,0.014,FALSE,8732,1741
1982,nba mvp,Adrian Dantley,26,UTA,0,7,690,0.01,FALSE,8713,1692
1982,nba mvp,Ray Williams,27,NJN,0,6,690,0.009,FALSE,9009,1774
1982,nba mvp,Michael Cooper,25,LAL,0,3,690,0.004,FALSE,8953,1823
1982,nba mvp,Dan Issel,33,DEN,0,3,690,0.004,FALSE,8786,1259
1982,nba mvp,Marques Johnson,25,MIL,0,3,690,0.004,FALSE,8947,1767
1982,nba mvp,Isiah Thomas,20,DET,0,3,690,0.004,FALSE,8849,2003
1982,nba mvp,Dennis Johnson,27,PHO,0,1,690,0.001,FALSE,8803,1701
1982,nba mvp,Mychal Thompson,27,POR,0,1,690,0.001,FALSE,8981,1826
1982,nba mvp,Jay Vincent,22,DAL,0,1,690,0.001,FALSE,8864,2004
1982,nba mvp,Jamaal Wilkes,28,LAL,0,1,690,0.001,FALSE,8852,1587
1982,nba mvp,Buck Williams,21,NJN,0,1,690,0.001,FALSE,8758,1981
1982,nba roy,Buck Williams,21,NJN,33,33,69,0.478,TRUE,8758,1981
1982,nba roy,Kelly Tripucka,22,DET,22,22,69,0.319,FALSE,8902,2012
1982,nba roy,Jay Vincent,22,DAL,11,11,69,0.159,FALSE,8864,2004
1981,nba mvp,Julius Erving,30,PHI,28,454,690,0.658,TRUE,8535,1381
1981,nba mvp,Larry Bird,24,BOS,20,423,690,0.613,FALSE,8556,1875
1981,nba mvp,Kareem Abdul-Jabbar,33,LAL,8,286,690,0.414,FALSE,8537,1204
1981,nba mvp,Moses Malone,25,HOU,8,180,690,0.261,FALSE,8610,1605
1981,nba mvp,George Gervin,28,SAS,1,83,690,0.12,FALSE,8470,1447
1981,nba mvp,Marques Johnson,24,MIL,1,73,690,0.106,FALSE,8580,1767
1981,nba mvp,Robert Parish,27,BOS,0,53,690,0.077,FALSE,8646,1723
1981,nba mvp,Dennis Johnson,26,PHO,0,50,690,0.072,FALSE,8438,1701
1981,nba mvp,Tiny Archibald,32,BOS,0,32,690,0.046,FALSE,8685,1329
1981,nba mvp,Jamaal Wilkes,27,LAL,0,19,690,0.028,FALSE,8486,1587
1981,nba mvp,Magic Johnson,21,LAL,0,18,690,0.026,FALSE,8576,1878
1981,nba mvp,Adrian Dantley,25,UTA,1,15,690,0.022,FALSE,8351,1692
1981,nba mvp,Phil Ford,24,KCK,1,15,690,0.022,FALSE,8625,1828
1981,nba mvp,Bernard King,24,GSW,0,12,690,0.017,FALSE,8370,1741
1981,nba mvp,Kelvin Ransey,22,POR,1,11,690,0.016,FALSE,8540,1936
1981,nba mvp,Jack Sikma,25,SEA,0,11,690,0.016,FALSE,8484,1755
1981,nba mvp,Otis Birdsong,25,KCK,0,7,690,0.01,FALSE,8619,1771
1981,nba mvp,Micheal Ray Richardson,25,NYK,0,7,690,0.01,FALSE,8589,1824
1981,nba mvp,Truck Robinson,29,PHO,0,6,690,0.009,FALSE,8698,1619
1981,nba mvp,Reggie Theus,23,CHI,0,6,690,0.009,FALSE,8636,1832
1981,nba mvp,Norm Nixon,25,LAL,0,5,690,0.007,FALSE,8613,1770
1981,nba mvp,Artis Gilmore,31,CHI,0,4,690,0.006,FALSE,8365,1338
1981,nba mvp,Bob Lanier,32,MIL,0,4,690,0.006,FALSE,8389,1244
1981,nba mvp,Michael Cooper,24,LAL,0,3,690,0.004,FALSE,8587,1823
1981,nba mvp,Walter Davis,26,PHO,0,3,690,0.004,FALSE,8702,1788
1981,nba mvp,George Johnson,32,SAS,0,3,690,0.004,FALSE,8471,1448
1981,nba mvp,Bobby Jones,29,PHI,0,3,690,0.004,FALSE,8394,1559
1981,nba mvp,Mike Mitchell,25,CLE,0,3,690,0.004,FALSE,8601,1825
1981,nba mvp,James Silas,31,SAS,0,3,690,0.004,FALSE,8492,1453
1981,nba mvp,Quinn Buckner,26,MIL,0,1,690,0.001,FALSE,8629,1721
1981,nba mvp,Caldwell Jones,30,PHI,0,1,690,0.001,FALSE,8401,1495
1981,nba roy,Darrell Griffith,22,UTA,19,19,69,0.275,TRUE,8427,1915
1981,nba roy,Kelvin Ransey,22,POR,18,18,69,0.261,FALSE,8540,1936
1981,nba roy,Larry Smith,23,GSW,14,14,69,0.203,FALSE,8560,1942
1981,nba roy,Kevin McHale,23,BOS,11,11,69,0.159,FALSE,8548,1938
1981,nba roy,Joe Barry Carroll,22,GSW,3,3,69,0.043,FALSE,8510,1931
1981,nba roy,Michael Brooks,22,SDC,2,2,69,0.029,FALSE,8586,1948
1981,nba roy,Mike O'Koren,22,NJN,1,1,69,0.014,FALSE,8604,1953
1981,nba roy,Andrew Toney,23,PHI,1,1,69,0.014,FALSE,8359,1899
1980,nba mvp,Kareem Abdul-Jabbar,32,LAL,147,147,221,0.665,TRUE,8180,1204
1980,nba mvp,Julius Erving,29,PHI,31.5,31.5,221,0.143,FALSE,8178,1381
1980,nba mvp,George Gervin,27,SAS,19,19,221,0.086,FALSE,8107,1447
1980,nba mvp,Larry Bird,23,BOS,15,15,221,0.068,FALSE,8193,1875
1980,nba mvp,Tiny Archibald,31,BOS,2,2,221,0.009,FALSE,8326,1329
1980,nba mvp,Dennis Johnson,25,SEA,2,2,221,0.009,FALSE,8078,1701
1980,nba mvp,Dan Roundfield,26,ATL,2,2,221,0.009,FALSE,8066,1634
1980,nba mvp,Gus Williams,26,SEA,1.5,1.5,221,0.007,FALSE,8120,1647
1980,nba mvp,Moses Malone,24,HOU,1,1,221,0.005,FALSE,8236,1605
1980,nba roy,Larry Bird,23,BOS,63,63,66,0.955,TRUE,8193,1875
1980,nba roy,Magic Johnson,20,LAL,3,3,66,0.045,FALSE,8208,1878
1979,nba mvp,Moses Malone,23,HOU,112,112,223,0.502,TRUE,7879,1605
1979,nba mvp,George Gervin,26,SAS,35,35,223,0.157,FALSE,7760,1447
1979,nba mvp,Elvin Hayes,33,WSB,28,28,223,0.126,FALSE,7745,1101
1979,nba mvp,Kareem Abdul-Jabbar,31,LAL,15,15,223,0.067,FALSE,7824,1204
1979,nba mvp,Bob Dandridge,31,WSB,7,7,223,0.031,FALSE,7678,1168
1979,nba mvp,World B. Free,25,SDC,5,5,223,0.022,FALSE,7992,1691
1979,nba mvp,Jack Sikma,23,SEA,4,4,223,0.018,FALSE,7782,1755
1979,nba mvp,Phil Ford,22,KCK,3,3,223,0.013,FALSE,7895,1828
1979,nba mvp,David Thompson,24,DEN,3,3,223,0.013,FALSE,7723,1637
1979,nba mvp,Walter Davis,24,PHO,2,2,223,0.009,FALSE,7983,1788
1979,nba roy,Phil Ford,22,KCK,62,62,66,0.939,TRUE,7895,1828
1979,nba roy,Reggie Theus,21,CHI,4,4,66,0.061,FALSE,7908,1832
1978,nba mvp,Bill Walton,25,POR,96,96,238,0.403,TRUE,7298,1556
1978,nba mvp,George Gervin,25,SAS,80.5,80.5,238,0.338,FALSE,7407,1447
1978,nba mvp,David Thompson,23,DEN,28.5,28.5,238,0.12,FALSE,7365,1637
1978,nba mvp,Kareem Abdul-Jabbar,30,LAL,14,14,238,0.059,FALSE,7480,1204
1978,nba mvp,Walter Davis,23,PHO,4,4,238,0.017,FALSE,7631,1788
1978,nba mvp,Maurice Lucas,25,POR,3,3,238,0.013,FALSE,7527,1602
1978,nba mvp,Paul Westphal,27,PHO,3,3,238,0.013,FALSE,7556,1469
1978,nba mvp,Artis Gilmore,28,CHI,2,2,238,0.008,FALSE,7292,1338
1978,nba mvp,Truck Robinson,26,NOJ,2,2,238,0.008,FALSE,7626,1619
1978,nba mvp,Julius Erving,27,PHI,1,1,238,0.004,FALSE,7478,1381
1978,nba mvp,Marques Johnson,21,MIL,1,1,238,0.004,FALSE,7522,1767
1978,nba mvp,Bob Lanier,29,DET,1,1,238,0.004,FALSE,7315,1244
1978,nba mvp,Bob McAdoo,26,NYK,1,1,238,0.004,FALSE,7316,1424
1978,nba mvp,Marvin Webster,25,SEA,1,1,238,0.004,FALSE,7526,1673
1978,nba roy,Walter Davis,23,PHO,49.3,49.3,66,0.747,TRUE,7631,1788
1978,nba roy,Marques Johnson,21,MIL,10.3,10.3,66,0.156,FALSE,7522,1767
1978,nba roy,Bernard King,21,NJN,5.3,5.3,66,0.08,FALSE,7296,1741
1978,nba roy,Jack Sikma,22,SEA,1,1,66,0.015,FALSE,7428,1755
1978,nba roy,Norm Nixon,22,LAL,0.3,0.3,66,0.005,FALSE,7550,1770
1977,nba mvp,Kareem Abdul-Jabbar,29,LAL,159,159,247,0.644,TRUE,7114,1204
1977,nba mvp,Bill Walton,24,POR,29,29,247,0.117,FALSE,6933,1556
1977,nba mvp,Pete Maravich,29,NOJ,15,15,247,0.061,FALSE,7198,1315
1977,nba mvp,Bob Lanier,28,DET,11,11,247,0.045,FALSE,6943,1244
1977,nba mvp,Julius Erving,26,PHI,7,7,247,0.028,FALSE,7112,1381
1977,nba mvp,Moses Malone,21,TOT,6,6,247,0.024,FALSE,7180,1605
1977,nba mvp,Elvin Hayes,31,WSB,5,5,247,0.02,FALSE,7029,1101
1977,nba mvp,David Thompson,22,DEN,5,5,247,0.02,FALSE,7006,1637
1977,nba mvp,Maurice Lucas,24,POR,4,4,247,0.016,FALSE,7154,1602
1977,nba mvp,Artis Gilmore,27,CHI,2,2,247,0.008,FALSE,6929,1338
1977,nba mvp,George Gervin,24,SAS,1,1,247,0.004,FALSE,7049,1447
1977,nba mvp,George McGinnis,26,PHI,1,1,247,0.004,FALSE,7054,1362
1977,nba mvp,Norm Van Lier,29,CHI,1,1,247,0.004,FALSE,7190,1219
1977,nba mvp,Jo Jo White,30,BOS,1,1,247,0.004,FALSE,7089,1197
1977,nba roy,Adrian Dantley,21,BUF,44,44,66,0.667,TRUE,6919,1692
1977,nba roy,John Lucas,23,HOU,8,8,66,0.121,FALSE,7102,1705
1976,aba mvp,Julius Erving,25,NYA,32,32,35,0.914,TRUE,6729,1381
1976,aba mvp,Bobby Jones,24,DNA,1,1,35,0.029,FALSE,6526,1559
1976,aba mvp,James Silas,26,SAA,1,1,35,0.029,FALSE,6668,1453
1976,aba mvp,David Thompson,21,DNA,1,1,35,0.029,FALSE,6582,1637
1976,nba mvp,Kareem Abdul-Jabbar,28,LAL,52,409,925,0.442,TRUE,6731,1204
1976,nba mvp,Bob McAdoo,24,BUF,47,393,925,0.425,FALSE,6522,1424
1976,nba mvp,Dave Cowens,27,BOS,48,378,925,0.409,FALSE,6575,1260
1976,nba mvp,Rick Barry,31,GSW,20,201,925,0.217,FALSE,6833,856
1976,nba mvp,George McGinnis,25,PHI,4,80,925,0.086,FALSE,6643,1362
1976,nba mvp,Dave Bing,32,WSB,2,35,925,0.038,FALSE,6574,869
1976,nba mvp,Phil Smith,23,GSW,2,25,925,0.027,FALSE,6825,1609
1976,nba mvp,Elvin Hayes,30,WSB,1,17,925,0.018,FALSE,6612,1101
1976,nba mvp,Jim Chones,26,CLE,2,13,925,0.014,FALSE,6680,1454
1976,nba mvp,Tiny Archibald,27,KCK,1,13,925,0.014,FALSE,6887,1329
1976,nba mvp,Wes Unseld,29,WSB,0,12,925,0.013,FALSE,6910,1155
1976,nba mvp,Earl Monroe,31,NYK,2,11,925,0.012,FALSE,6606,949
1976,nba mvp,Fred Brown,27,SEA,1,10,925,0.011,FALSE,6621,1359
1976,nba mvp,Paul Silas,32,BOS,1,9,925,0.01,FALSE,6819,834
1976,nba mvp,Pete Maravich,28,NOJ,0,7,925,0.008,FALSE,6821,1315
1976,nba mvp,Clifford Ray,27,GSW,0,6,925,0.006,FALSE,6558,1348
1976,nba mvp,Walt Frazier,30,NYK,1,5,925,0.005,FALSE,6908,1061
1976,nba mvp,Jamaal Wilkes,22,GSW,1,5,925,0.005,FALSE,6667,1587
1976,nba mvp,Phil Chenier,25,WSB,0,5,925,0.005,FALSE,6822,1394
1976,nba mvp,Doug Collins,24,PHI,0,3,925,0.003,FALSE,6601,1499
