season,lg,type,team_rank,player,position,seas_id,player_id,birth_year,tm,age
1998,NBA,All-Defense,1st,Dikembe Mutombo,NA,15844,2648,NA,ATL,31
1998,NBA,All-Defense,1st,Gary Payton,NA,15886,2585,NA,SEA,29
1998,NBA,All-Defense,1st,Scottie Pippen,NA,16115,2394,NA,CHI,32
1998,NBA,All-Defense,2nd,Mookie Blaylock,NA,16053,2531,NA,ATL,30
1998,NBA,All-Defense,2nd,Tim Duncan,NA,16154,3092,NA,SAS,21
1998,NBA,All-Defense,2nd,Eddie Jones,NA,15863,2855,NA,LAL,26
1998,NBA,All-Defense,2nd,Charles Oakley,NA,15760,2230,NA,NYK,34
1998,NBA,All-Defense,2nd,David Robinson,NA,15816,2494,NA,SAS,32
1998,NBA,All-NBA,1st,Shaquille O'Neal,C,16120,2751,NA,LAL,25
1998,NBA,All-NBA,1st,Tim Duncan,F,16154,3092,NA,SAS,21
1998,NBA,All-NBA,1st,Karl Malone,F,15976,2252,NA,UTA,34
1998,NBA,All-NBA,1st,Michael Jordan,G,16043,2193,NA,CHI,34
1998,NBA,All-NBA,1st,Gary Payton,G,15886,2585,NA,SEA,29
1998,NBA,All-NBA,2nd,David Robinson,C,15816,2494,NA,SAS,32
1998,NBA,All-NBA,2nd,Vin Baker,F,16187,2830,NA,SEA,26
1998,NBA,All-NBA,2nd,Grant Hill,F,15900,2863,NA,DET,25
1998,NBA,All-NBA,2nd,Tim Hardaway,G,16155,2552,NA,MIA,31
1998,NBA,All-NBA,2nd,Rod Strickland,G,16094,2461,NA,WAS,31
1998,NBA,All-NBA,3rd,Dikembe Mutombo,C,15844,2648,NA,ATL,31
1998,NBA,All-NBA,3rd,Scottie Pippen,F,16115,2394,NA,CHI,32
1998,NBA,All-NBA,3rd,Glen Rice,F,15897,2509,NA,CHH,30
1998,NBA,All-NBA,3rd,Reggie Miller,G,16081,2386,NA,IND,32
1998,NBA,All-NBA,3rd,Mitch Richmond,G,16050,2449,NA,SAC,32
1998,NBA,All-Rookie,1st,Tim Duncan,NA,16154,3092,NA,SAS,21
1998,NBA,All-Rookie,1st,Zydrunas Ilgauskas,NA,16208,3100,NA,CLE,22
1998,NBA,All-Rookie,1st,Brevin Knight,NA,15726,3043,NA,CLE,22
1998,NBA,All-Rookie,1st,Ron Mercer,NA,16098,3087,NA,BOS,21
1998,NBA,All-Rookie,1st,Keith Van Horn,NA,15981,3074,NA,NJN,22
1998,NBA,All-Rookie,2nd,Derek Anderson,NA,15833,3054,NA,CLE,23
1998,NBA,All-Rookie,2nd,Cedric Henderson,NA,15756,3045,1975,CLE,22
1998,NBA,All-Rookie,2nd,Bobby Jackson,NA,15718,3041,NA,DEN,24
1998,NBA,All-Rookie,2nd,Maurice Taylor,NA,16039,3081,NA,LAC,21
1998,NBA,All-Rookie,2nd,Tim Thomas,NA,16160,3093,NA,PHI,20
1997,NBA,All-Defense,1st,Michael Jordan,NA,15486,2193,NA,CHI,33
1997,NBA,All-Defense,1st,Karl Malone,NA,15400,2252,NA,UTA,33
1997,NBA,All-Defense,1st,Dikembe Mutombo,NA,15241,2648,NA,ATL,30
1997,NBA,All-Defense,1st,Gary Payton,NA,15302,2585,NA,SEA,28
1997,NBA,All-Defense,1st,Scottie Pippen,NA,15578,2394,NA,CHI,31
1997,NBA,All-Defense,2nd,Mookie Blaylock,NA,15493,2531,NA,ATL,29
1997,NBA,All-Defense,2nd,P.J. Brown,NA,15505,2815,NA,MIA,27
1997,NBA,All-Defense,2nd,Anthony Mason,NA,15117,2481,NA,CHH,30
1997,NBA,All-Defense,2nd,Hakeem Olajuwon,NA,15327,2176,NA,HOU,34
1997,NBA,All-Defense,2nd,John Stockton,NA,15394,2183,NA,UTA,34
1997,NBA,All-NBA,1st,Hakeem Olajuwon,C,15327,2176,NA,HOU,34
1997,NBA,All-NBA,1st,Grant Hill,F,15318,2863,NA,DET,24
1997,NBA,All-NBA,1st,Karl Malone,F,15400,2252,NA,UTA,33
1997,NBA,All-NBA,1st,Tim Hardaway,G,15620,2552,NA,MIA,30
1997,NBA,All-NBA,1st,Michael Jordan,G,15486,2193,NA,CHI,33
1997,NBA,All-NBA,2nd,Patrick Ewing,C,15506,2264,1962,NYK,34
1997,NBA,All-NBA,2nd,Scottie Pippen,F,15578,2394,NA,CHI,31
1997,NBA,All-NBA,2nd,Glen Rice,F,15316,2509,NA,CHH,29
1997,NBA,All-NBA,2nd,Gary Payton,G,15302,2585,NA,SEA,28
1997,NBA,All-NBA,2nd,Mitch Richmond,G,15489,2449,NA,SAC,31
1997,NBA,All-NBA,3rd,Shaquille O'Neal,C,15584,2751,NA,LAL,24
1997,NBA,All-NBA,3rd,Vin Baker,F,15643,2830,NA,MIL,25
1997,NBA,All-NBA,3rd,Anthony Mason,F,15117,2481,NA,CHH,30
1997,NBA,All-NBA,3rd,Anfernee Hardaway,G,15113,2767,NA,ORL,25
1997,NBA,All-NBA,3rd,John Stockton,G,15394,2183,NA,UTA,34
1997,NBA,All-Rookie,1st,Shareef Abdur-Rahim,NA,15585,3024,NA,VAN,20
1997,NBA,All-Rookie,1st,Marcus Camby,NA,15453,3004,NA,TOR,22
1997,NBA,All-Rookie,1st,Allen Iverson,NA,15107,2967,NA,PHI,21
1997,NBA,All-Rookie,1st,Stephon Marbury,NA,15606,3026,NA,MIN,19
1997,NBA,All-Rookie,1st,Antoine Walker,NA,15121,2969,NA,BOS,20
1997,NBA,All-Rookie,2nd,Ray Allen,NA,15519,3016,NA,MIL,21
1997,NBA,All-Rookie,2nd,Kobe Bryant,NA,15421,3000,NA,LAL,18
1997,NBA,All-Rookie,2nd,Kerry Kittles,NA,15410,2998,NA,NJN,22
1997,NBA,All-Rookie,2nd,Travis Knight,NA,15638,3032,NA,LAL,22
1997,NBA,All-Rookie,2nd,Matt Maloney,NA,15475,3008,NA,HOU,25
1996,NBA,All-Defense,1st,Michael Jordan,NA,14915,2193,NA,CHI,32
1996,NBA,All-Defense,1st,Gary Payton,NA,14749,2585,NA,SEA,27
1996,NBA,All-Defense,1st,Scottie Pippen,NA,14992,2394,NA,CHI,30
1996,NBA,All-Defense,1st,David Robinson,NA,14673,2494,NA,SAS,30
1996,NBA,All-Defense,1st,Dennis Rodman,NA,14684,2301,NA,CHI,34
1996,NBA,All-Defense,2nd,Mookie Blaylock,NA,14927,2531,NA,ATL,28
1996,NBA,All-Defense,2nd,Horace Grant,NA,14790,2361,NA,ORL,30
1996,NBA,All-Defense,2nd,Derrick McKey,NA,14690,2356,NA,IND,29
1996,NBA,All-Defense,2nd,Hakeem Olajuwon,NA,14781,2176,NA,HOU,33
1996,NBA,All-Defense,2nd,Bobby Phills,NA,14599,2635,NA,CLE,26
1996,NBA,All-NBA,1st,David Robinson,C,14673,2494,NA,SAS,30
1996,NBA,All-NBA,1st,Karl Malone,F,14843,2252,NA,UTA,32
1996,NBA,All-NBA,1st,Scottie Pippen,F,14992,2394,NA,CHI,30
1996,NBA,All-NBA,1st,Anfernee Hardaway,G,14561,2767,NA,ORL,24
1996,NBA,All-NBA,1st,Michael Jordan,G,14915,2193,NA,CHI,32
1996,NBA,All-NBA,2nd,Hakeem Olajuwon,C,14781,2176,NA,HOU,33
1996,NBA,All-NBA,2nd,Grant Hill,F,14764,2863,NA,DET,23
1996,NBA,All-NBA,2nd,Shawn Kemp,F,15006,2544,NA,SEA,26
1996,NBA,All-NBA,2nd,Gary Payton,G,14749,2585,NA,SEA,27
1996,NBA,All-NBA,2nd,John Stockton,G,14836,2183,NA,UTA,33
1996,NBA,All-NBA,3rd,Shaquille O'Neal,C,14999,2751,NA,ORL,23
1996,NBA,All-NBA,3rd,Charles Barkley,F,14619,2162,NA,PHO,32
1996,NBA,All-NBA,3rd,Juwan Howard,F,14842,2874,NA,WSB,22
1996,NBA,All-NBA,3rd,Reggie Miller,G,14952,2386,NA,IND,30
1996,NBA,All-NBA,3rd,Mitch Richmond,G,14922,2449,NA,SAC,30
1996,NBA,All-Rookie,1st,Antonio McDyess,NA,14576,2896,NA,DEN,21
1996,NBA,All-Rookie,1st,Joe Smith,NA,14825,2932,NA,GSW,20
1996,NBA,All-Rookie,1st,Jerry Stackhouse,NA,14818,2930,NA,PHI,21
1996,NBA,All-Rookie,1st,Damon Stoudamire,NA,14659,2911,NA,TOR,22
1996,NBA,All-Rookie,1st,Michael Finley,NA,14914,2948,NA,PHO,22
1996,NBA,All-Rookie,1st,Arvydas Sabonis,NA,14578,2897,NA,POR,31
1996,NBA,All-Rookie,2nd,Brent Barry,NA,14603,2900,NA,LAC,24
1996,NBA,All-Rookie,2nd,Tyus Edney,NA,15068,2963,NA,SAC,22
1996,NBA,All-Rookie,2nd,Kevin Garnett,NA,14860,2936,NA,MIN,19
1996,NBA,All-Rookie,2nd,Bryant Reeves,NA,14608,2901,NA,VAN,22
1996,NBA,All-Rookie,2nd,Rasheed Wallace,NA,14949,2950,NA,WSB,21
1995,NBA,All-Defense,1st,Mookie Blaylock,NA,14403,2531,NA,ATL,27
1995,NBA,All-Defense,1st,Gary Payton,NA,14253,2585,NA,SEA,26
1995,NBA,All-Defense,1st,Scottie Pippen,NA,14465,2394,NA,CHI,29
1995,NBA,All-Defense,1st,David Robinson,NA,14195,2494,NA,SAS,29
1995,NBA,All-Defense,1st,Dennis Rodman,NA,14201,2301,NA,SAS,33
1995,NBA,All-Defense,2nd,Horace Grant,NA,14286,2361,NA,ORL,29
1995,NBA,All-Defense,2nd,Derrick McKey,NA,14207,2356,NA,IND,28
1995,NBA,All-Defense,2nd,Nate McMillan,NA,14409,2329,NA,SEA,30
1995,NBA,All-Defense,2nd,Dikembe Mutombo,NA,14211,2648,NA,DEN,28
1995,NBA,All-Defense,2nd,John Stockton,NA,14328,2183,NA,UTA,32
1995,NBA,All-NBA,1st,David Robinson,C,14195,2494,NA,SAS,29
1995,NBA,All-NBA,1st,Karl Malone,F,14337,2252,NA,UTA,31
1995,NBA,All-NBA,1st,Scottie Pippen,F,14465,2394,NA,CHI,29
1995,NBA,All-NBA,1st,Anfernee Hardaway,G,14107,2767,NA,ORL,23
1995,NBA,All-NBA,1st,John Stockton,G,14328,2183,NA,UTA,32
1995,NBA,All-NBA,2nd,Shaquille O'Neal,C,14471,2751,NA,ORL,22
1995,NBA,All-NBA,2nd,Charles Barkley,F,14152,2162,NA,PHO,31
1995,NBA,All-NBA,2nd,Shawn Kemp,F,14474,2544,NA,SEA,25
1995,NBA,All-NBA,2nd,Gary Payton,G,14253,2585,NA,SEA,26
1995,NBA,All-NBA,2nd,Mitch Richmond,G,14400,2449,NA,SAC,29
1995,NBA,All-NBA,3rd,Hakeem Olajuwon,C,14278,2176,NA,HOU,32
1995,NBA,All-NBA,3rd,Dennis Rodman,F,14201,2301,NA,SAS,33
1995,NBA,All-NBA,3rd,Detlef Schrempf,F,14209,2236,NA,SEA,32
1995,NBA,All-NBA,3rd,Reggie Miller,G,14432,2386,NA,IND,29
1995,NBA,All-NBA,3rd,Clyde Drexler,G,14174,2110,NA,TOT,32
1995,NBA,All-Rookie,1st,Brian Grant,NA,14139,2840,NA,SAC,22
1995,NBA,All-Rookie,1st,Grant Hill,NA,14261,2863,NA,DET,22
1995,NBA,All-Rookie,1st,Eddie Jones,NA,14235,2855,NA,LAL,23
1995,NBA,All-Rookie,1st,Jason Kidd,NA,14306,2870,NA,DAL,21
1995,NBA,All-Rookie,1st,Glenn Robinson,NA,14260,2862,NA,MIL,22
1995,NBA,All-Rookie,2nd,Juwan Howard,NA,14336,2874,NA,WSB,21
1995,NBA,All-Rookie,2nd,Eric Montross,NA,14244,2859,NA,BOS,23
1995,NBA,All-Rookie,2nd,Wesley Person,NA,14535,2889,NA,PHO,23
1995,NBA,All-Rookie,2nd,Jalen Rose,NA,14296,2867,NA,DEN,22
1995,NBA,All-Rookie,2nd,Sharone Wright,NA,14472,2884,NA,PHI,22
1995,NBA,All-Rookie,2nd,Donyell Marshall,NA,14221,2853,NA,TOT,21
1994,NBA,All-Defense,1st,Mookie Blaylock,NA,13939,2531,NA,ATL,26
1994,NBA,All-Defense,1st,Charles Oakley,NA,13673,2230,NA,NYK,30
1994,NBA,All-Defense,1st,Hakeem Olajuwon,NA,13794,2176,NA,HOU,31
1994,NBA,All-Defense,1st,Gary Payton,NA,13776,2585,NA,SEA,25
1994,NBA,All-Defense,1st,Scottie Pippen,NA,14009,2394,NA,CHI,28
1994,NBA,All-Defense,2nd,Horace Grant,NA,13802,2361,NA,CHI,28
1994,NBA,All-Defense,2nd,Nate McMillan,NA,13945,2329,NA,SEA,29
1994,NBA,All-Defense,2nd,David Robinson,NA,13719,2494,NA,SAS,28
1994,NBA,All-Defense,2nd,Dennis Rodman,NA,13726,2301,NA,SAS,32
1994,NBA,All-Defense,2nd,Latrell Sprewell,NA,13883,2729,NA,GSW,23
1994,NBA,All-NBA,1st,Hakeem Olajuwon,C,13794,2176,NA,HOU,31
1994,NBA,All-NBA,1st,Karl Malone,F,13854,2252,NA,UTA,30
1994,NBA,All-NBA,1st,Scottie Pippen,F,14009,2394,NA,CHI,28
1994,NBA,All-NBA,1st,Latrell Sprewell,G,13883,2729,NA,GSW,23
1994,NBA,All-NBA,1st,John Stockton,G,13844,2183,NA,UTA,31
1994,NBA,All-NBA,2nd,David Robinson,C,13719,2494,NA,SAS,28
1994,NBA,All-NBA,2nd,Charles Barkley,F,13671,2162,NA,PHO,30
1994,NBA,All-NBA,2nd,Shawn Kemp,F,14019,2544,NA,SEA,24
1994,NBA,All-NBA,2nd,Kevin Johnson,G,13869,2371,NA,PHO,27
1994,NBA,All-NBA,2nd,Mitch Richmond,G,13937,2449,NA,SAC,28
1994,NBA,All-NBA,3rd,Shaquille O'Neal,C,14017,2751,NA,ORL,21
1994,NBA,All-NBA,3rd,Derrick Coleman,F,13732,2580,NA,NJN,26
1994,NBA,All-NBA,3rd,Gary Payton,G,13776,2585,NA,SEA,25
1994,NBA,All-NBA,3rd,Mark Price,G,13918,2324,NA,CLE,29
1994,NBA,All-NBA,3rd,Dominique Wilkins,F,13738,2058,NA,TOT,34
1994,NBA,All-Rookie,1st,Vin Baker,NA,14079,2830,NA,MIL,22
1994,NBA,All-Rookie,1st,Anfernee Hardaway,NA,13626,2767,NA,ORL,22
1994,NBA,All-Rookie,1st,Jamal Mashburn,NA,13810,2801,NA,DAL,21
1994,NBA,All-Rookie,1st,Isaiah Rider,NA,13806,2800,NA,MIN,22
1994,NBA,All-Rookie,1st,Chris Webber,NA,13684,2781,NA,GSW,20
1994,NBA,All-Rookie,2nd,Shawn Bradley,NA,14018,2825,NA,PHI,21
1994,NBA,All-Rookie,2nd,Lindsey Hunter,NA,13887,2806,NA,DET,23
1994,NBA,All-Rookie,2nd,Toni Kukoč,NA,14061,2829,NA,CHI,25
1994,NBA,All-Rookie,2nd,Dino Radja,NA,13736,2788,NA,BOS,26
1994,NBA,All-Rookie,2nd,Nick Van Exel,NA,13950,2814,NA,LAL,22
1993,NBA,All-Defense,1st,Joe Dumars,NA,13368,2248,NA,DET,29
1993,NBA,All-Defense,1st,Michael Jordan,NA,13461,2193,NA,CHI,29
1993,NBA,All-Defense,1st,Hakeem Olajuwon,NA,13328,2176,NA,HOU,30
1993,NBA,All-Defense,1st,Scottie Pippen,NA,13531,2394,NA,CHI,27
1993,NBA,All-Defense,1st,Dennis Rodman,NA,13270,2301,NA,DET,31
1993,NBA,All-Defense,2nd,Horace Grant,NA,13336,2361,NA,CHI,27
1993,NBA,All-Defense,2nd,Dan Majerle,NA,13248,2416,NA,PHO,27
1993,NBA,All-Defense,2nd,Larry Nance,NA,13416,2018,NA,CLE,33
1993,NBA,All-Defense,2nd,David Robinson,NA,13264,2494,NA,SAS,27
1993,NBA,All-Defense,2nd,John Starks,NA,13378,2438,NA,NYK,27
1993,NBA,All-NBA,1st,Hakeem Olajuwon,C,13328,2176,NA,HOU,30
1993,NBA,All-NBA,1st,Charles Barkley,F,13225,2162,NA,PHO,29
1993,NBA,All-NBA,1st,Karl Malone,F,13386,2252,NA,UTA,29
1993,NBA,All-NBA,1st,Michael Jordan,G,13461,2193,NA,CHI,29
1993,NBA,All-NBA,1st,Mark Price,G,13447,2324,NA,CLE,28
1993,NBA,All-NBA,2nd,Patrick Ewing,C,13484,2264,1962,NYK,30
1993,NBA,All-NBA,2nd,Larry Johnson,F,13414,2666,1969,CHH,23
1993,NBA,All-NBA,2nd,Dominique Wilkins,F,13280,2058,NA,ATL,33
1993,NBA,All-NBA,2nd,Joe Dumars,G,13368,2248,NA,DET,29
1993,NBA,All-NBA,2nd,John Stockton,G,13379,2183,NA,UTA,30
1993,NBA,All-NBA,3rd,David Robinson,C,13264,2494,NA,SAS,27
1993,NBA,All-NBA,3rd,Derrick Coleman,F,13274,2580,NA,NJN,25
1993,NBA,All-NBA,3rd,Scottie Pippen,F,13531,2394,NA,CHI,27
1993,NBA,All-NBA,3rd,Tim Hardaway,G,13568,2552,NA,GSW,26
1993,NBA,All-NBA,3rd,Dražen Petrović,G,13289,2501,NA,NJN,28
1993,NBA,All-Rookie,1st,LaPhonso Ellis,NA,13413,2728,NA,DEN,22
1993,NBA,All-Rookie,1st,Tom Gugliotta,NA,13577,2755,NA,WSB,23
1993,NBA,All-Rookie,1st,Christian Laettner,NA,13238,2706,NA,MIN,23
1993,NBA,All-Rookie,1st,Alonzo Mourning,NA,13176,2696,NA,CHH,22
1993,NBA,All-Rookie,1st,Shaquille O'Neal,NA,13537,2751,NA,ORL,20
1993,NBA,All-Rookie,2nd,Richard Dumas,NA,13502,2745,NA,PHO,23
1993,NBA,All-Rookie,2nd,Robert Horry,NA,13508,2747,NA,HOU,22
1993,NBA,All-Rookie,2nd,Latrell Sprewell,NA,13421,2729,NA,GSW,22
1993,NBA,All-Rookie,2nd,Clarence Weatherspoon,NA,13241,2707,NA,PHI,22
1993,NBA,All-Rookie,2nd,Walt Williams,NA,13600,2758,NA,SAC,22
1992,NBA,All-Defense,1st,Joe Dumars,NA,12902,2248,NA,DET,28
1992,NBA,All-Defense,1st,Michael Jordan,NA,12992,2193,NA,CHI,28
1992,NBA,All-Defense,1st,Scottie Pippen,NA,13068,2394,NA,CHI,26
1992,NBA,All-Defense,1st,David Robinson,NA,12804,2494,NA,SAS,26
1992,NBA,All-Defense,1st,Dennis Rodman,NA,12813,2301,NA,DET,30
1992,NBA,All-Defense,2nd,Patrick Ewing,NA,13020,2264,1962,NYK,29
1992,NBA,All-Defense,2nd,Larry Nance,NA,12957,2018,NA,CLE,32
1992,NBA,All-Defense,2nd,John Stockton,NA,12913,2183,NA,UTA,29
1992,NBA,All-Defense,2nd,Buck Williams,NA,12755,1981,NA,POR,31
1992,NBA,All-Defense,2nd,Micheal Williams,NA,12993,2447,NA,IND,25
1992,NBA,All-NBA,1st,David Robinson,C,12804,2494,NA,SAS,26
1992,NBA,All-NBA,1st,Karl Malone,F,12923,2252,NA,UTA,28
1992,NBA,All-NBA,1st,Chris Mullin,F,12772,2232,NA,GSW,28
1992,NBA,All-NBA,1st,Clyde Drexler,G,12781,2110,NA,POR,29
1992,NBA,All-NBA,1st,Michael Jordan,G,12992,2193,NA,CHI,28
1992,NBA,All-NBA,2nd,Patrick Ewing,C,13020,2264,1962,NYK,29
1992,NBA,All-NBA,2nd,Charles Barkley,F,12762,2162,NA,PHI,28
1992,NBA,All-NBA,2nd,Scottie Pippen,F,13068,2394,NA,CHI,26
1992,NBA,All-NBA,2nd,Tim Hardaway,G,13112,2552,NA,GSW,25
1992,NBA,All-NBA,2nd,John Stockton,G,12913,2183,NA,UTA,29
1992,NBA,All-NBA,3rd,Brad Daugherty,C,12742,2285,NA,CLE,26
1992,NBA,All-NBA,3rd,Dennis Rodman,F,12813,2301,NA,DET,30
1992,NBA,All-NBA,3rd,Kevin Willis,F,12947,2187,NA,ATL,29
1992,NBA,All-NBA,3rd,Kevin Johnson,G,12943,2371,NA,PHO,25
1992,NBA,All-NBA,3rd,Mark Price,G,12979,2324,NA,CLE,27
1992,NBA,All-Rookie,1st,Stacey Augmon,NA,13082,2684,NA,ATL,23
1992,NBA,All-Rookie,1st,Larry Johnson,NA,12955,2666,1969,CHH,22
1992,NBA,All-Rookie,1st,Dikembe Mutombo,NA,12820,2648,NA,DEN,25
1992,NBA,All-Rookie,1st,Billy Owens,NA,12729,2633,NA,GSW,22
1992,NBA,All-Rookie,1st,Steve Smith,NA,13095,2688,NA,MIA,22
1992,NBA,All-Rookie,2nd,Terrell Brandon,NA,13099,2689,NA,CLE,21
1992,NBA,All-Rookie,2nd,Rick Fox,NA,13040,2680,NA,BOS,22
1992,NBA,All-Rookie,2nd,Mark Macon,NA,12978,2670,NA,DEN,22
1992,NBA,All-Rookie,2nd,Stanley Roberts,NA,13084,2685,NA,ORL,21
1992,NBA,All-Rookie,2nd,Larry Stewart,NA,12960,2667,NA,WSB,23
1991,NBA,All-Defense,1st,Michael Jordan,NA,12545,2193,NA,CHI,27
1991,NBA,All-Defense,1st,Alvin Robertson,NA,12272,2158,NA,MIL,28
1991,NBA,All-Defense,1st,David Robinson,NA,12361,2494,NA,SAS,25
1991,NBA,All-Defense,1st,Dennis Rodman,NA,12368,2301,NA,DET,29
1991,NBA,All-Defense,1st,Buck Williams,NA,12310,1981,NA,POR,30
1991,NBA,All-Defense,2nd,Joe Dumars,NA,12464,2248,NA,DET,27
1991,NBA,All-Defense,2nd,Dan Majerle,NA,12342,2416,NA,PHO,25
1991,NBA,All-Defense,2nd,Hakeem Olajuwon,NA,12422,2176,NA,HOU,28
1991,NBA,All-Defense,2nd,Scottie Pippen,NA,12629,2394,NA,CHI,25
1991,NBA,All-Defense,2nd,John Stockton,NA,12474,2183,NA,UTA,28
1991,NBA,All-NBA,1st,David Robinson,C,12361,2494,NA,SAS,25
1991,NBA,All-NBA,1st,Charles Barkley,F,12318,2162,NA,PHI,27
1991,NBA,All-NBA,1st,Karl Malone,F,12481,2252,NA,UTA,27
1991,NBA,All-NBA,1st,Magic Johnson,G,12524,1878,NA,LAL,31
1991,NBA,All-NBA,1st,Michael Jordan,G,12545,2193,NA,CHI,27
1991,NBA,All-NBA,2nd,Patrick Ewing,C,12578,2264,1962,NYK,28
1991,NBA,All-NBA,2nd,Chris Mullin,F,12325,2232,NA,GSW,27
1991,NBA,All-NBA,2nd,Dominique Wilkins,F,12378,2058,NA,ATL,31
1991,NBA,All-NBA,2nd,Clyde Drexler,G,12333,2110,NA,POR,28
1991,NBA,All-NBA,2nd,Kevin Johnson,G,12500,2371,NA,PHO,24
1991,NBA,All-NBA,3rd,Hakeem Olajuwon,C,12422,2176,NA,HOU,28
1991,NBA,All-NBA,3rd,Bernard King,F,12292,1741,NA,WSB,34
1991,NBA,All-NBA,3rd,James Worthy,F,12442,2067,NA,LAL,29
1991,NBA,All-NBA,3rd,Joe Dumars,G,12464,2248,NA,DET,27
1991,NBA,All-NBA,3rd,John Stockton,G,12474,2183,NA,UTA,28
1991,NBA,All-Rookie,1st,Dee Brown,NA,12364,2578,1968,BOS,22
1991,NBA,All-Rookie,1st,Derrick Coleman,NA,12373,2580,NA,NJN,23
1991,NBA,All-Rookie,1st,Kendall Gill,NA,12487,2598,NA,CHH,22
1991,NBA,All-Rookie,1st,Dennis Scott,NA,12369,2579,NA,ORL,22
1991,NBA,All-Rookie,1st,Lionel Simmons,NA,12522,2606,NA,SAC,22
1991,NBA,All-Rookie,2nd,Mahmoud Abdul-Rauf,NA,12525,2608,NA,DEN,21
1991,NBA,All-Rookie,2nd,Willie Burton,NA,12697,2632,NA,MIA,22
1991,NBA,All-Rookie,2nd,Travis Mays,NA,12677,2628,NA,SAC,22
1991,NBA,All-Rookie,2nd,Gary Payton,NA,12405,2585,NA,SEA,22
1991,NBA,All-Rookie,2nd,Felton Spencer,NA,12399,2584,NA,MIN,23
1990,NBA,All-Defense,1st,Joe Dumars,NA,11998,2248,NA,DET,26
1990,NBA,All-Defense,1st,Michael Jordan,NA,12081,2193,NA,CHI,26
1990,NBA,All-Defense,1st,Hakeem Olajuwon,NA,11947,2176,NA,HOU,27
1990,NBA,All-Defense,1st,Dennis Rodman,NA,11901,2301,NA,DET,28
1990,NBA,All-Defense,1st,Buck Williams,NA,11850,1981,NA,POR,29
1990,NBA,All-Defense,2nd,Derek Harper,NA,11902,2117,NA,DAL,28
1990,NBA,All-Defense,2nd,Rick Mahorn,NA,12152,1961,NA,PHI,31
1990,NBA,All-Defense,2nd,Kevin McHale,NA,12036,1938,NA,BOS,32
1990,NBA,All-Defense,2nd,Alvin Robertson,NA,11810,2158,NA,MIL,27
1990,NBA,All-Defense,2nd,David Robinson,NA,11895,2494,NA,SAS,24
1990,NBA,All-NBA,1st,Patrick Ewing,C,12118,2264,1962,NYK,27
1990,NBA,All-NBA,1st,Charles Barkley,F,11857,2162,NA,PHI,26
1990,NBA,All-NBA,1st,Karl Malone,F,12017,2252,NA,UTA,26
1990,NBA,All-NBA,1st,Magic Johnson,G,12057,1878,NA,LAL,30
1990,NBA,All-NBA,1st,Michael Jordan,G,12081,2193,NA,CHI,26
1990,NBA,All-NBA,2nd,Hakeem Olajuwon,C,11947,2176,NA,HOU,27
1990,NBA,All-NBA,2nd,Larry Bird,F,12044,1875,NA,BOS,33
1990,NBA,All-NBA,2nd,Tom Chambers,F,12229,2038,NA,PHO,30
1990,NBA,All-NBA,2nd,Kevin Johnson,G,12035,2371,NA,PHO,23
1990,NBA,All-NBA,2nd,John Stockton,G,12009,2183,NA,UTA,27
1990,NBA,All-NBA,3rd,David Robinson,C,11895,2494,NA,SAS,24
1990,NBA,All-NBA,3rd,Chris Mullin,F,11868,2232,NA,GSW,26
1990,NBA,All-NBA,3rd,James Worthy,F,11964,2067,NA,LAL,28
1990,NBA,All-NBA,3rd,Clyde Drexler,G,11878,2110,NA,POR,27
1990,NBA,All-NBA,3rd,Joe Dumars,G,11998,2248,NA,DET,26
1990,NBA,All-Rookie,1st,Vlade Divac,NA,12248,2557,NA,LAL,21
1990,NBA,All-Rookie,1st,Sherman Douglas,NA,12193,2545,NA,MIA,23
1990,NBA,All-Rookie,1st,Tim Hardaway,NA,12221,2552,NA,GSW,23
1990,NBA,All-Rookie,1st,Pooh Richardson,NA,12125,2535,NA,MIN,23
1990,NBA,All-Rookie,1st,David Robinson,NA,11895,2494,NA,SAS,24
1990,NBA,All-Rookie,2nd,Blue Edwards,NA,11835,2483,NA,UTA,24
1990,NBA,All-Rookie,2nd,Sean Elliott,NA,12187,2543,NA,SAS,21
1990,NBA,All-Rookie,2nd,Stacey King,NA,12198,2546,NA,CHI,23
1990,NBA,All-Rookie,2nd,J.R. Reid,NA,11957,2513,NA,CHH,21
1990,NBA,All-Rookie,2nd,Glen Rice,NA,11939,2509,NA,MIA,22
1989,NBA,All-Defense,1st,Joe Dumars,NA,11566,2248,NA,DET,25
1989,NBA,All-Defense,1st,Mark Eaton,NA,11637,2081,NA,UTA,32
1989,NBA,All-Defense,1st,Michael Jordan,NA,11649,2193,NA,CHI,25
1989,NBA,All-Defense,1st,Larry Nance,NA,11618,2018,NA,CLE,29
1989,NBA,All-Defense,1st,Dennis Rodman,NA,11477,2301,NA,DET,27
1989,NBA,All-Defense,2nd,Patrick Ewing,NA,11676,2264,1962,NYK,26
1989,NBA,All-Defense,2nd,A.C. Green,NA,11365,2218,NA,LAL,25
1989,NBA,All-Defense,2nd,Kevin McHale,NA,11608,1938,NA,BOS,31
1989,NBA,All-Defense,2nd,Alvin Robertson,NA,11374,2158,NA,SAS,26
1989,NBA,All-Defense,2nd,John Stockton,NA,11581,2183,NA,UTA,26
1989,NBA,All-NBA,1st,Hakeem Olajuwon,C,11528,2176,NA,HOU,26
1989,NBA,All-NBA,1st,Charles Barkley,F,11419,2162,NA,PHI,25
