season,lg,type,team_rank,player,position,seas_id,player_id,birth_year,tm,age
1989,NBA,All-NBA,1st,Karl Malone,F,11592,2252,NA,UTA,25
1989,NBA,All-NBA,1st,Magic Johnson,G,11625,1878,NA,LAL,29
1989,NBA,All-NBA,1st,Michael Jordan,G,11649,2193,NA,CHI,25
1989,NBA,All-NBA,2nd,Patrick Ewing,C,11676,2264,1962,NYK,26
1989,NBA,All-NBA,2nd,Tom Chambers,F,11774,2038,NA,PHO,29
1989,NBA,All-NBA,2nd,Chris Mullin,F,11428,2232,NA,GSW,25
1989,NBA,All-NBA,2nd,Kevin Johnson,G,11607,2371,NA,PHO,22
1989,NBA,All-NBA,2nd,John Stockton,G,11581,2183,NA,UTA,26
1989,NBA,All-NBA,3rd,Robert Parish,C,11713,1723,NA,BOS,35
1989,NBA,All-NBA,3rd,Terry Cummings,F,11762,2098,NA,MIL,27
1989,NBA,All-NBA,3rd,Dominique Wilkins,F,11491,2058,NA,ATL,29
1989,NBA,All-NBA,3rd,Dale Ellis,G,11446,2112,NA,SEA,28
1989,NBA,All-NBA,3rd,Mark Price,G,11640,2324,NA,CLE,24
1989,NBA,All-Rookie,1st,Willie Anderson,NA,11799,2478,NA,SAS,22
1989,NBA,All-Rookie,1st,Hersey Hawkins,NA,11534,2431,NA,PHI,22
1989,NBA,All-Rookie,1st,Mitch Richmond,NA,11659,2449,NA,GSW,23
1989,NBA,All-Rookie,1st,Charles Smith,NA,11425,2412,1965,LAC,23
1989,NBA,All-Rookie,1st,Rik Smits,NA,11710,2458,NA,IND,22
1989,NBA,All-Rookie,2nd,Rex Chapman,NA,11701,2455,NA,CHH,21
1989,NBA,All-Rookie,2nd,Kevin Edwards,NA,11605,2442,NA,MIA,23
1989,NBA,All-Rookie,2nd,Chris Morris,NA,11427,2413,NA,NJN,23
1989,NBA,All-Rookie,2nd,Brian Shaw,NA,11410,2410,NA,BOS,22
1989,NBA,All-Rookie,2nd,Rod Strickland,NA,11716,2461,NA,NYK,22
1988,NBA,All-Defense,1st,Michael Cooper,NA,11207,1823,NA,LAL,31
1988,NBA,All-Defense,1st,Michael Jordan,NA,11210,2193,NA,CHI,24
1988,NBA,All-Defense,1st,Rodney McCray,NA,11282,2146,NA,HOU,26
1988,NBA,All-Defense,1st,Kevin McHale,NA,11162,1938,NA,BOS,30
1988,NBA,All-Defense,1st,Hakeem Olajuwon,NA,11085,2176,NA,HOU,25
1988,NBA,All-Defense,2nd,Fat Lever,NA,11070,2063,NA,DEN,27
1988,NBA,All-Defense,2nd,Karl Malone,NA,11146,2252,NA,UTA,24
1988,NBA,All-Defense,2nd,Alvin Robertson,NA,10947,2158,NA,SAS,25
1988,NBA,All-Defense,2nd,Buck Williams,NA,10985,1981,NA,NJN,27
1988,NBA,All-Defense,2nd,Mark Eaton,NA,11189,2081,NA,UTA,31
1988,NBA,All-Defense,2nd,Patrick Ewing,NA,11244,2264,1962,NYK,25
1988,NBA,All-NBA,1st,Hakeem Olajuwon,C,11085,2176,NA,HOU,25
1988,NBA,All-NBA,1st,Charles Barkley,F,10993,2162,NA,PHI,24
1988,NBA,All-NBA,1st,Larry Bird,F,11170,1875,NA,BOS,31
1988,NBA,All-NBA,1st,Magic Johnson,G,11183,1878,NA,LAL,28
1988,NBA,All-NBA,1st,Michael Jordan,G,11210,2193,NA,CHI,24
1988,NBA,All-NBA,2nd,Patrick Ewing,C,11244,2264,1962,NYK,25
1988,NBA,All-NBA,2nd,Karl Malone,F,11146,2252,NA,UTA,24
1988,NBA,All-NBA,2nd,Dominique Wilkins,F,11057,2058,NA,ATL,28
1988,NBA,All-NBA,2nd,Clyde Drexler,G,11015,2110,NA,POR,25
1988,NBA,All-NBA,2nd,John Stockton,G,11133,2183,NA,UTA,25
1988,NBA,All-Rookie,1st,Greg Anderson,NA,11080,2360,NA,SAS,23
1988,NBA,All-Rookie,1st,Armen Gilliam,NA,10954,2344,NA,PHO,23
1988,NBA,All-Rookie,1st,Mark Jackson,NA,11190,2373,NA,NYK,22
1988,NBA,All-Rookie,1st,Derrick McKey,NA,11051,2356,NA,SEA,21
1988,NBA,All-Rookie,1st,Kenny Smith,NA,11150,2369,NA,SAC,22
1987,NBA,All-Defense,1st,Michael Cooper,NA,10813,1823,NA,LAL,30
1987,NBA,All-Defense,1st,Dennis Johnson,NA,10660,1701,NA,BOS,32
1987,NBA,All-Defense,1st,Kevin McHale,NA,10773,1938,NA,BOS,29
1987,NBA,All-Defense,1st,Hakeem Olajuwon,NA,10706,2176,NA,HOU,24
1987,NBA,All-Defense,1st,Alvin Robertson,NA,10570,2158,NA,SAS,24
1987,NBA,All-Defense,2nd,Maurice Cheeks,NA,10805,1822,NA,PHI,30
1987,NBA,All-Defense,2nd,Mark Eaton,NA,10798,2081,NA,UTA,30
1987,NBA,All-Defense,2nd,Derek Harper,NA,10663,2117,NA,DAL,25
1987,NBA,All-Defense,2nd,Rodney McCray,NA,10874,2146,NA,HOU,25
1987,NBA,All-Defense,2nd,Paul Pressey,NA,10848,2086,NA,MIL,28
1987,NBA,All-NBA,1st,Hakeem Olajuwon,C,10706,2176,NA,HOU,24
1987,NBA,All-NBA,1st,Larry Bird,F,10784,1875,NA,BOS,30
1987,NBA,All-NBA,1st,Kevin McHale,F,10773,1938,NA,BOS,29
1987,NBA,All-NBA,1st,Magic Johnson,G,10793,1878,NA,LAL,27
1987,NBA,All-NBA,1st,Michael Jordan,G,10815,2193,NA,CHI,23
1987,NBA,All-NBA,2nd,Moses Malone,C,10832,1605,1955,WSB,31
1987,NBA,All-NBA,2nd,Charles Barkley,F,10614,2162,NA,PHI,23
1987,NBA,All-NBA,2nd,Dominique Wilkins,F,10670,2058,NA,ATL,27
1987,NBA,All-NBA,2nd,Fat Lever,G,10684,2063,NA,DEN,26
1987,NBA,All-NBA,2nd,Isiah Thomas,G,10711,2003,NA,DET,25
1987,NBA,All-Rookie,1st,Brad Daugherty,NA,10596,2285,NA,CLE,21
1987,NBA,All-Rookie,1st,Ron Harper,NA,10877,2335,NA,CLE,23
1987,NBA,All-Rookie,1st,Chuck Person,NA,10625,2292,NA,IND,22
1987,NBA,All-Rookie,1st,Roy Tarpley,NA,10882,2337,NA,DAL,22
1987,NBA,All-Rookie,1st,Hot Rod Williams,NA,10710,2308,NA,CLE,24
1986,NBA,All-Defense,1st,Maurice Cheeks,NA,10418,1822,NA,PHI,29
1986,NBA,All-Defense,1st,Mark Eaton,NA,10414,2081,NA,UTA,29
1986,NBA,All-Defense,1st,Kevin McHale,NA,10384,1938,NA,BOS,28
1986,NBA,All-Defense,1st,Sidney Moncrief,NA,10519,1889,NA,MIL,28
1986,NBA,All-Defense,1st,Paul Pressey,NA,10458,2086,NA,MIL,27
1986,NBA,All-Defense,2nd,Manute Bol,NA,10409,2258,NA,WSB,23
1986,NBA,All-Defense,2nd,Michael Cooper,NA,10423,1823,NA,LAL,29
1986,NBA,All-Defense,2nd,Bill Hanzlik,NA,10202,1901,NA,DEN,28
1986,NBA,All-Defense,2nd,Dennis Johnson,NA,10269,1701,NA,BOS,31
1986,NBA,All-Defense,2nd,Alvin Robertson,NA,10192,2158,NA,SAS,23
1986,NBA,All-NBA,1st,Kareem Abdul-Jabbar,C,10370,1204,NA,LAL,38
1986,NBA,All-NBA,1st,Larry Bird,F,10394,1875,NA,BOS,29
1986,NBA,All-NBA,1st,Dominique Wilkins,F,10277,2058,NA,ATL,26
1986,NBA,All-NBA,1st,Magic Johnson,G,10408,1878,NA,LAL,26
1986,NBA,All-NBA,1st,Isiah Thomas,G,10319,2003,NA,DET,24
1986,NBA,All-NBA,2nd,Hakeem Olajuwon,C,10315,2176,NA,HOU,23
1986,NBA,All-NBA,2nd,Charles Barkley,F,10231,2162,NA,PHI,22
1986,NBA,All-NBA,2nd,Alex English,F,10186,1693,NA,DEN,32
1986,NBA,All-NBA,2nd,Sidney Moncrief,G,10519,1889,NA,MIL,28
1986,NBA,All-NBA,2nd,Alvin Robertson,G,10192,2158,NA,SAS,23
1986,NBA,All-Rookie,1st,Joe Dumars,NA,10354,2248,NA,DET,22
1986,NBA,All-Rookie,1st,Patrick Ewing,NA,10456,2264,1962,NYK,23
1986,NBA,All-Rookie,1st,Karl Malone,NA,10371,2252,NA,UTA,22
1986,NBA,All-Rookie,1st,Xavier McDaniel,NA,10559,2278,NA,SEA,22
1986,NBA,All-Rookie,1st,Charles Oakley,NA,10235,2230,NA,CHI,22
1985,NBA,All-Defense,1st,Maurice Cheeks,NA,10053,1822,NA,PHI,28
1985,NBA,All-Defense,1st,Michael Cooper,NA,10057,1823,NA,LAL,28
1985,NBA,All-Defense,1st,Mark Eaton,NA,10044,2081,NA,UTA,28
1985,NBA,All-Defense,1st,Sidney Moncrief,NA,10142,1889,NA,MIL,27
1985,NBA,All-Defense,1st,Paul Pressey,NA,10089,2086,NA,MIL,26
1985,NBA,All-Defense,2nd,T.R. Dunn,NA,10152,1782,NA,DEN,29
1985,NBA,All-Defense,2nd,Dennis Johnson,NA,9909,1701,NA,BOS,30
1985,NBA,All-Defense,2nd,Bobby Jones,NA,9846,1559,1951,PHI,33
1985,NBA,All-Defense,2nd,Hakeem Olajuwon,NA,9950,2176,NA,HOU,22
1985,NBA,All-Defense,2nd,Danny Vranes,NA,9894,1989,NA,SEA,26
1985,NBA,All-NBA,1st,Moses Malone,C,10078,1605,1955,PHI,29
1985,NBA,All-NBA,1st,Larry Bird,F,10017,1875,NA,BOS,28
1985,NBA,All-NBA,1st,Bernard King,F,9834,1741,NA,NYK,28
1985,NBA,All-NBA,1st,Magic Johnson,G,10038,1878,NA,LAL,25
1985,NBA,All-NBA,1st,Isiah Thomas,G,9955,2003,NA,DET,23
1985,NBA,All-NBA,2nd,Kareem Abdul-Jabbar,C,9996,1204,NA,LAL,37
1985,NBA,All-NBA,2nd,Terry Cummings,F,10154,2098,NA,MIL,23
1985,NBA,All-NBA,2nd,Ralph Sampson,F,10101,2142,NA,HOU,24
1985,NBA,All-NBA,2nd,Michael Jordan,G,10059,2193,NA,CHI,21
1985,NBA,All-NBA,2nd,Sidney Moncrief,G,10142,1889,NA,MIL,27
1985,NBA,All-Rookie,1st,Charles Barkley,NA,9859,2162,NA,PHI,21
1985,NBA,All-Rookie,1st,Sam Bowie,NA,10131,2203,NA,POR,23
1985,NBA,All-Rookie,1st,Michael Jordan,NA,10059,2193,NA,CHI,21
1985,NBA,All-Rookie,1st,Hakeem Olajuwon,NA,9950,2176,NA,HOU,22
1985,NBA,All-Rookie,1st,Sam Perkins,NA,10132,2204,NA,DAL,23
1984,NBA,All-Defense,1st,Maurice Cheeks,NA,9698,1822,NA,PHI,27
1984,NBA,All-Defense,1st,Michael Cooper,NA,9701,1823,NA,LAL,27
1984,NBA,All-Defense,1st,Bobby Jones,NA,9505,1559,1951,PHI,32
1984,NBA,All-Defense,1st,Sidney Moncrief,NA,9784,1889,NA,MIL,26
1984,NBA,All-Defense,1st,Tree Rollins,NA,9807,1787,NA,ATL,28
1984,NBA,All-Defense,2nd,Kareem Abdul-Jabbar,NA,9643,1204,NA,LAL,36
1984,NBA,All-Defense,2nd,Larry Bird,NA,9664,1875,NA,BOS,27
1984,NBA,All-Defense,2nd,T.R. Dunn,NA,9796,1782,NA,DEN,28
1984,NBA,All-Defense,2nd,Dennis Johnson,NA,9563,1701,NA,BOS,29
1984,NBA,All-Defense,2nd,Dan Roundfield,NA,9541,1634,1953,ATL,30
1984,NBA,All-NBA,1st,Kareem Abdul-Jabbar,C,9643,1204,NA,LAL,36
1984,NBA,All-NBA,1st,Larry Bird,F,9664,1875,NA,BOS,27
1984,NBA,All-NBA,1st,Bernard King,F,9491,1741,NA,NYK,27
1984,NBA,All-NBA,1st,Magic Johnson,G,9686,1878,NA,LAL,24
1984,NBA,All-NBA,1st,Isiah Thomas,G,9606,2003,NA,DET,22
1984,NBA,All-NBA,2nd,Moses Malone,C,9718,1605,1955,PHI,28
1984,NBA,All-NBA,2nd,Adrian Dantley,F,9477,1692,NA,UTA,28
1984,NBA,All-NBA,2nd,Julius Erving,F,9641,1381,1950,PHI,33
1984,NBA,All-NBA,2nd,Sidney Moncrief,G,9784,1889,NA,MIL,26
1984,NBA,All-NBA,2nd,Jim Paxson,G,9624,1871,1957,POR,26
1984,NBA,All-Rookie,1st,Jeff Malone,NA,9618,2124,NA,WSB,22
1984,NBA,All-Rookie,1st,Ralph Sampson,NA,9735,2142,NA,HOU,23
1984,NBA,All-Rookie,1st,Byron Scott,NA,9516,2107,NA,LAL,22
1984,NBA,All-Rookie,1st,Steve Stipanovich,NA,9793,2153,NA,IND,23
1984,NBA,All-Rookie,1st,Thurl Bailey,NA,9800,2155,NA,UTA,22
1984,NBA,All-Rookie,1st,Darrell Walker,NA,9549,2115,NA,NYK,22
1983,NBA,All-Defense,1st,Bobby Jones,NA,9121,1559,1951,PHI,31
1983,NBA,All-Defense,1st,Moses Malone,NA,9357,1605,1955,PHI,27
1983,NBA,All-Defense,1st,Sidney Moncrief,NA,9437,1889,NA,MIL,25
1983,NBA,All-Defense,1st,Dan Roundfield,NA,9156,1634,1953,ATL,29
1983,NBA,All-Defense,1st,Maurice Cheeks,NA,9335,1822,NA,PHI,26
1983,NBA,All-Defense,1st,Dennis Johnson,NA,9177,1701,NA,PHO,28
1983,NBA,All-Defense,2nd,Larry Bird,NA,9302,1875,NA,BOS,26
1983,NBA,All-Defense,2nd,Michael Cooper,NA,9338,1823,NA,LAL,26
1983,NBA,All-Defense,2nd,T.R. Dunn,NA,9453,1782,NA,DEN,27
1983,NBA,All-Defense,2nd,Kevin McHale,NA,9296,1938,NA,BOS,25
1983,NBA,All-Defense,2nd,Tree Rollins,NA,9464,1787,NA,ATL,27
1983,NBA,All-NBA,1st,Moses Malone,C,9357,1605,1955,PHI,27
1983,NBA,All-NBA,1st,Larry Bird,F,9302,1875,NA,BOS,26
1983,NBA,All-NBA,1st,Julius Erving,F,9284,1381,1950,PHI,32
1983,NBA,All-NBA,1st,Magic Johnson,G,9323,1878,NA,LAL,23
1983,NBA,All-NBA,1st,Sidney Moncrief,G,9437,1889,NA,MIL,25
1983,NBA,All-NBA,2nd,Kareem Abdul-Jabbar,C,9286,1204,NA,LAL,35
1983,NBA,All-NBA,2nd,Alex English,F,9089,1693,NA,DEN,29
1983,NBA,All-NBA,2nd,Buck Williams,F,9128,1981,NA,NJN,22
1983,NBA,All-NBA,2nd,George Gervin,G,9210,1447,1952,SAS,30
1983,NBA,All-NBA,2nd,Isiah Thomas,G,9225,2003,NA,DET,21
1983,NBA,All-Rookie,1st,Terry Cummings,NA,9454,2098,NA,SDC,21
1983,NBA,All-Rookie,1st,Quintin Dailey,NA,9378,2087,NA,CHI,22
1983,NBA,All-Rookie,1st,Clark Kellogg,NA,9144,2049,NA,IND,21
1983,NBA,All-Rookie,1st,Dominique Wilkins,NA,9179,2058,NA,ATL,23
1983,NBA,All-Rookie,1st,James Worthy,NA,9240,2067,NA,LAL,21
1982,NBA,All-Defense,1st,Michael Cooper,NA,8953,1823,NA,LAL,25
1982,NBA,All-Defense,1st,Dennis Johnson,NA,8803,1701,NA,PHO,27
1982,NBA,All-Defense,1st,Bobby Jones,NA,8750,1559,1951,PHI,30
1982,NBA,All-Defense,1st,Caldwell Jones,NA,8760,1495,1950,PHI,31
1982,NBA,All-Defense,1st,Dan Roundfield,NA,8787,1634,1953,ATL,28
1982,NBA,All-Defense,2nd,Larry Bird,NA,8924,1875,NA,BOS,25
1982,NBA,All-Defense,2nd,Quinn Buckner,NA,9003,1721,NA,MIL,27
1982,NBA,All-Defense,2nd,Sidney Moncrief,NA,9052,1889,NA,MIL,24
1982,NBA,All-Defense,2nd,Lonnie Shelton,NA,8936,1711,NA,SEA,26
1982,NBA,All-Defense,2nd,Jack Sikma,NA,8850,1755,NA,SEA,26
1982,NBA,All-NBA,1st,Moses Malone,C,8980,1605,1955,HOU,26
1982,NBA,All-NBA,1st,Larry Bird,F,8924,1875,NA,BOS,25
1982,NBA,All-NBA,1st,Julius Erving,F,8898,1381,1950,PHI,31
1982,NBA,All-NBA,1st,George Gervin,G,8831,1447,1952,SAS,29
1982,NBA,All-NBA,1st,Gus Williams,G,8842,1647,NA,SEA,28
1982,NBA,All-NBA,2nd,Robert Parish,C,9026,1723,NA,BOS,28
1982,NBA,All-NBA,2nd,Alex English,F,8720,1693,NA,DEN,28
1982,NBA,All-NBA,2nd,Bernard King,F,8732,1741,NA,GSW,25
1982,NBA,All-NBA,2nd,Magic Johnson,G,8941,1878,NA,LAL,22
1982,NBA,All-NBA,2nd,Sidney Moncrief,G,9052,1889,NA,MIL,24
1982,NBA,All-Rookie,1st,Jeff Ruland,NA,8868,2006,NA,WSB,23
1982,NBA,All-Rookie,1st,Isiah Thomas,NA,8849,2003,NA,DET,20
1982,NBA,All-Rookie,1st,Kelly Tripucka,NA,8902,2012,NA,DET,22
1982,NBA,All-Rookie,1st,Jay Vincent,NA,8864,2004,NA,DAL,22
1982,NBA,All-Rookie,1st,Buck Williams,NA,8758,1981,NA,NJN,21
1981,NBA,All-Defense,1st,Kareem Abdul-Jabbar,NA,8537,1204,NA,LAL,33
1981,NBA,All-Defense,1st,Dennis Johnson,NA,8438,1701,NA,PHO,26
1981,NBA,All-Defense,1st,Bobby Jones,NA,8394,1559,1951,PHI,29
1981,NBA,All-Defense,1st,Caldwell Jones,NA,8401,1495,1950,PHI,30
1981,NBA,All-Defense,1st,Micheal Ray Richardson,NA,8589,1824,NA,NYK,25
1981,NBA,All-Defense,2nd,Quinn Buckner,NA,8629,1721,NA,MIL,26
1981,NBA,All-Defense,2nd,George Johnson,NA,8471,1448,1948,SAS,32
1981,NBA,All-Defense,2nd,Dan Roundfield,NA,8425,1634,1953,ATL,27
1981,NBA,All-Defense,2nd,Kermit Washington,NA,8545,1516,NA,POR,29
1981,NBA,All-Defense,2nd,Dudley Bradley,NA,8449,1860,NA,IND,23
1981,NBA,All-Defense,2nd,Michael Cooper,NA,8587,1823,NA,LAL,24
1981,NBA,All-NBA,1st,Kareem Abdul-Jabbar,C,8537,1204,NA,LAL,33
1981,NBA,All-NBA,1st,Larry Bird,F,8556,1875,NA,BOS,24
1981,NBA,All-NBA,1st,Julius Erving,F,8535,1381,1950,PHI,30
1981,NBA,All-NBA,1st,George Gervin,G,8470,1447,1952,SAS,28
1981,NBA,All-NBA,1st,Dennis Johnson,G,8438,1701,NA,PHO,26
1981,NBA,All-NBA,2nd,Moses Malone,C,8610,1605,1955,HOU,25
1981,NBA,All-NBA,2nd,Adrian Dantley,F,8351,1692,NA,UTA,25
1981,NBA,All-NBA,2nd,Marques Johnson,F,8580,1767,NA,MIL,24
1981,NBA,All-NBA,2nd,Tiny Archibald,G,8685,1329,NA,BOS,32
1981,NBA,All-NBA,2nd,Otis Birdsong,G,8619,1771,NA,KCK,25
1981,NBA,All-Rookie,1st,Joe Barry Carroll,NA,8510,1931,NA,GSW,22
1981,NBA,All-Rookie,1st,Darrell Griffith,NA,8427,1915,NA,UTA,22
1981,NBA,All-Rookie,1st,Kevin McHale,NA,8548,1938,NA,BOS,23
1981,NBA,All-Rookie,1st,Kelvin Ransey,NA,8540,1936,NA,POR,22
1981,NBA,All-Rookie,1st,Larry Smith,NA,8560,1942,NA,GSW,23
1980,NBA,All-Defense,1st,Kareem Abdul-Jabbar,NA,8180,1204,NA,LAL,32
1980,NBA,All-Defense,1st,Dennis Johnson,NA,8078,1701,NA,SEA,25
1980,NBA,All-Defense,1st,Bobby Jones,NA,8036,1559,1951,PHI,28
1980,NBA,All-Defense,1st,Dan Roundfield,NA,8066,1634,1953,ATL,26
1980,NBA,All-Defense,1st,Don Buse,NA,8079,1439,1950,PHO,29
1980,NBA,All-Defense,1st,Micheal Ray Richardson,NA,8224,1824,NA,NYK,24
1980,NBA,All-Defense,2nd,Quinn Buckner,NA,8261,1721,NA,MIL,25
1980,NBA,All-Defense,2nd,Dave Cowens,NA,8070,1260,NA,BOS,31
1980,NBA,All-Defense,2nd,Eddie Johnson,NA,8093,1747,1955,ATL,24
1980,NBA,All-Defense,2nd,Kermit Washington,NA,8187,1516,NA,POR,28
1980,NBA,All-Defense,2nd,Scott Wedman,NA,8301,1613,NA,KCK,27
1980,NBA,All-NBA,1st,Kareem Abdul-Jabbar,C,8180,1204,NA,LAL,32
1980,NBA,All-NBA,1st,Larry Bird,F,8193,1875,NA,BOS,23
1980,NBA,All-NBA,1st,Julius Erving,F,8178,1381,1950,PHI,29
1980,NBA,All-NBA,1st,George Gervin,G,8107,1447,1952,SAS,27
1980,NBA,All-NBA,1st,Paul Westphal,G,8249,1469,NA,PHO,29
1980,NBA,All-NBA,2nd,Moses Malone,C,8236,1605,1955,HOU,24
1980,NBA,All-NBA,2nd,Marques Johnson,F,8215,1767,NA,MIL,23
1980,NBA,All-NBA,2nd,Dan Roundfield,F,8066,1634,1953,ATL,26
1980,NBA,All-NBA,2nd,Dennis Johnson,G,8078,1701,NA,SEA,25
1980,NBA,All-NBA,2nd,Gus Williams,G,8120,1647,NA,SEA,26
1980,NBA,All-Rookie,1st,Larry Bird,NA,8193,1875,NA,BOS,23
1980,NBA,All-Rookie,1st,Bill Cartwright,NA,8013,1849,NA,NYK,22
1980,NBA,All-Rookie,1st,Dave Greenwood,NA,8071,1858,NA,CHI,22
1980,NBA,All-Rookie,1st,Magic Johnson,NA,8208,1878,NA,LAL,20
1980,NBA,All-Rookie,1st,Calvin Natt,NA,8049,1853,NA,TOT,23
1979,NBA,All-Defense,1st,Kareem Abdul-Jabbar,NA,7824,1204,NA,LAL,31
1979,NBA,All-Defense,1st,Don Buse,NA,7731,1439,1950,PHO,28
1979,NBA,All-Defense,1st,Bob Dandridge,NA,7678,1168,NA,WSB,31
1979,NBA,All-Defense,1st,Dennis Johnson,NA,7729,1701,NA,SEA,24
1979,NBA,All-Defense,1st,Bobby Jones,NA,7687,1559,1951,PHI,27
1979,NBA,All-Defense,2nd,M.L. Carr,NA,7853,1671,1951,DET,28
1979,NBA,All-Defense,2nd,Lionel Hollins,NA,7846,1670,NA,POR,25
1979,NBA,All-Defense,2nd,Eddie Johnson,NA,7742,1747,1955,ATL,23
1979,NBA,All-Defense,2nd,Maurice Lucas,NA,7866,1602,1952,POR,26
1979,NBA,All-Defense,2nd,Moses Malone,NA,7879,1605,1955,HOU,23
1979,NBA,All-NBA,1st,Moses Malone,C,7879,1605,1955,HOU,23
1979,NBA,All-NBA,1st,Elvin Hayes,F,7745,1101,NA,WSB,33
1979,NBA,All-NBA,1st,Marques Johnson,F,7859,1767,NA,MIL,22
1979,NBA,All-NBA,1st,George Gervin,G,7760,1447,1952,SAS,26
1979,NBA,All-NBA,1st,Paul Westphal,G,7892,1469,NA,PHO,28
1979,NBA,All-NBA,2nd,Kareem Abdul-Jabbar,C,7824,1204,NA,LAL,31
1979,NBA,All-NBA,2nd,Bob Dandridge,F,7678,1168,NA,WSB,31
1979,NBA,All-NBA,2nd,Walter Davis,F,7983,1788,NA,PHO,24
1979,NBA,All-NBA,2nd,Phil Ford,G,7895,1828,NA,KCK,22
1979,NBA,All-NBA,2nd,World B. Free,G,7992,1691,NA,SDC,25
1979,NBA,All-Rookie,1st,Ron Brewer,NA,7927,1836,NA,POR,23
1979,NBA,All-Rookie,1st,Phil Ford,NA,7895,1828,NA,KCK,22
1979,NBA,All-Rookie,1st,Reggie Theus,NA,7908,1832,NA,CHI,21
1979,NBA,All-Rookie,1st,Mychal Thompson,NA,7880,1826,NA,POR,24
1979,NBA,All-Rookie,1st,Terry Tyler,NA,7960,1840,NA,DET,22
1978,NBA,All-Defense,1st,Don Buse,NA,7373,1439,1950,PHO,27
1978,NBA,All-Defense,1st,Lionel Hollins,NA,7507,1670,NA,POR,24
1978,NBA,All-Defense,1st,Bobby Jones,NA,7319,1559,1951,DEN,26
1978,NBA,All-Defense,1st,Maurice Lucas,NA,7527,1602,1952,POR,25
1978,NBA,All-Defense,1st,Bill Walton,NA,7298,1556,NA,POR,25
1978,NBA,All-Defense,2nd,Quinn Buckner,NA,7563,1721,NA,MIL,23
1978,NBA,All-Defense,2nd,E.C. Coleman,NA,7380,1501,NA,GSW,27
1978,NBA,All-Defense,2nd,Bob Gross,NA,7314,1628,NA,POR,24
1978,NBA,All-Defense,2nd,Norm Van Lier,NA,7551,1219,NA,CHI,30
1978,NBA,All-Defense,2nd,Kareem Abdul-Jabbar,NA,7480,1204,NA,LAL,30
1978,NBA,All-Defense,2nd,Artis Gilmore,NA,7292,1338,1949,CHI,28
1978,NBA,All-NBA,1st,Bill Walton,C,7298,1556,NA,POR,25
1978,NBA,All-NBA,1st,Julius Erving,F,7478,1381,1950,PHI,27
1978,NBA,All-NBA,1st,Truck Robinson,F,7626,1619,NA,NOJ,26
1978,NBA,All-NBA,1st,George Gervin,G,7407,1447,1952,SAS,25
1978,NBA,All-NBA,1st,David Thompson,G,7365,1637,1954,DEN,23
1978,NBA,All-NBA,2nd,Kareem Abdul-Jabbar,C,7480,1204,NA,LAL,30
1978,NBA,All-NBA,2nd,Walter Davis,F,7631,1788,NA,PHO,23
1978,NBA,All-NBA,2nd,Maurice Lucas,F,7527,1602,1952,POR,25
1978,NBA,All-NBA,2nd,Pete Maravich,G,7557,1315,NA,NOJ,30
1978,NBA,All-NBA,2nd,Paul Westphal,G,7556,1469,NA,PHO,27
1978,NBA,All-Rookie,1st,Walter Davis,NA,7631,1788,NA,PHO,23
1978,NBA,All-Rookie,1st,Marques Johnson,NA,7522,1767,NA,MIL,21
1978,NBA,All-Rookie,1st,Bernard King,NA,7296,1741,NA,NJN,21
1978,NBA,All-Rookie,1st,Norm Nixon,NA,7550,1770,NA,LAL,22
1978,NBA,All-Rookie,1st,Jack Sikma,NA,7428,1755,NA,SEA,22
1977,NBA,All-Defense,1st,Don Buse,NA,7015,1439,1950,IND,26
1977,NBA,All-Defense,1st,E.C. Coleman,NA,7021,1501,NA,NOJ,26
1977,NBA,All-Defense,1st,Bobby Jones,NA,6953,1559,1951,DEN,25
1977,NBA,All-Defense,1st,Norm Van Lier,NA,7190,1219,NA,CHI,29
1977,NBA,All-Defense,1st,Bill Walton,NA,6933,1556,NA,POR,24
1977,NBA,All-Defense,2nd,Kareem Abdul-Jabbar,NA,7114,1204,NA,LAL,29
1977,NBA,All-Defense,2nd,Jim Brewer,NA,7077,1508,NA,CLE,25
1977,NBA,All-Defense,2nd,Don Chaney,NA,7016,1092,1946,LAL,30
1977,NBA,All-Defense,2nd,Brian Taylor,NA,6955,1427,1951,KCK,25
1977,NBA,All-Defense,2nd,Jamaal Wilkes,NA,7071,1587,NA,GSW,23
1977,NBA,All-NBA,1st,Kareem Abdul-Jabbar,C,7114,1204,NA,LAL,29
1977,NBA,All-NBA,1st,Elvin Hayes,F,7029,1101,NA,WSB,31
1977,NBA,All-NBA,1st,David Thompson,F,7006,1637,1954,DEN,22
1977,NBA,All-NBA,1st,Pete Maravich,G,7198,1315,NA,NOJ,29
1977,NBA,All-NBA,1st,Paul Westphal,G,7197,1469,NA,PHO,26
1977,NBA,All-NBA,2nd,Bill Walton,C,6933,1556,NA,POR,24
1977,NBA,All-NBA,2nd,Julius Erving,F,7112,1381,1950,PHI,26
1977,NBA,All-NBA,2nd,George McGinnis,F,7054,1362,1950,PHI,26
1977,NBA,All-NBA,2nd,George Gervin,G,7049,1447,1952,SAS,24
1977,NBA,All-NBA,2nd,Jo Jo White,G,7089,1197,NA,BOS,30
1977,NBA,All-Rookie,1st,Adrian Dantley,NA,6919,1692,NA,BUF,21
1977,NBA,All-Rookie,1st,Mitch Kupchak,NA,7174,1714,NA,WSB,22
1977,NBA,All-Rookie,1st,Ron Lee,NA,7221,1726,NA,PHO,24
